;;;;
Förnamn och antal bärare för folkbokförda kvinnor 31 december 2022;;;;
Förnamn med minst två bärare;;;;
;;;;
Förnamn;Antal bärare;;;
MICKELINA;34;;;
MICKELS;3;;;
MICKELSDOTTER;2;;;
MICKESDOTTER;2;;;
MICKEY;10;;;
MICKI;16;;;
MICKIE;5;;;
MICKILINA;5;;;
MICKIS;11;;;
MICKOLS;5;;;
MICKY;4;;;
MICKYSDOTTER;2;;;
MICO;2;;;
MICOL;10;;;
MICRAAJ;4;;;
MICRAJ;6;;;
MICRO;4;;;
MICSUNICA;2;;;
MICÉLA;3;;;
MICÉLE;2;;;
MIDA;11;;;
MIDDE;4;;;
MIDDELBO;2;;;
MIDE;3;;;
MIDEA;8;;;
MIDGET;3;;;
MIDHA;2;;;
MIDHAT;12;;;
MIDHETA;18;;;
MIDHUNA;2;;;
MIDI;11;;;
MIDIA;111;;;
MIDIAM;2;;;
MIDJA;5;;;
MIDLA;2;;;
MIDMEY;3;;;
MIDNA;21;;;
MIDNIGHT;6;;;
MIDO;4;;;
MIDORI;65;;;
MIDORY;2;;;
MIDRA;3;;;
MIDVINTER;2;;;
MIDYA;49;;;
MIDYAN;2;;;
MIE;200;;;
MIECZYSLAWA;37;;;
MIEKE;23;;;
MIEKO;12;;;
MIEL;3;;;
MIELA;2;;;
MIELAEL;3;;;
MIELAHER;6;;;
MIELAHIER;6;;;
MIELAT;27;;;
MIELAWIT;4;;;
MIELIKKI;6;;;
MIELINDA;2;;;
MIEN;14;;;
MIENG;3;;;
MIENTJE;2;;;
MIEP;2;;;
MIERAB;3;;;
MIERAF;8;;;
MIERELLE;3;;;
MIERI;10;;;
MIERON;2;;;
MIES;4;;;
MIESHA;4;;;
MIESHEL;2;;;
MIET;4;;;
MIETH;2;;;
MIETT;8;;;
MIETTE;12;;;
MIEU;5;;;
MIEW;2;;;
MIEZE;4;;;
MIFI;2;;;
MIFTAH;3;;;
MIFTAHUL;2;;;
MIFUNE;2;;;
MIGDALIA;11;;;
MIGEL;2;;;
MIGENA;24;;;
MIGKENA;2;;;
MIGLE;33;;;
MIGLENA;10;;;
MIGLÉ;9;;;
MIGNON;50;;;
MIGNONETTE;4;;;
MIGNONNE;3;;;
MIGUEL;9;;;
MIGUELA;3;;;
MIGUELINA;8;;;
MIGUELLE;2;;;
MIGUIL;2;;;
MIHAD;5;;;
MIHAEL;2;;;
MIHAELA;661;;;
MIHAELA GABRIELA;2;;;
MIHAELA-ADINA;2;;;
MIHAELA-ALINA;2;;;
MIHAELA-DANIELA;2;;;
MIHAELA-ELENA;3;;;
MIHAELA-GEORGIANA;2;;;
MIHAELA-IONELA;2;;;
MIHAELA-MARIA;2;;;
MIHAIELA;12;;;
MIHAILOVA;4;;;
MIHAILOVNA;7;;;
MIHAJLOVNA;9;;;
MIHALJINA;2;;;
MIHAN;5;;;
MIHANA;6;;;
MIHANE;41;;;
MIHARU;3;;;
MIHAYLOVA;27;;;
MIHAYLOVNA;3;;;
MIHEE;3;;;
MIHELI;2;;;
MIHERET;7;;;
MIHERT;3;;;
MIHI;2;;;
MIHIIM;2;;;
MIHIKA;8;;;
MIHIM;3;;;
MIHINDUKULASURIYA;4;;;
MIHIRA;8;;;
MIHIRANI;6;;;
MIHIRET;3;;;
MIHIRI;6;;;
MIHIYA;2;;;
MIHKAELA;2;;;
MIHNA;2;;;
MIHNETA;2;;;
MIHO;27;;;
MIHOKO;5;;;
MIHONE;9;;;
MIHRA;9;;;
MIHRABAN;8;;;
MIHRAJ;2;;;
MIHRET;108;;;
MIHRETA;7;;;
MIHRETAB;15;;;
MIHRETEAB;24;;;
MIHRI;3;;;
MIHRIBA;2;;;
MIHRIBAN;32;;;
MIHRICAN;3;;;
MIHRIE;4;;;
MIHRIJA;11;;;
MIHRIJE;40;;;
MIHRIMAH;9;;;
MIHRINISA;2;;;
MIHRINUR;2;;;
MIHRIYE;3;;;
MIHRO;2;;;
MIHRU;2;;;
MIHWA;3;;;
MIHYUN;3;;;
MII;12;;;
MIIA;148;;;
MIIKA;4;;;
MIILA;15;;;
MIILI;2;;;
MIILIA;2;;;
MIIMI;2;;;
MIIN;3;;;
MIINA;50;;;
MIINA-MARIA;2;;;
MIINI;3;;;
MIIO;2;;;
MIIRA;26;;;
MIISA;6;;;
MIITRA;2;;;
MIJA;119;;;
MIJAILOVNA;2;;;
MIJARAY;2;;;
MIJDA;3;;;
MIJI;2;;;
MIJIN;2;;;
MIJKE;2;;;
MIJO;5;;;
MIJU;2;;;
MIKA;982;;;
MIKAEEL;2;;;
MIKAEHLA;3;;;
MIKAEL;69;;;
MIKAELA;13 269;;;
MIKAELE;2;;;
MIKAELLA;40;;;
MIKAELLE;2;;;
MIKAELSDOTTER;430;;;
MIKAH;3;;;
MIKAIELLA;2;;;
MIKAIL;9;;;
MIKAKO;4;;;
MIKAL;126;;;
MIKALIA;3;;;
MIKALINA;3;;;
MIKALINE;3;;;
MIKASDOTTER;6;;;
MIKAYLA;23;;;
MIKAÉLA;25;;;
MIKAËLA;2;;;
MIKDAD;3;;;
MIKE;6;;;
MIKEL;5;;;
MIKELA;44;;;
MIKELE;3;;;
MIKELINA;9;;;
MIKELLA;4;;;
MIKELLE;2;;;
MIKEYLA;5;;;
MIKHA;30;;;
MIKHAEEL;5;;;
MIKHAEIL;2;;;
MIKHAEL;37;;;
MIKHAELA;10;;;
MIKHAIL;20;;;
MIKHAILOVNA;29;;;
MIKHAJLOVNA;4;;;
MIKHAYLOVNA;4;;;
MIKHO;11;;;
MIKI;59;;;
MIKIA;3;;;
MIKIAL;3;;;
MIKIELE;3;;;
MIKIKO;9;;;
MIKINA;3;;;
MIKINE;3;;;
MIKIS;2;;;
MIKKA;7;;;
MIKKAELA;6;;;
MIKKELINE;7;;;
MIKKELSDOTTER;3;;;
MIKKI;8;;;
MIKKINA;2;;;
MIKKIS;2;;;
MIKKO;2;;;
MIKLA;3;;;
MIKO;16;;;
MIKOLINA;2;;;
MIKONTYTÄR;3;;;
MIKOTO;2;;;
MIKRIBANA;2;;;
MIKU;11;;;
MIKUNI;2;;;
MIKYUNG;2;;;
MIKÉLA;4;;;
MILA;3 150;;;
MILAD;74;;;
MILADA;61;;;
MILADETA;3;;;
MILADINA;2;;;
MILADINCA;2;;;
MILADINKA;14;;;
MILADY;9;;;
MILAGRE;2;;;
MILAGRINA;2;;;
MILAGRITOS;9;;;
MILAGRO;33;;;
MILAGROS;190;;;
MILAGROSA;9;;;
MILAH;17;;;
MILAHETA;4;;;
MILAI;3;;;
MILAJA;33;;;
MILAMBU;2;;;
MILAN;29;;;
MILANA;286;;;
MILAND;2;;;
MILANDA;25;;;
MILANE;3;;;
MILANI;15;;;
MILANIA;22;;;
MILANIE;2;;;
MILANIJA;4;;;
MILANJA;3;;;
MILANKA;86;;;
MILANO;8;;;
MILANOVA;4;;;
MILANYA;3;;;
MILASH;4;;;
MILASHU;3;;;
MILAT;5;;;
MILAV;3;;;
MILAY;5;;;
MILAYA;14;;;
MILCA;13;;;
MILCAH;7;;;
MILCHA;2;;;
MILCHEVA;3;;;
MILCI;2;;;
MILDA;276;;;
MILDAHL;5;;;
MILDANA;2;;;
MILDE;4;;;
MILDGERD;3;;;
MILDHY;3;;;
MILDRE;2;;;
MILDRED;1 407;;;
MILDRI;4;;;
MILDRID;92;;;
MILDRIS;4;;;
MILDY;2;;;
MILE;9;;;
MILEA;329;;;
MILEAH;178;;;
MILEE;2;;;
MILEENA;4;;;
MILEENE;2;;;
MILEIA;6;;;
MILEIDY;4;;;
MILEJA;22;;;
MILEMBA;2;;;
MILEN;51;;;
MILENA;1 219;;;
MILENCA;4;;;
MILENE;26;;;
MILENIJA;9;;;
MILENKA;48;;;
MILENNA;3;;;
MILENOVA;6;;;
MILES;11;;;
MILESSA;2;;;
MILETA;2;;;
MILETE;12;;;
MILEVA;72;;;
MILEVKA;4;;;
MILEY;101;;;
MILEYA;28;;;
MILEYAH;3;;;
MILEYDI;3;;;
MILEYN;2;;;
MILGA;3;;;
MILGERD;6;;;
MILGO;12;;;
MILGÄRD;3;;;
MILHATA;4;;;
MILI;41;;;
MILIA;477;;;
MILIAH;8;;;
MILIAN;3;;;
MILIANA;27;;;
MILIANE;3;;;
MILIAT;2;;;
MILICA;687;;;
MILICENT;2;;;
MILICIA;4;;;
MILIE;7;;;
MILIEN;3;;;
MILIETE;15;;;
MILIHA;2;;;
MILIHAT;2;;;
MILIHATE;8;;;
MILIJA;17;;;
MILIJANA;66;;;
MILIJANKA;3;;;
MILIKA;4;;;
MILIMANI;2;;;
MILIN;5;;;
MILINA;52;;;
MILIND;9;;;
MILINDA;17;;;
MILINE;2;;;
MILING;2;;;
MILION;13;;;
MILIONA;2;;;
MILIS;6;;;
MILISA;4;;;
MILISEN;3;;;
MILISIA;4;;;
MILISSA;17;;;
MILITA;8;;;
MILITE;10;;;
MILITSA;7;;;
MILITTA;2;;;
MILITZA;28;;;
MILIYA;4;;;
MILIYON;2;;;
MILIZA;6;;;
MILIZZA;3;;;
MILJA;248;;;
MILJAANA;2;;;
MILJANA;68;;;
MILJE;6;;;
MILJENKA;5;;;
MILJERT;2;;;
MILJHATA;2;;;
MILJIHATE;2;;;
MILJKA;8;;;
MILKA;438;;;
MILKAH;2;;;
MILKAN;2;;;
MILKANA;4;;;
MILKESA;3;;;
MILKI;2;;;
MILKICA;7;;;
MILKII;2;;;
MILKO;2;;;
MILKOVA;10;;;
MILL;12;;;
MILL-BRITT;3;;;
MILLA;2 270;;;
MILLA-MARIA;2;;;
MILLAH;11;;;
MILLAN;147;;;
MILLAR;3;;;
MILLARAY;61;;;
MILLAT;2;;;
MILLBRITT;3;;;
MILLE;92;;;
MILLEA;10;;;
MILLEAH;7;;;
MILLEN;18;;;
MILLENA;15;;;
MILLENIA;2;;;
MILLENIUM;3;;;
MILLENNIA;4;;;
MILLENNIUM;2;;;
MILLER;9;;;
MILLETE;2;;;
MILLEVI;4;;;
MILLEY;2;;;
MILLGERD;7;;;
MILLGERT;3;;;
MILLGÄRD;4;;;
MILLI;117;;;
MILLIA;10;;;
MILLIAM;3;;;
MILLIAN;3;;;
MILLIANA;2;;;
MILLIANNE;3;;;
MILLICE;4;;;
MILLICENT;70;;;
MILLIE;1 282;;;
MILLIE-ANN;2;;;
MILLIE-LI;2;;;
MILLIE-ROSE;2;;;
MILLIECENT;7;;;
MILLIMANI;3;;;
MILLIMINA;10;;;
MILLINDA;2;;;
MILLING;6;;;
MILLION;39;;;
MILLIS;61;;;
MILLIZ;2;;;
MILLJA;3;;;
MILLJERT;3;;;
MILLO;3;;;
MILLRATH;6;;;
MILLRED;4;;;
MILLRID;2;;;
MILLRY;3;;;
MILLS;3;;;
MILLSTAM;3;;;
MILLVEJ;3;;;
MILLVI;9;;;
MILLVINA;4;;;
MILLVOR;2;;;
MILLVY;4;;;
MILLY;823;;;
MILLÉA;3;;;
MILMA;8;;;
MILNA;2;;;
MILNER;3;;;
MILO;118;;;
MILODA;3;;;
MILODARKA;2;;;
MILOJKA;19;;;
MILOK;2;;;
MILOMIRKA;7;;;
MILON;3;;;
MILONA;3;;;
MILONELLE;2;;;
MILOO;12;;;
MILORANKA;4;;;
MILOSAVA;19;;;
MILOSAVKA;2;;;
MILOSLAVA;17;;;
MILOSLAWA;2;;;
MILOSTIJA;2;;;
MILOT;6;;;
MILOTE;3;;;
MILOTT;6;;;
MILOTTE;17;;;
MILOU;550;;;
MILOUDA;5;;;
MILOUE;2;;;
MILOVANKA;6;;;
MILRED;9;;;
MILRID;3;;;
MILSI;5;;;
MILSINA;2;;;
MILTON;7;;;
MILU;2;;;
MILUNKA;15;;;
MILUSE;5;;;
MILUSKA;9;;;
MILVA;46;;;
MILVI;58;;;
MILVIA;2;;;
MILVINA;2;;;
MILVOR;2;;;
MILVY;3;;;
MILWA;10;;;
MILY;4;;;
MILYA;21;;;
MILÉA;110;;;
MILÉAH;8;;;
MILÉJA;2;;;
MILÉNA;3;;;
MILÉNE;8;;;
MIM;75;;;
MIMA;17;;;
MIMAR;3;;;
MIMDOH;2;;;
MIME;2;;;
MIMI;479;;;
MIMI-LEE;2;;;
MIMIE;21;;;
MIMIKA;6;;;
MIMMA;16;;;
MIMME;2;;;
MIMMI;4 763;;;
MIMMI-LO;4;;;
MIMMI-MARIA;2;;;
MIMMIE;332;;;
MIMMIH;3;;;
MIMMILI;3;;;
MIMMIT;2;;;
MIMMO;16;;;
MIMMY;11;;;
MIMO;12;;;
MIMONA;9;;;
MIMOSA;39;;;
MIMOSE;2;;;
MIMOUNA;7;;;
MIMOUNT;8;;;
MIMOZA;231;;;
MIMOZE;5;;;
MIMOZË;3;;;
MIMRA;18;;;
MIMS;8;;;
MIMÍ;2;;;
MIN;302;;;
MIN JOO;2;;;
MIN-AE;2;;;
MIN-AH;3;;;
MIN-HEE;3;;;
MIN-JA;4;;;
MIN-JEE;3;;;
MIN-JUNG;3;;;
MIN-KYUNG;4;;;
MIN-ZA;3;;;
MIN-ZUNG;2;;;
MINA;2 440;;;
MINA-MARIE;2;;;
MINAAL;3;;;
MINABELL;2;;;
MINABELLA;2;;;
MINAH;47;;;
MINAHAL;2;;;
MINAHIL;39;;;
MINAI;4;;;
MINAKHI;3;;;
MINAKO;9;;;
MINAKSHI;9;;;
MINAL;26;;;
MINALA;2;;;
MINAMI;10;;;
MINAMIN;2;;;
MINAN;4;;;
MINANTI;2;;;
MINAR;5;;;
MINARA;7;;;
MINARTI;2;;;
MINAS;22;;;
MINASS;2;;;
MINATA;8;;;
MINATALLA;3;;;
MINATALLAH;2;;;
MINATSU;2;;;
MINATULLAH;3;;;
MINAVER;3;;;
MINAVERE;7;;;
MINAXI;3;;;
MINAYA;4;;;
MINAZ;5;;;
MINCA;2;;;
MINCHAO;3;;;
MINCHEN;2;;;
MINDA;120;;;
MINDE;15;;;
MINDEL;3;;;
MINDI;12;;;
MINDIE;21;;;
MINDORINA;4;;;
MINDRA;73;;;
MINDY;145;;;
MINE;157;;;
MINEA;406;;;
MINEAH;14;;;
MINECTRA;2;;;
MINEH;3;;;
MINEKO;2;;;
MINEL;28;;;
MINELA;114;;;
MINELIA;3;;;
MINELL;20;;;
MINELLA;139;;;
MINELLAH;2;;;
MINELLE;505;;;
MINELLI;3;;;
MINELLIE;8;;;
MINELLÉ;2;;;
MINELVA;2;;;
MINENHLE;2;;;
MINER;2;;;
MINERA;2;;;
MINERVA;217;;;
MINESA;5;;;
MINESSA;6;;;
MINET;4;;;
MINETA;8;;;
MINETHE;2;;;
MINETT;36;;;
MINETTA;8;;;
MINETTE;364;;;
MINETTHE;3;;;
MINETTÉ;3;;;
MINEVER;2;;;
MINEVERA;3;;;
MINEVVER;3;;;
MINEY;4;;;
MINEYA;3;;;
MINFANG;2;;;
MING;121;;;
MING-HUI;2;;;
MINGA;6;;;
MINGAILE;3;;;
MINGDI;3;;;
MINGELINA;3;;;
MINGFANG;3;;;
MINGHAN;2;;;
MINGHONG;2;;;
MINGHUA;2;;;
MINGHUI;7;;;
MINGJIA;3;;;
MINGJIE;4;;;
MINGJING;2;;;
MINGJUAN;2;;;
MINGJUN;4;;;
MINGKWAN;4;;;
MINGLA;5;;;
MINGLI;2;;;
MINGLIAN;2;;;
MINGLING;2;;;
MINGMEI;4;;;
MINGMING;9;;;
MINGMIT;2;;;
MINGQI;2;;;
MINGQIN;2;;;
MINGRONG;2;;;
MINGSHAN;2;;;
MINGSHI;2;;;
MINGSHU;3;;;
MINGXIN;2;;;
MINGXIU;2;;;
MINGYAN;8;;;
MINGYI;2;;;
MINGYU;6;;;
MINGYUE;7;;;
MINGYUN;3;;;
MINGZHEN;2;;;
MINGZHU;5;;;
MINH;331;;;
MINH ANH;2;;;
MINH HANG;2;;;
MINH-TAM;2;;;
MINHA;37;;;
MINHAAJ;3;;;
MINHAJ;5;;;
MINHAL;5;;;
MINHEE;3;;;
MINHUA;4;;;
MINHUI;2;;;
MINI;475;;;
MINIA;11;;;
MINICA;7;;;
MINIE;9;;;
MINILIK;2;;;
MINIONA;2;;;
MINIRE;62;;;
MINISA;2;;;
MINISHA;2;;;
MINISSA;6;;;
MINISTRY;2;;;
MINIYA;6;;;
MINJA;244;;;
MINJAH;4;;;
MINJAMI;2;;;
MINJE;7;;;
MINJEE;7;;;
MINJEONG;6;;;
MINJI;6;;;
MINJIA;5;;;
MINJIE;2;;;
MINJIN;3;;;
MINJINSOR;2;;;
MINJUAN;4;;;
MINJUN;2;;;
MINK;5;;;
MINKA;53;;;
MINKE;12;;;
MINLI;6;;;
MINMIN;5;;;
MINN;8;;;
MINNA;4 475;;;
MINNA-KAISA;2;;;
MINNA-KRISTIINA;2;;;
MINNA-LEENA;2;;;
MINNA-LI;3;;;
MINNA-LIISA;6;;;
MINNA-MAARIT;3;;;
MINNA-MARI;10;;;
MINNA-MARIA;11;;;
MINNA-MARJA;3;;;
MINNA-RIITTA;2;;;
MINNAH;357;;;
MINNALI;5;;;
MINNALIISA;2;;;
MINNE;19;;;
MINNEA;97;;;
MINNEAH;6;;;
MINNELIE;4;;;
MINNELLE;2;;;
MINNETTE;2;;;
MINNHA;4;;;
MINNI;39;;;
MINNIA;4;;;
MINNIE;198;;;
MINNIELEIA;2;;;
MINNU;2;;;
MINNY;40;;;
MINNÉ;3;;;
MINNÉA;41;;;
MINNÉAH;2;;;
MINO;64;;;
MINOA;5;;;
MINODORA;12;;;
MINOE;10;;;
MINOLA;3;;;
MINOLI;7;;;
MINON;4;;;
MINONA;13;;;
MINONNA;38;;;
MINOO;326;;;
MINOOSH;4;;;
MINOR;5;;;
MINORA;12;;;
MINORI;5;;;
MINOTI;3;;;
MINOU;805;;;
MINOUE;22;;;
MINOUSH;2;;;
MINOVA;26;;;
MINOWA;3;;;
MINPING;2;;;
MINRA;2;;;
MINSA;15;;;
MINSEO;4;;;
MINSEOL;2;;;
MINSI;2;;;
MINSLOU;2;;;
MINSUN;2;;;
MINT;8;;;
MINTA;8;;;
MINTAH;3;;;
MINTAKA;3;;;
MINTAMIR;3;;;
MINTE;2;;;
MINTHE;2;;;
MINTHRA;3;;;
MINTITA;2;;;
MINTJE;2;;;
MINTRA;33;;;
MINTRAH;2;;;
MINTTU;22;;;
MINTTU-MAARIA;2;;;
MINTTU-MARIA;2;;;
MINU;13;;;
MINUCA;2;;;
MINUS;4;;;
MINUSE;2;;;
MINVOR;2;;;
MINWAR;2;;;
MINWEN;3;;;
MINY;2;;;
MINYA;59;;;
MINYANG;4;;;
MINYI;7;;;
MINYING;4;;;
MINYU;3;;;
MINZHI;3;;;
MINÈA;3;;;
MINÉ;4;;;
MINÉA;88;;;
MINÉLLE;5;;;
MINÓ;2;;;
MIO;291;;;
MIOARA;42;;;
MIOLA;2;;;
MIOLINA;2;;;
MIOLJKA;3;;;
MIOMIRA;5;;;
MIOMIRKA;2;;;
MIONA;18;;;
MIONE;5;;;
MIONI;2;;;
MIORITA;3;;;
MIOSOTIS;2;;;
MIOU;5;;;
MIQAELA;3;;;
MIQUELA;2;;;
MIQUELINA;3;;;
MIR;22;;;
MIRA;4 962;;;
MIRA-BELLA;3;;;
MIRA-BELLE;3;;;
MIRA-LEE;2;;;
MIRA-LI;18;;;
MIRA-LIE;4;;;
MIRA-LINDA;2;;;
MIRA-LO;3;;;
MIRA-LUCIA;2;;;
MIRA-MARIA;2;;;
MIRAA;2;;;
MIRAAL;19;;;
MIRAANA;2;;;
MIRAB;4;;;
MIRABEL;38;;;
MIRABELA;18;;;
MIRABELA-MARIA;2;;;
MIRABELL;75;;;
MIRABELLA;31;;;
MIRABELLE;221;;;
MIRAC;2;;;
MIRACEL;7;;;
MIRACH;2;;;
MIRACLE;64;;;
MIRACY;2;;;
MIRADI;12;;;
MIRADIE;6;;;
MIRADIJA;12;;;
MIRADIJE;60;;;
MIRAF;4;;;
MIRAFLOR;5;;;
MIRAGE;4;;;
MIRAH;39;;;
MIRAI;40;;;
MIRAJ;8;;;
MIRAK;4;;;
MIRAKEL;88;;;
MIRAKELL;2;;;
MIRAKLA;2;;;
MIRAL;235;;;
MIRALDA;30;;;
MIRALDINA;2;;;
MIRALE;2;;;
MIRALEE;2;;;
MIRALEMA;3;;;
MIRALI;7;;;
MIRALIE;8;;;
MIRALINN;2;;;
MIRALL;12;;;
MIRALO;2;;;
MIRAM;9;;;
MIRAMAR;2;;;
MIRAMIS;3;;;
MIRAN;31;;;
MIRANA;16;;;
MIRANDA;4 521;;;
MIRANDA-CELIE;2;;;
MIRANDAH;2;;;
MIRANDE;3;;;
MIRANDELLA;2;;;
MIRANDHA;5;;;
MIRANG;6;;;
MIRANJA;2;;;
MIRANNA;4;;;
MIRANTEE;3;;;
MIRASLAVA;3;;;
MIRASOL;8;;;
MIRAT;2;;;
MIRATKA;2;;;
MIRAV;8;;;
MIRAY;153;;;
MIRAYA;5;;;
MIRCA;2;;;
MIRDA;2;;;
MIRDAN;2;;;
MIRDITA;11;;;
MIRDONA;2;;;
MIRDZA;12;;;
MIRE;68;;;
MIREA;3;;;
MIREAM;2;;;
MIREAN;2;;;
MIREI;13;;;
MIREIA;30;;;
MIREIL;2;;;
MIREILLA;2;;;
MIREILLE;248;;;
MIREJ;6;;;
MIREJA;3;;;
MIREL;21;;;
MIRELA;526;;;
MIRELA-MIHAELA;2;;;
MIRELE;3;;;
MIRELINDA;3;;;
MIRELL;44;;;
MIRELLA;472;;;
MIRELLE;269;;;
MIRELLIE;3;;;
MIRELLÉ;3;;;
MIREMBE;35;;;
MIREN;14;;;
MIRENA;6;;;
MIRESA;2;;;
MIRESKA;2;;;
MIRET;3;;;
MIRETA;3;;;
MIRETHE;4;;;
MIRETTA;5;;;
MIRETTE;26;;;
MIREY;23;;;
MIREYA;129;;;
MIRFA;2;;;
MIRFAT;17;;;
MIRFETA;2;;;
MIRHA;71;;;
MIRHAN;8;;;
MIRHETA;5;;;
MIRI;57;;;
MIRIA;27;;;
MIRIAI;3;;;
MIRIAM;3 979;;;
MIRIAMA;2;;;
MIRIAME;2;;;
MIRIAMI;4;;;
MIRIAMSDOTTER;4;;;
MIRIAN;58;;;
MIRIANA;30;;;
MIRIANE;2;;;
MIRIANN;3;;;
MIRIANNE;2;;;
MIRIBAN;6;;;
MIRIBANE;2;;;
MIRICA;6;;;
MIRIDONA;2;;;
MIRIEL;7;;;
MIRIELLA;5;;;
MIRIELLE;28;;;
MIRIEM;4;;;
MIRIJAM;44;;;
MIRIJANA;14;;;
MIRIKLI;16;;;
MIRIL;8;;;
MIRILA;3;;;
MIRIN;2;;;
MIRINA;3;;;
MIRINDA;13;;;
MIRINKA;2;;;
MIRIS;3;;;
MIRISHA;5;;;
MIRISHAH;2;;;
MIRISHAHE;2;;;
MIRISSA;5;;;
MIRITA;4;;;
MIRITE;2;;;
MIRIYA;2;;;
MIRIYAM;5;;;
MIRIZA;2;;;
MIRJA;1 443;;;
MIRJA-LEENA;2;;;
MIRJA-LI;3;;;
MIRJA-LIISA;18;;;
MIRJA-LILL;2;;;
MIRJALIISA;3;;;
MIRJAM;2 771;;;
MIRJAMI;653;;;
MIRJAMSDOTTER;2;;;
MIRJAN;11;;;
MIRJANA;866;;;
MIRJE;4;;;
MIRJETA;83;;;
MIRJETE;16;;;
MIRJETË;3;;;
MIRJIAM;2;;;
MIRKA;97;;;
MIRKAN;2;;;
MIRKANI;2;;;
MIRKKA;11;;;
MIRKKU;3;;;
MIRLA;8;;;
MIRLENE;2;;;
MIRLINDA;104;;;
MIRLINDE;8;;;
MIRLINDË;2;;;
MIRMA;2;;;
MIRMAN;3;;;
MIRNA;628;;;
MIRNESA;33;;;
MIRNESSA;3;;;
MIRNIJE;2;;;
MIRO;14;;;
MIROFORA;6;;;
MIROLA;10;;;
MIROLLA;18;;;
MIRONA;5;;;
MIRONE;2;;;
MIROSAVA;3;;;
MIROSINKA;2;;;
MIROSLAVA;156;;;
MIROSLAVKA;3;;;
MIROSLAVOVA;11;;;
MIROSLAWA;265;;;
MIROULA;2;;;
MIRRA;10;;;
MIRRE;24;;;
MIRREN;2;;;
MIRRI;2;;;
MIRRIAM;4;;;
MIRRY;4;;;
MIRSA;16;;;
MIRSADA;389;;;
MIRSADE;20;;;
MIRSADETA;3;;;
MIRSELA;4;;;
MIRSIE;2;;;
MIRSIJE;7;;;
MIRSINI;3;;;
MIRTA;52;;;
MIRTE;4;;;
MIRTHA;64;;;
MIRTHE;10;;;
MIRTHO;2;;;
MIRTILL;4;;;
MIRTZA;2;;;
MIRUNA;37;;;
MIRUSHA;2;;;
MIRUSHE;10;;;
MIRVA;124;;;
MIRVAT;100;;;
MIRVATTE;2;;;
MIRVE;2;;;
MIRVET;28;;;
MIRVETA;30;;;
MIRVETE;57;;;
MIRVI;3;;;
MIRWA;4;;;
MIRWAT;3;;;
MIRY;3;;;
MIRYA;4;;;
MIRYAM;137;;;
MIRYAN;7;;;
MIRYANA;8;;;
MIRYEM;2;;;
MIRZA;76;;;
MIRZADA;3;;;
MIRZETA;60;;;
MIRÉ;4;;;
MIRÉLLE;7;;;
MIS;6;;;
MISA;45;;;
MISAA;2;;;
MISABELLE;3;;;
MISAELA;3;;;
MISAGNA;2;;;
MISAK;2;;;
MISAKI;7;;;
MISAKO;8;;;
MISAL;2;;;
MISAM;3;;;
MISAN;16;;;
MISAO;4;;;
MISARA;3;;;
MISATO;4;;;
MISBAH;56;;;
MISBIL;3;;;
MISCH;2;;;
MISCHA;57;;;
MISCHEL;2;;;
MISCHELL;2;;;
MISCHELLE;3;;;
MISE;6;;;
MISELA;9;;;
MISEON;3;;;
MISGANA;65;;;
MISGHANA;6;;;
MISGHNA;3;;;
MISGINA;19;;;
MISGINNA;3;;;
MISGNA;14;;;
MISHA;66;;;
MISHAAL;9;;;
MISHAL;27;;;
MISHEEL;56;;;
MISHEL;21;;;
MISHELA;2;;;
MISHELL;6;;;
MISHELLA;3;;;
MISHELLE;8;;;
MISHI;4;;;
MISHIKA;20;;;
MISHITA;2;;;
MISHKA;14;;;
MISHKAT;6;;;
MISHKIL;3;;;
MISHKO;2;;;
MISHLEEN;6;;;
MISHLEN;2;;;
MISHLIN;2;;;
MISHO;3;;;
MISHTI;2;;;
MISHU;2;;;
MISIA;2;;;
MISIDE;3;;;
MISIR;2;;;
MISJA;3;;;
MISK;30;;;
MISKA;2;;;
MISKER;3;;;
MISKI;135;;;
MISKY;7;;;
MISLAL;3;;;
MISLINA;3;;;
MISO;5;;;
MISONA;2;;;
MISOON;2;;;
MISOUN;4;;;
MISOZI;2;;;
MISRA;14;;;
MISRAK;15;;;
MISRETE;4;;;
MISRI;3;;;
MISRO;2;;;
MISS;9;;;
MISSA;4;;;
MISSAA;2;;;
MISSAN;3;;;
MISSE;4;;;
MISSES;2;;;
MISSI;4;;;
MISSLA;2;;;
MISSNE;5;;;
MISSY;8;;;
MIST;19;;;
MISTEL;2;;;
MISTER;3;;;
MISTERE;3;;;
MISTI;3;;;
MISTRAL;2;;;
MISTY;25;;;
MISUN;3;;;
MISUZU;3;;;
MITA;51;;;
MITALI;16;;;
MITAMBA;4;;;
MITCH;2;;;
MITCHEL;5;;;
MITCHELE;2;;;
MITCHELL;4;;;
MITCHELLE;8;;;
MITCHELLY;3;;;
MITCHIKO;2;;;
MITCICO;2;;;
MITE;3;;;
MITESH;4;;;
MITESHKUMAR;2;;;
MITEVA;4;;;
MITHA;5;;;
MITHAK;5;;;
MITHAL;14;;;
MITHETA;4;;;
MITHILA;16;;;
MITHKAL;2;;;
MITHLESH;2;;;
MITHRA;29;;;
MITHREA;2;;;
MITHU;4;;;
MITHUA;2;;;
MITHUN;3;;;
MITHUNA;3;;;
MITI;5;;;
MITIKE;2;;;
MITIKIE;2;;;
MITIKO;2;;;
MITIKU;4;;;
