;;;;
Förnamn och antal bärare för folkbokförda kvinnor 31 december 2022;;;;
Förnamn med minst två bärare;;;;
;;;;
Förnamn;Antal bärare;;;
ABIOT;2;;;
ABIR;523;;;
ABIRA;18;;;
ABIRAMI;12;;;
ABIRAMY;2;;;
ABISADO;3;;;
ABISATOU;5;;;
ABISHA;6;;;
ABISHEVA;2;;;
ABISOLA;9;;;
ABISOLOM;2;;;
ABITHA;3;;;
ABIY;4;;;
ABIYA;3;;;
ABIYE;2;;;
ABLA;40;;;
ABLAH;7;;;
ABLAHAD;46;;;
ABLAHD;2;;;
ABLAKAT;4;;;
ABLAN;3;;;
ABLAVI;5;;;
ABLELOM;7;;;
ABNET;5;;;
ABO;34;;;
ABOBAKER;11;;;
ABOBAKR;21;;;
ABOD;6;;;
ABODI;4;;;
ABOELFETOUH;4;;;
ABOH;2;;;
ABOIRIZAIL;3;;;
ABOKAR;10;;;
ABOKOR;14;;;
ABOLANLE;5;;;
ABOLI;2;;;
ABONESH;3;;;
ABONGHO;2;;;
ABONI;2;;;
ABOOD;27;;;
ABOOLE;4;;;
ABOSEDE;12;;;
ABOSH;3;;;
ABOU;6;;;
ABOUBAKER;9;;;
ABOUBAKR;3;;;
ABOUD;30;;;
ABOUDI;2;;;
ABOUELATA;2;;;
ABOUELMAATY;2;;;
ABOUELYAZID;2;;;
ABOUHANTSH;2;;;
ABOUL;2;;;
ABOULHEIL;4;;;
ABOUSH;2;;;
ABOZAID;3;;;
ABRA;13;;;
ABRAAR;8;;;
ABRAFI;3;;;
ABRAH;4;;;
ABRAHA;141;;;
ABRAHALE;4;;;
ABRAHALEY;4;;;
ABRAHAM;260;;;
ABRAHAMINA;2;;;
ABRAHATSION;4;;;
ABRAHAZION;2;;;
ABRAHEM;7;;;
ABRAHET;3;;;
ABRAHIM;17;;;
ABRAHLE;2;;;
ABRAM;4;;;
ABRAR;146;;;
ABRAVI;2;;;
ABREHA;15;;;
ABREHAM;8;;;
ABREHAT;2;;;
ABREHE;3;;;
ABREHET;119;;;
ABREHT;4;;;
ABRESHA;2;;;
ABRHA;47;;;
ABRHALE;5;;;
ABRHALEY;2;;;
ABRHAM;62;;;
ABRHATSION;4;;;
ABRHE;2;;;
ABRHET;25;;;
ABRIL;29;;;
ABRISH;14;;;
ABRO;2;;;
ABSA;5;;;
ABSALA;2;;;
ABSALAT;5;;;
ABSAN;2;;;
ABSARA;2;;;
ABSERA;5;;;
ABSHAR;6;;;
ABSHIR;176;;;
ABSHIRA;15;;;
ABSHIRO;58;;;
ABSI;4;;;
ABTESAM;8;;;
ABTHAL;2;;;
ABTIDON;2;;;
ABTIHAL;2;;;
ABTISAM;8;;;
ABTSAM;6;;;
ABU;32;;;
ABU-BAKER;4;;;
ABU-BAKIR;2;;;
ABUBACAR;2;;;
ABUBAKAR;67;;;
ABUBAKER;45;;;
ABUBAKIR;8;;;
ABUBAKR;22;;;
ABUBEKER;22;;;
ABUBKER;2;;;
ABUD;7;;;
ABUDUREYIMU;2;;;
ABUELALAA;5;;;
ABUI;3;;;
ABUK;3;;;
ABUKAR;342;;;
ABULE;3;;;
ABULIMITI;3;;;
ABULKER;2;;;
ABULLAHI;2;;;
ABUOOD;3;;;
ABUOUR;3;;;
ABUUKAR;52;;;
ABWOYO;2;;;
ABY;10;;;
ABYAM;3;;;
ABYAN;31;;;
ABYSSINIA;4;;;
ACACIA;9;;;
ACAR;5;;;
ACCA;2;;;
ACE;28;;;
ACELIA;4;;;
ACELINE;3;;;
ACELYA;8;;;
ACEN;2;;;
ACER;4;;;
ACHA;6;;;
ACHALA;5;;;
ACHAN;3;;;
ACHARA;16;;;
ACHARAPORN;2;;;
ACHCHILLAGE;2;;;
ACHE;5;;;
ACHEAMPOMAAH;2;;;
ACHIAA;4;;;
ACHIENG;49;;;
ACHILLEA;2;;;
ACHIMA;2;;;
ACHIN;2;;;
ACHINI;8;;;
ACHIRAYA;9;;;
ACHIRO;7;;;
ACHITA;2;;;
ACHLA;2;;;
ACHOL;7;;;
ACHOLA;5;;;
ACHOUCHA;2;;;
ACHRAF;2;;;
ACHTA;5;;;
ACHTAR;6;;;
ACHU;3;;;
ACHURUKPA;2;;;
ACHWAK;2;;;
ACIA;2;;;
ACIL;3;;;
ACILA;2;;;
ACILIA;3;;;
ACIRO;3;;;
ACKA;3;;;
ACKI;5;;;
ACKIE;3;;;
ACKVELINA;9;;;
ACOSTA;2;;;
ACUCENA;2;;;
ACY;2;;;
ACYA;2;;;
AD;3;;;
ADA;1 690;;;
ADA-STINA;2;;;
ADAAN;4;;;
ADAAWE;2;;;
ADAB;2;;;
ADACHI;2;;;
ADAEZE;29;;;
ADAFH;2;;;
ADAH;8;;;
ADAHLIA;2;;;
ADAKOU;2;;;
ADAKU;6;;;
ADAL;5;;;
ADALA;7;;;
ADALAURA;2;;;
ADALBJÖRG;2;;;
ADALET;24;;;
ADALETA;11;;;
ADALGISA;6;;;
ADALHEIDUR;8;;;
ADALIA;26;;;
ADALICIA;3;;;
ADALINA;3;;;
ADALINE;7;;;
ADALISA;3;;;
ADALITA;2;;;
ADALMIINA;5;;;
ADALMINA;8;;;
ADALY;2;;;
ADALYAT;3;;;
ADALYN;3;;;
ADALYNN;2;;;
ADAM;445;;;
ADAMA;120;;;
ADAMANTIA;11;;;
ADAMARIS;2;;;
ADAMINA;10;;;
ADAMMA;7;;;
ADAMOVNA;4;;;
ADAMS;2;;;
ADAMSDOTTER;31;;;
ADAMSDOTTIR;3;;;
ADAMU;5;;;
ADAN;392;;;
ADANA;3;;;
ADANE;11;;;
ADANECH;17;;;
ADANESH;4;;;
ADANI;8;;;
ADANMA;6;;;
ADANNA;26;;;
ADANNAYA;4;;;
ADANYA;2;;;
ADAOBI;13;;;
ADAOMA;2;;;
ADAORA;14;;;
ADAR;71;;;
ADARA;9;;;
ADASSA;2;;;
ADAU;2;;;
ADAUGO;6;;;
ADAWE;4;;;
ADAWIA;8;;;
ADAWIEH;4;;;
ADAWIYA;7;;;
ADBULAHI;4;;;
ADCEED;2;;;
ADDA;14;;;
ADDAI;2;;;
ADDAN;4;;;
ADDAY;2;;;
ADDE;12;;;
ADDELINA;6;;;
ADDI;4;;;
ADDIE;15;;;
ADDIS;32;;;
ADDIS-ALEM;2;;;
ADDISALEM;8;;;
ADDISON;12;;;
ADDISU;7;;;
ADDJEDJISA;4;;;
ADDNAN;2;;;
ADDO;4;;;
ADDOW;4;;;
ADDY;10;;;
ADE;18;;;
ADEA;109;;;
ADEAN;2;;;
ADEB;4;;;
ADEBA;10;;;
ADEBAYO;2;;;
ADEBEH;2;;;
ADEBIMPE;3;;;
ADEBISI;11;;;
ADEBOLA;3;;;
ADEDAYO;4;;;
ADEDIWURA;2;;;
ADEDOLAPO;3;;;
ADEDOYIN;3;;;
ADEEB;33;;;
ADEEBA;17;;;
ADEEBAH;9;;;
ADEED;3;;;
ADEEL;8;;;
ADEELA;16;;;
ADEELE;2;;;
ADEEN;6;;;
ADEENA;11;;;
ADEILE;2;;;
ADEJA;4;;;
ADEJOKE;2;;;
ADEJUMOKE;2;;;
ADEKEMI;3;;;
ADEL;500;;;
ADELA;1 422;;;
ADELAH;6;;;
ADELAID;3;;;
ADELAIDA;48;;;
ADELAIDE;146;;;
ADELAINE;8;;;
ADELAJDA;15;;;
ADELE;2 850;;;
ADELEA;2;;;
ADELEH;22;;;
ADELEI;3;;;
ADELEIDE;6;;;
ADELEINE;15;;;
ADELEN;9;;;
ADELENA;3;;;
ADELENE;8;;;
ADELETTE;2;;;
ADELFA;4;;;
ADELHAJDA;2;;;
ADELHEID;76;;;
ADELHORST;4;;;
ADELI;30;;;
ADELIA;525;;;
ADELICIA;3;;;
ADELIE;68;;;
ADELIINA;3;;;
ADELIN;47;;;
ADELINA;1 164;;;
ADELINA-MARIA;3;;;
ADELINDA;3;;;
ADELINDE;9;;;
ADELINE;498;;;
ADELINN;10;;;
ADELINNE;7;;;
ADELINË;4;;;
ADELISA;68;;;
ADELISE;3;;;
ADELISSA;5;;;
ADELITA;8;;;
ADELIYA;3;;;
ADELJA;2;;;
ADELJINA;2;;;
ADELKA;3;;;
ADELL;22;;;
ADELLA;37;;;
ADELLE;183;;;
ADELMA;6;;;
ADELOLA;2;;;
ADELSDOTTER;5;;;
ADELY;2;;;
ADELYA;7;;;
ADELYN;8;;;
ADELYNN;3;;;
ADELÉ;151;;;
ADELÉN;3;;;
ADELÉNE;2;;;
ADEM;107;;;
ADEMA;7;;;
ADEMI;6;;;
ADEMNUR;3;;;
ADEN;352;;;
ADENA;16;;;
ADENIKE;21;;;
ADEOLA;18;;;
ADEOLUWA;3;;;
ADEPA;3;;;
ADEPEJU;3;;;
ADER;3;;;
ADERA;2;;;
ADERINA;2;;;
ADERO;2;;;
ADERONKE;3;;;
ADESA;2;;;
ADESEWA;2;;;
ADESOLA;8;;;
ADESSA;6;;;
ADESUA;2;;;
ADESUWA;26;;;
ADETAYO;2;;;
ADETOLA;3;;;
ADETOUN;4;;;
ADEVIJA;14;;;
ADEVIYE;3;;;
ADEWUNMI;4;;;
ADEY;12;;;
ADEYINKA;4;;;
ADHAM;18;;;
ADHAN;2;;;
ADHANA;3;;;
ADHANET;53;;;
ADHANOM;31;;;
ADHARA;4;;;
ADHARI;2;;;
ADHBA;2;;;
ADHBI;2;;;
ADHIAMBO;48;;;
ADHIM;4;;;
ADHIRA;4;;;
ADHORA;2;;;
ADHRA;6;;;
ADHRAA;19;;;
ADHVIKA;2;;;
ADHYA;9;;;
ADI;28;;;
ADIA;22;;;
ADIAH;2;;;
ADIAM;190;;;
ADIAN;31;;;
ADIANA;4;;;
ADIANEZ;2;;;
ADIB;25;;;
ADIBA;132;;;
ADIBE;4;;;
ADIBEH;9;;;
ADIBÉ;3;;;
ADID;2;;;
ADIDJA;5;;;
ADIE;2;;;
ADIEL;2;;;
ADIELA;5;;;
ADIELLA;2;;;
ADIFE;2;;;
ADIFET;5;;;
ADIFETE;9;;;
ADIGONI;2;;;
ADIINA;4;;;
ADIJA;4;;;
ADIJANA;3;;;
ADIKA;2;;;
ADIL;174;;;
ADILA;111;;;
ADILAH;6;;;
ADILE;67;;;
ADILI;2;;;
ADILIA;6;;;
ADILJA;6;;;
ADILLA;2;;;
ADILLAH;3;;;
ADILLE;2;;;
ADILYA;3;;;
ADIM;2;;;
ADIMA;2;;;
ADIN;4;;;
ADINA;1 748;;;
ADINA-LI;2;;;
ADINAH;4;;;
ADINATH;2;;;
ADINDA;11;;;
ADINE;124;;;
ADINEH;4;;;
ADINHÉ;3;;;
ADINNE;2;;;
ADIOLA;3;;;
ADIRA;8;;;
ADIS;5;;;
ADISA;216;;;
ADISE;2;;;
ADISHA;2;;;
ADISIA;2;;;
ADITA;5;;;
ADITHI;8;;;
ADITHYA;3;;;
ADITI;82;;;
ADITRI;11;;;
ADITYA;7;;;
ADIVA;9;;;
ADIVIJE;2;;;
ADIYA;8;;;
ADIYAM;6;;;
ADIYASUREN;2;;;
ADIYO;2;;;
ADIZA;3;;;
ADJA;12;;;
ADJANI;2;;;
ADJARA;2;;;
ADJEIWAA;4;;;
ADJELEY;7;;;
ADJI;6;;;
ADJIA;2;;;
ADJO;10;;;
ADJOA;18;;;
ADJOBA;2;;;
ADJOUA;11;;;
ADJOVI;3;;;
ADLA;54;;;
ADLAINE;2;;;
ADLAN;4;;;
ADLAWAN;2;;;
ADLE;6;;;
ADLEN;3;;;
ADLER;4;;;
ADLI;7;;;
ADLIJE;6;;;
ADLIN;6;;;
ADLINA;4;;;
ADLINE;3;;;
ADLJIJE;2;;;
ADLY;23;;;
ADMA;6;;;
ADMAS;3;;;
ADMASU;2;;;
ADMELA;2;;;
ADMIRA;91;;;
ADMIRANDA;2;;;
ADMON;2;;;
ADMOUN;3;;;
ADN;4;;;
ADNA;340;;;
ADNAAN;3;;;
ADNAH;2;;;
ADNAN;500;;;
ADNANA;28;;;
ADNELA;8;;;
ADNI;17;;;
ADNIN;2;;;
ADNO;17;;;
ADO;7;;;
ADOBEA;3;;;
ADOL;2;;;
ADOLEY;4;;;
ADOLF;2;;;
ADOLFIN;3;;;
ADOLFINA;51;;;
ADOLFINE;10;;;
ADOLFO;2;;;
ADOLFSDOTTER;3;;;
ADOLPH;2;;;
ADOLPHINE;7;;;
ADOM;2;;;
ADOMA;5;;;
ADON;2;;;
ADONAI;4;;;
ADONAY;7;;;
ADONG;2;;;
ADONGO;3;;;
ADONIA;10;;;
ADONIS;6;;;
ADOR;2;;;
ADORA;111;;;
ADORABLE;2;;;
ADORACION;6;;;
ADORE;6;;;
ADORI;2;;;
ADORIA;7;;;
ADORINA;3;;;
ADOUNI;2;;;
ADOW;31;;;
ADOWA;2;;;
ADRA;12;;;
ADRAA;6;;;
ADRASH;2;;;
ADREANA;6;;;
ADREANNA;2;;;
ADRES;2;;;
ADRI;4;;;
ADRIA;16;;;
ADRIAN;62;;;
ADRIANA;1 874;;;
ADRIANA-CRISTINA;2;;;
ADRIANA-GABRIELA;2;;;
ADRIANA-MARIA;3;;;
ADRIANE;32;;;
ADRIANN;2;;;
ADRIANNA;152;;;
ADRIANNE;35;;;
ADRIANO;2;;;
ADRIEL;7;;;
ADRIELLE;11;;;
ADRIEN;8;;;
ADRIENA;4;;;
ADRIENE;2;;;
ADRIENN;63;;;
ADRIENNA;5;;;
ADRIENNE;396;;;
ADRIJA;17;;;
ADRIJANA;97;;;
ADRIKA;2;;;
ADRIN;2;;;
ADRINA;74;;;
ADRINE;6;;;
ADRINEH;4;;;
ADRINÉ;2;;;
ADRIS;8;;;
ADRITA;10;;;
ADRIYANA;5;;;
ADRIYANOVA;2;;;
ADRIÁNA;3;;;
ADRIÉNE;3;;;
ADRIÉNNE;4;;;
ADU;6;;;
ADUBEA;3;;;
ADUELEY;2;;;
ADUGNA;5;;;
ADUKE;8;;;
ADULIS;2;;;
ADULLAHI;2;;;
ADUNA;2;;;
ADUNIA;4;;;
ADUNNI;4;;;
ADUSEI;2;;;
ADUT;2;;;
ADVAITHA;2;;;
ADVIE;2;;;
ADVIJA;28;;;
ADVIJE;17;;;
ADVIKA;17;;;
ADVITA;2;;;
ADVIYE;3;;;
ADWAA;3;;;
ADWAN;8;;;
ADWAR;21;;;
ADWARD;2;;;
ADWER;4;;;
ADWIKA;2;;;
ADWOA;34;;;
ADY;6;;;
ADYA;6;;;
ADYAM;27;;;
ADYAN;6;;;
ADYASHA;5;;;
ADZIJE;2;;;
ADZO;8;;;
ADÈLE;201;;;
ADÉ;2;;;
ADÉA;2;;;
ADÉL;38;;;
ADÉLA;65;;;
ADÉLAÏDE;6;;;
ADÉLE;1 162;;;
ADÉLIA;14;;;
ADÉLIE;11;;;
ADÉLINA;2;;;
ADÉLINE;3;;;
ADÉLÉ;4;;;
AE;86;;;
AE-HEE;2;;;
AE-JA;2;;;
AE-KYUNG;2;;;
AE-SOOK;2;;;
AE-YOUNG;4;;;
AEA;8;;;
AECHA;3;;;
AED;14;;;
AEDA;17;;;
AEDAH;21;;;
AEDIN;2;;;
AEID;2;;;
AEIDA;2;;;
AEILA;2;;;
AEISHA;3;;;
AEKATERINI;2;;;
AELA;16;;;
AELAF;2;;;
AELIA;14;;;
AELICKEN;2;;;
AELIN;2;;;
AELITA;8;;;
AELLA;5;;;
AELYN;2;;;
AEMAN;8;;;
AEME;2;;;
AEMELIA;2;;;
AEMON;2;;;
AEMRO;2;;;
AENA;2;;;
AENAS;4;;;
AENDA;3;;;
AENI;2;;;
AENNE;6;;;
AEO;3;;;
AEON;2;;;
AERA;3;;;
AERAN;2;;;
AERIN;4;;;
AERIS;7;;;
AERITH;3;;;
AERO;2;;;
AERYN;2;;;
AESA;4;;;
AESHA;38;;;
AESHAH;15;;;
AESHE;2;;;
AET;5;;;
AEVA;2;;;
AEW;2;;;
AEYA;3;;;
AEYSHA;5;;;
AFAAF;5;;;
AFAF;229;;;
AFAG;5;;;
AFAGH;16;;;
AFAK;4;;;
AFAMIA;6;;;
AFAN;5;;;
AFANDI;5;;;
AFAQ;7;;;
AFARIN;9;;;
AFAT;7;;;
AFAZIWA;2;;;
AFDAL;7;;;
AFE;2;;;
AFEEFA;2;;;
AFEF;10;;;
AFENDY;2;;;
AFENI;4;;;
AFERA;2;;;
AFERDITA;218;;;
AFERDITE;5;;;
AFERET;2;;;
AFET;7;;;
AFETA;2;;;
AFETE;4;;;
AFEWERKI;61;;;
AFEWORK;6;;;
AFEWORKI;19;;;
AFEY;2;;;
AFF;2;;;
AFFAF;4;;;
AFFAN;2;;;
AFFASH;3;;;
AFFAT;2;;;
AFFENTRA;2;;;
AFFI;7;;;
AFFIA;4;;;
AFFIE;2;;;
AFFNAN;2;;;
AFFOUE;3;;;
AFFOUÉ;2;;;
AFGHAN;5;;;
AFGHANI;3;;;
AFI;32;;;
AFIA;56;;;
AFIAA;2;;;
AFIAH;2;;;
AFIBA;2;;;
AFIET;4;;;
AFIF;15;;;
AFIFA;65;;;
AFIFAH;3;;;
AFIFE;9;;;
AFIFEH;5;;;
AFIFI;12;;;
AFIFO;2;;;
AFIJE;8;;;
AFIJET;4;;;
AFIN;2;;;
AFINA;6;;;
AFIWA;2;;;
AFIYA;7;;;
AFIYAH;2;;;
AFIZA;3;;;
AFKAR;4;;;
AFKERA;2;;;
AFKHAM;4;;;
AFLIN;2;;;
AFNAAN;31;;;
AFNAN;193;;;
AFNANE;2;;;
AFO;2;;;
AFOM;3;;;
AFOMA;2;;;
AFOMIA;14;;;
AFOMIYA;3;;;
AFOMYA;6;;;
AFONA;2;;;
AFONSO;3;;;
AFOR;4;;;
AFRA;48;;;
AFRAA;51;;;
AFRAAH;7;;;
AFRAH;248;;;
AFRAJ;3;;;
AFRAM;45;;;
AFRAMIA;3;;;
AFRATA;4;;;
AFRDITA;7;;;
AFREDITA;2;;;
AFREEDA;2;;;
AFREEN;14;;;
AFREM;4;;;
AFRIANTI;3;;;
AFRICA;9;;;
AFRIDA;4;;;
AFRIKA;4;;;
AFRIN;38;;;
AFRINA;7;;;
AFRIYIE;12;;;
AFRODITA;32;;;
AFRODITE;151;;;
AFRODITHE;3;;;
AFRODITI;46;;;
AFROJ;2;;;
AFROJA;4;;;
AFRONA;2;;;
AFROOZ;16;;;
AFRORA;7;;;
AFRORE;4;;;
AFROSE;2;;;
AFROUZ;14;;;
AFROVITI;2;;;
AFROZ;19;;;
AFROZA;38;;;
AFROZE;2;;;
AFRUZ;2;;;
AFRUZA;4;;;
AFSA;6;;;
AFSANA;59;;;
AFSANAH;5;;;
AFSANE;22;;;
AFSANEH;222;;;
AFSANHE;2;;;
AFSAR;26;;;
AFSARA;2;;;
AFSHA;2;;;
AFSHAAN;2;;;
AFSHAN;37;;;
AFSHANA;4;;;
AFSHAR;3;;;
AFSHEEN;17;;;
AFSHID;2;;;
AFSON;4;;;
AFSOON;15;;;
AFSOUN;2;;;
AFSUN;3;;;
AFTAB;20;;;
AFTAW;4;;;
AFTON;8;;;
AFTONIA;7;;;
AFTONSTJÄRNA;6;;;
AFTOUNIA;3;;;
AFUA;35;;;
AFWERKI;8;;;
AFWORKI;2;;;
AFYAN;2;;;
AFZA;5;;;
AFZAL;7;;;
AFZALI;2;;;
AFËRDITA;14;;;
AGA;8;;;
AGABA;2;;;
AGAIBI;2;;;
AGAMURAD;4;;;
AGANZE;2;;;
AGAPE;8;;;
AGAPI;46;;;
AGAPIA;2;;;
AGAPITA;2;;;
AGAR;6;;;
AGARTHA;4;;;
AGATA;755;;;
AGATE;6;;;
AGATHA;108;;;
AGATHE;83;;;
AGATHI;10;;;
AGATINA;2;;;
AGATON;2;;;
AGAVNI;4;;;
AGAYBY;3;;;
AGAZIT;3;;;
AGBOR;5;;;
AGDA;728;;;
AGDAS;3;;;
AGDIS;2;;;
AGDUR;3;;;
AGE;10;;;
AGEED;6;;;
AGEER;2;;;
AGEETH;2;;;
AGELE;2;;;
AGELIKI;9;;;
AGENE;2;;;
AGENO;2;;;
AGERE;2;;;
AGERGAARD;2;;;
AGERHOLM;2;;;
AGERKROG;2;;;
AGERSKOV;2;;;
AGERSTED;5;;;
AGERVIG;4;;;
AGESDOTTER;2;;;
AGGA;4;;;
AGGE;10;;;
AGGELIKI;15;;;
AGGI;6;;;
AGGIE;17;;;
AGHA;12;;;
AGHADEER;4;;;
AGHAI;2;;;
AGHARID;2;;;
AGHATA;2;;;
AGHAVNI;5;;;
AGHDAS;48;;;
AGHELA;2;;;
AGHELE;2;;;
AGHELEH;4;;;
AGHIGH;3;;;
AGHOGHO;3;;;
AGI;15;;;
AGIA;2;;;
AGIB;3;;;
AGID;8;;;
AGIE;3;;;
AGIIMAA;2;;;
AGIJA;5;;;
AGILA;3;;;
AGIME;7;;;
AGINETTE;2;;;
AGITA;10;;;
AGLA;4;;;
AGLAIA;28;;;
AGLAJA;5;;;
AGLAYA;7;;;
AGNA;15;;;
AGNARSDOTTER;6;;;
AGNE;92;;;
AGNEDOTTER;2;;;
AGNELA;2;;;
AGNELFRANCIS;2;;;
AGNELI;2;;;
AGNELIA;14;;;
AGNELLE;3;;;
AGNES;26 098;;;
AGNES CECILIA;8;;;
AGNES ELISE;2;;;
AGNES-CECILIA;27;;;
AGNES-FELICIA;3;;;
AGNES-LO;2;;;
AGNES-MARIA;5;;;
AGNESA;174;;;
AGNESCA;2;;;
AGNESDOTTER;17;;;
AGNESE;71;;;
AGNESS;6;;;
AGNESSA;7;;;
AGNESZKA;2;;;
AGNET;3;;;
AGNETA;32 539;;;
AGNETE;240;;;
AGNETH;3;;;
AGNETHA;1 257;;;
AGNETHE;56;;;
AGNETTA;3;;;
AGNETTE;5;;;
AGNETÉ;2;;;
AGNEZ;52;;;
AGNEZA;4;;;
AGNHILD;10;;;
AGNI;31;;;
AGNIA;2;;;
AGNIESZKA;2 242;;;
AGNIETA;3;;;
AGNIETE;3;;;
AGNIJA;9;;;
AGNIJE;2;;;
AGNIS;5;;;
AGNITA;9;;;
AGNOULA;2;;;
AGNY;12;;;
AGNÈ;2;;;
AGNÈS;51;;;
AGNÉ;19;;;
AGNÉS;12;;;
AGNÉTA;4;;;
AGOB;5;;;
AGOK;4;;;
AGONETA;2;;;
AGONIA;2;;;
AGONITA;2;;;
AGOP;3;;;
AGORITSA;7;;;
AGOSTINA;8;;;
AGOSTINHA;3;;;
AGOT;3;;;
AGOTA;29;;;
AGRICONIA;2;;;
AGRIMA;3;;;
AGRIN;16;;;
AGRIPINA;3;;;
AGRIPPA;2;;;
AGRIPPINA;8;;;
AGRITA;7;;;
AGUAS;4;;;
AGUEDA;9;;;
AGUIL;2;;;
AGUILAR;3;;;
AGUIRRE;2;;;
AGUNDA;2;;;
AGUNG;3;;;
AGURTZANE;3;;;
AGUSTA;42;;;
AGUSTIN;2;;;
AGUSTINA;74;;;
AGUSTINE;2;;;
AGUTU;2;;;
AGYEIWA;2;;;
AGYEIWAA;3;;;
AGYEMANG;3;;;
AGÁTA;4;;;
AH;96;;;
AH-RIM;2;;;
AH-RYUNG;3;;;
AHAAD;2;;;
AHAANA;4;;;
AHAD;15;;;
AHADI;2;;;
AHADO;4;;;
AHALAM;6;;;
AHALYA;3;;;
AHAMAD;4;;;
AHAMED;8;;;
AHAMMED;2;;;
AHANA;16;;;
AHANG;17;;;
AHATA;2;;;
AHAVA;4;;;
AHD;14;;;
AHDAB;3;;;
AHDIA;2;;;
AHDIEH;6;;;
AHED;58;;;
AHEDA;3;;;
AHEEN;3;;;
AHELLA;2;;;
AHEMED;4;;;
AHEN;2;;;
AHENG;3;;;
AHFEROM;9;;;
AHFIR;2;;;
AHGNES;2;;;
AHID;4;;;
AHIDA;2;;;
AHIMED;3;;;
AHIN;42;;;
AHINK;2;;;
AHL;2;;;
AHLA;3;;;
AHLAAM;60;;;
AHLAAN;4;;;
AHLAM;650;;;
AHLAME;4;;;
AHLAN;17;;;
AHLEM;33;;;
AHLI;3;;;
AHLINA;5;;;
AHLINE;3;;;
AHLM;2;;;
AHLMA;2;;;
AHLMANN;2;;;
AHLONE;2;;;
AHLQUIST;2;;;
AHLRIT;2;;;
AHLÉA;2;;;
AHM;2;;;
AHMAAD;2;;;
AHMAD;1 533;;;
AHMADI;3;;;
AHMAED;4;;;
AHMAT;6;;;
AHME;2;;;
AHMED;6 624;;;
AHMED-DAHIR;3;;;
AHMED-NASER;3;;;
AHMED-SADIQ;2;;;
AHMEDALI;2;;;
AHMEDDIN;7;;;
AHMEDI;2;;;
AHMEDIN;12;;;
AHMEDINA;6;;;
AHMEDKADER;2;;;
AHMEDLEIYDH;2;;;
AHMEDNOOR;2;;;
AHMEDNUR;5;;;
AHMEDNUUR;5;;;
AHMEDOVA;11;;;
AHMEDRASHID;2;;;
AHMEDSAID;3;;;
AHMEDSDOTTER;3;;;
AHMER;3;;;
AHMET;4;;;
AHMIJA;2;;;
AHMIRANA;2;;;
AHMMAD;4;;;
AHMMED;7;;;
AHN;8;;;
AHNA;6;;;
AHNETT;2;;;
AHNN;2;;;
AHNNA;11;;;
AHO;11;;;
AHOD;5;;;
AHONA;4;;;
AHONBAJEVNA;2;;;
AHOO;4;;;
AHOOD;3;;;
AHOU;14;;;
AHOW;3;;;
AHRA;2;;;
AHREUM;2;;;
AHRI;3;;;
AHSAN;25;;;
AHSEN;13;;;
AHSLEY;2;;;
AHSOKA;3;;;
AHSSAN;2;;;
AHTER;2;;;
AHU;10;;;
AHUOD;2;;;
AHUOIZA;2;;;
AHVA;3;;;
AHWAZ;5;;;
AHYA;4;;;
AI;161;;;
AI VY;3;;;
AI-LI;6;;;
AI-LING;2;;;
AIA;72;;;
AIAA;2;;;
AIAD;15;;;
AIAH;20;;;
AIAN;4;;;
AIANA;8;;;
AIAR;2;;;
AIAT;17;;;
AIBHLINN;2;;;
AIBO;2;;;
AICHA;528;;;
AICHAH;2;;;
AICHATOU;4;;;
AICHE;13;;;
AICHEH;8;;;
AICHI;2;;;
AICHUN;3;;;
AICO;2;;;
AID;8;;;
AIDA;2 047;;;
AIDAA;3;;;
AIDAH;26;;;
AIDAI;2;;;
AIDAN;12;;;
AIDANA;10;;;
AIDAROS;4;;;
AIDARUS;2;;;
AIDE;18;;;
AIDED;4;;;
AIDEE;6;;;
AIDEEN;7;;;
AIDEH;4;;;
AIDEN;18;;;
AIDI;8;;;
AIDID;15;;;
AIDIE;4;;;
AIDIID;3;;;
AIDIN;2;;;
AIDRUS;2;;;
AIDU;2;;;
AIDY;3;;;
AIE;6;;;
AIED;3;;;
AIEDA;6;;;
AIEH;6;;;
AIELEEN;5;;;
AIELI;2;;;
AIELIE;2;;;
AIENGELLA;2;;;
AIESHA;6;;;
AIFA;4;;;
AIGA;17;;;
AIGERIM;8;;;
AIGIS;2;;;
AIGUL;19;;;
AIHAN;4;;;
AIHUA;8;;;
AIIA;3;;;
AIILA;2;;;
AIINA;2;;;
AIJA;145;;;
AIJA-LIISA;2;;;
AIJA-RIITTA;2;;;
AIJAN;2;;;
AIJIA;3;;;
AIJIN;2;;;
AIJING;2;;;
AIJLA;7;;;
AIJLI;2;;;
AIJLY;2;;;
AIJU;2;;;
AIJUAN;2;;;
AIJUN;5;;;
AIK;3;;;
AIKA;9;;;
AIKATERINA;2;;;
AIKATERINI;208;;;
AIKI;3;;;
AIKO;85;;;
AILA;1 049;;;
AILA-MAIJA;2;;;
AILADA;8;;;
AILAN;4;;;
AILANI;2;;;
AILAR;10;;;
AILBHE;6;;;
AILDA;2;;;
AILE;12;;;
AILEC;2;;;
AILED;2;;;
AILEE;4;;;
AILEEN;165;;;
AILEMA;2;;;
AILEN;18;;;
AILENE;4;;;
AILETTE;2;;;
AILEY;2;;;
AILI;858;;;
AILIA;2;;;
AILIAN;5;;;
AILIE;18;;;
AILIEN;2;;;
