;;;;
Förnamn och antal bärare för folkbokförda män 31 december 2022;;;;
Förnamn med minst två bärare;;;;
;;;;
Förnamn;Antal bärare;;;
MIEN;3;;;
MIER;3;;;
MIERON;15;;;
MIERVALDIS;2;;;
MIES;9;;;
MIESZKO;22;;;
MIETEK;15;;;
MIFAIL;5;;;
MIFTAH;5;;;
MIFTAR;16;;;
MIFTIN;3;;;
MIG;3;;;
MIGDAT;2;;;
MIGEL;8;;;
MIGELL;8;;;
MIGEN;2;;;
MIGG;2;;;
MIGGE;2;;;
MIGHTY;6;;;
MIGIL;2;;;
MIGISHA;2;;;
MIGJEN;8;;;
MIGUEL;2 111;;;
MIGUEL ANGEL;6;;;
MIGUEL-ANGEL;11;;;
MIGUELANGEL;2;;;
MIGUELITO;3;;;
MIGUELL;5;;;
MIGUENS;2;;;
MIGUIL;10;;;
MIGUÉL;2;;;
MIHA;9;;;
MIHAD;4;;;
MIHAEL;82;;;
MIHAI;565;;;
MIHAI-ADRIAN;2;;;
MIHAI-ALEXANDRU;11;;;
MIHAI-ALIN;2;;;
MIHAI-ANDREI;2;;;
MIHAI-CATALIN;4;;;
MIHAI-CLAUDIU;2;;;
MIHAI-COSMIN;2;;;
MIHAI-DANIEL;5;;;
MIHAI-FLORIN;2;;;
MIHAI-GABRIEL;7;;;
MIHAI-IONUT;3;;;
MIHAI-MARIAN;2;;;
MIHAI-MARIUS;2;;;
MIHAI-OCTAVIAN;2;;;
MIHAI-OVIDIU;3;;;
MIHAI-SEBASTIAN;2;;;
MIHAI-VALENTIN;2;;;
MIHAI-VIOREL;2;;;
MIHAIL;258;;;
MIHAILO;78;;;
MIHAILOV;3;;;
MIHAILOVICH;3;;;
MIHAILS;25;;;
MIHAITA;29;;;
MIHAITA-NICUSOR;2;;;
MIHAIU;2;;;
MIHAJILO;4;;;
MIHAJLO;168;;;
MIHAL;10;;;
MIHALI;3;;;
MIHALIS;9;;;
MIHALJ;24;;;
MIHALY;124;;;
MIHAMAD;3;;;
MIHAN;2;;;
MIHANI;2;;;
MIHAYLOV;25;;;
MIHAYLOVICH;2;;;
MIHDI;7;;;
MIHHAIL;23;;;
MIHINDUKULASURIYA;2;;;
MIHIR;21;;;
MIHIRANGA;2;;;
MIHKAEL;3;;;
MIHKEL;64;;;
MIHKKAL;9;;;
MIHKKEL;2;;;
MIHLO;3;;;
MIHNA;2;;;
MIHNEA;16;;;
MIHNEA-STEFAN;2;;;
MIHO;8;;;
MIHOV;3;;;
MIHOVIL;8;;;
MIHRAM;2;;;
MIHRAN;13;;;
MIHRET;11;;;
MIHRETAB;25;;;
MIHRETEAB;39;;;
MIHRETU;2;;;
MIHRTEAB;2;;;
MIHSEN;3;;;
MIHVAN;3;;;
MIHÁLY;40;;;
MIIKA;107;;;
MIIKAEL;35;;;
MIIKKA;38;;;
MIIKKAEL;9;;;
MIILIAN;2;;;
MIILO;32;;;
MIILTON;2;;;
MIINA;2;;;
MIIO;19;;;
MIIRO;5;;;
MIISAN;2;;;
MIITRI;3;;;
MIJAD;2;;;
MIJAEL;4;;;
MIJAIL;4;;;
MIJAMIN;2;;;
MIJANUR;5;;;
MIJAT;11;;;
MIJAZ;2;;;
MIJBEL;3;;;
MIJIDDORJ;2;;;
MIJO;132;;;
MIJODRAG;7;;;
MIK;15;;;
MIKA;2 004;;;
MIKA-HENRIK;2;;;
MIKA-KRISTIAN;3;;;
MIKA-MATTI;3;;;
MIKA-PEKKA;4;;;
MIKA-PETRI;2;;;
MIKA-PETTERI;2;;;
MIKAAL;5;;;
MIKAEEL;25;;;
MIKAEHL;6;;;
MIKAEIL;14;;;
MIKAEL;131 204;;;
MIKAELA;5;;;
MIKAELE;12;;;
MIKAELH;3;;;
MIKAELI;7;;;
MIKAELL;8;;;
MIKAELSON;14;;;
MIKAELSSON;36;;;
MIKAH;4;;;
MIKAHIL;9;;;
MIKAI;4;;;
MIKAIEL;5;;;
MIKAIIL;2;;;
MIKAIL;429;;;
MIKAILO;5;;;
MIKAL;40;;;
MIKALAF;3;;;
MIKALAI;26;;;
MIKALE;4;;;
MIKALY;2;;;
MIKAN;3;;;
MIKARL;2;;;
MIKAS;15;;;
MIKASON;2;;;
MIKAYEL;12;;;
MIKAYIL;16;;;
MIKAÉL;11;;;
MIKAËL;14;;;
MIKDAD;8;;;
MIKDAT;2;;;
MIKE;1 117;;;
MIKEAL;13;;;
MIKEIL;3;;;
MIKEL;142;;;
MIKELE;23;;;
MIKELIS;12;;;
MIKELJAN;3;;;
MIKELL;2;;;
MIKEN;2;;;
MIKES;2;;;
MIKEY;15;;;
MIKHA;28;;;
MIKHAEEL;8;;;
MIKHAEIL;14;;;
MIKHAEL;128;;;
MIKHAIEL;7;;;
MIKHAIL;352;;;
MIKHAILOVICH;13;;;
MIKHALE;2;;;
MIKHAYEL;3;;;
MIKHEEL;3;;;
MIKHEIL;15;;;
MIKHO;6;;;
MIKI;92;;;
MIKIAELE;3;;;
MIKIAL;4;;;
MIKIALE;9;;;
MIKIAS;65;;;
MIKICA;16;;;
MIKIEL;5;;;
MIKIELE;13;;;
MIKIO;7;;;
MIKIS;16;;;
MIKITA;25;;;
MIKIYAS;16;;;
MIKJAL;2;;;
MIKJELL;2;;;
MIKK;15;;;
MIKKA;5;;;
MIKKAEL;3;;;
MIKKAL;3;;;
MIKKE;19;;;
MIKKEL;247;;;
MIKKELSEN;2;;;
MIKKEY;3;;;
MIKKI;5;;;
MIKKO;842;;;
MIKKU;2;;;
MIKLAS;5;;;
MIKLO;13;;;
MIKLOS;221;;;
MIKLOVAN;3;;;
MIKLÓS;77;;;
MIKO;49;;;
MIKOL;2;;;
MIKOLA;3;;;
MIKOLAI;6;;;
MIKOLAJ;355;;;
MIKOLAY;2;;;
MIKS;8;;;
MIKSA;5;;;
MIKTAT;2;;;
MIKU;7;;;
MIKULAS;5;;;
MIKULÁS;5;;;
MIKUS;16;;;
MIKY;2;;;
MIKYAS;17;;;
MIKÂIL;2;;;
MIKÉ;4;;;
MIKÉS;2;;;
MILA;5;;;
MILAAN;2;;;
MILAD;1 208;;;
MILADIN;43;;;
MILAGRO;5;;;
MILAIM;36;;;
MILAM;3;;;
MILAN;2 447;;;
MILANCO;2;;;
MILAND;4;;;
MILANKO;10;;;
MILANO;22;;;
MILANOV;8;;;
MILAP;2;;;
MILAS;133;;;
MILASH;7;;;
MILAT;12;;;
MILAY;3;;;
MILAZ;4;;;
MILAZIM;25;;;
MILBERT;5;;;
MILCHEV;6;;;
MILCHO;2;;;
MILCO;3;;;
MILDAHL;4;;;
MILDE;4;;;
MILDER;2;;;
MILDOR;5;;;
MILDRIK;2;;;
MILE;274;;;
MILEAN;15;;;
MILED;14;;;
MILEKIAS;2;;;
MILEMBE;2;;;
MILEN;25;;;
MILENKO;139;;;
MILENOV;6;;;
MILENTIJE;2;;;
MILEO;16;;;
MILEON;91;;;
MILES;305;;;
MILET;2;;;
MILETA;15;;;
MILEV;3;;;
MILFORD;4;;;
MILGOT;3;;;
MILGOTT;3;;;
MILHAN;5;;;
MILHIM;3;;;
MILHO;2;;;
MILI;19;;;
MILIAM;240;;;
MILIAN;1 537;;;
MILIANO;9;;;
MILIAS;4;;;
MILIC;14;;;
MILIJA;6;;;
MILIJAN;31;;;
MILIKYAS;2;;;
MILIMO;2;;;
MILIN;2;;;
MILIND;24;;;
MILINDA;2;;;
MILINKO;20;;;
MILIO;215;;;
MILION;101;;;
MILISAV;26;;;
MILITAN;3;;;
MILITIADIS;2;;;
MILITO;6;;;
MILITZ;11;;;
MILIUS;6;;;
MILIVOJ;27;;;
MILIVOJE;43;;;
MILJAIM;9;;;
MILJAN;68;;;
MILJANO;2;;;
MILJENKO;16;;;
MILJKO;10;;;
MILJKOVIC;2;;;
MILJON;3;;;
MILKE;4;;;
MILKEAS;6;;;
MILKEN;2;;;
MILKESA;6;;;
MILKEYAS;2;;;
MILKI;3;;;
MILKIAS;100;;;
MILKIYAS;30;;;
MILKO;29;;;
MILKOMI;2;;;
MILKON;2;;;
MILKOV;6;;;
MILKYAS;49;;;
MILL;6;;;
MILLA;2;;;
MILLAD;23;;;
MILLAN;7;;;
MILLAR;4;;;
MILLARD;13;;;
MILLE;1 172;;;
MILLEN;3;;;
MILLENIO;2;;;
MILLENNIUM;3;;;
MILLEON;3;;;
MILLER;97;;;
MILLERT;34;;;
MILLES;23;;;
MILLEX;2;;;
MILLI;3;;;
MILLIAM;80;;;
MILLIAN;84;;;
MILLICENT;3;;;
MILLIN;2;;;
MILLING;7;;;
MILLION;214;;;
MILLIOT;3;;;
MILLIS;6;;;
MILLJAM;2;;;
MILLO;2;;;
MILLON;4;;;
MILLRATH;6;;;
MILLS;6;;;
MILLTON;11;;;
MILLWARD;2;;;
MILLY;4;;;
MILLÉON;3;;;
MILMAR;3;;;
MILNE;8;;;
MILNER;7;;;
MILO;4 945;;;
MILOCH;6;;;
MILOD;4;;;
MILODRAG;2;;;
MILOH;7;;;
MILOJE;14;;;
MILOJKO;7;;;
MILOMIR;33;;;
MILON;59;;;
MILONGA;2;;;
MILOO;7;;;
MILORAD;207;;;
MILOS;660;;;
MILOSAV;21;;;
MILOSCH;7;;;
MILOSH;11;;;
MILOSLAV;9;;;
MILOSZ;128;;;
MILOT;67;;;
MILOU;116;;;
MILOUD;26;;;
MILOUDI;2;;;
MILOUE;2;;;
MILOVAN;92;;;
MILOW;14;;;
MILROY;3;;;
MILTCHO;2;;;
MILTHON;22;;;
MILTIADES;2;;;
MILTIADIS;21;;;
MILTON;4 903;;;
MILTOS;8;;;
MILTÓN;2;;;
MILU;3;;;
MILUD;3;;;
MILUN;11;;;
MILUTIN;59;;;
MILVID;6;;;
MILVYDAS;3;;;
MILWARD;2;;;
MILWER;2;;;
MILYAN;5;;;
MILYON;6;;;
MILÁN;14;;;
MILÁNO;2;;;
MILÉO;2;;;
MIM;4;;;
MIMA;2;;;
MIMAR;7;;;
MIMER;39;;;
MIMI;2;;;
MIMIS;2;;;
MIMMI;3;;;
MIMMO;16;;;
MIMO;12;;;
MIMON;3;;;
MIMOUN;22;;;
MIN;291;;;
MIN-HO;4;;;
MIN-HYUK;3;;;
MIN-SOO;3;;;
MIN-SUK;2;;;
MINA;250;;;
MINAB;4;;;
MINAL;3;;;
MINAM;2;;;
MINAR;2;;;
MINAS;89;;;
MINASE;4;;;
MINASH;2;;;
MINASIE;5;;;
MINASSE;3;;;
MINASSIE;6;;;
MINATO;4;;;
MINCHAN;3;;;
MINCHEV;8;;;
MINCHUAN;2;;;
MINCHUL;2;;;
MINDAUGAS;261;;;
MINDIA;2;;;
MINDOR;22;;;
MINDORV;2;;;
MINDUS;2;;;
MINE;2;;;
MINEL;18;;;
MINELL;2;;;
MINEO;4;;;
MINERVA;2;;;
MINESH;3;;;
MINESHKUMAR;2;;;
MINETH;2;;;
MINEY;2;;;
MING;230;;;
MING-CHING;2;;;
MINGBO;2;;;
MINGCHAO;2;;;
MINGCHEN;2;;;
MINGCHENG;2;;;
MINGDA;2;;;
MINGDAO;2;;;
MINGDE;4;;;
MINGDONG;3;;;
MINGE;4;;;
MINGFEI;2;;;
MINGFENG;2;;;
MINGGUANG;2;;;
MINGHAO;9;;;
MINGHE;2;;;
MINGHUA;3;;;
MINGHUI;7;;;
MINGJI;3;;;
MINGJIAN;2;;;
MINGJIE;2;;;
MINGJUN;2;;;
MINGLI;3;;;
MINGLIANG;2;;;
MINGMING;2;;;
MINGQI;2;;;
MINGQUAN;2;;;
MINGRUI;6;;;
MINGTAO;3;;;
MINGUS;90;;;
MINGWEI;6;;;
MINGWU;2;;;
MINGXIAO;2;;;
MINGXUAN;3;;;
MINGYANG;5;;;
MINGYE;2;;;
MINGYI;4;;;
MINGYU;11;;;
MINGYUAN;5;;;
MINGZE;5;;;
MINGZHAO;2;;;
MINGZHI;3;;;
MINH;798;;;
MINH KHOI;2;;;
MINHAD;4;;;
MINHAJ;10;;;
MINHAJUL;4;;;
MINHAJUR;2;;;
MINHAO;3;;;
MINHAZ;6;;;
MINHAZUL;5;;;
MINHO;6;;;
MINHUA;3;;;
MINI;56;;;
MINIBROR;2;;;
MINIC;2;;;
MINIK;4;;;
MINILIK;5;;;
MINIOR;2;;;
MINISTER;2;;;
MINIUS;4;;;
MINJA;6;;;
MINJAE;9;;;
MINJAMIN;2;;;
MINJIE;4;;;
MINJO;2;;;
MINJUN;12;;;
MINKA;2;;;
MINKO;3;;;
MINKOOK;2;;;
MINKOV;6;;;
MINLIANG;2;;;
MINNA;4;;;
MINNARD;3;;;
MINNE;4;;;
MINO;92;;;
MINOO;8;;;
MINOR;37;;;
MINORI;2;;;
MINORU;17;;;
MINOS;7;;;
MINOTTE;14;;;
MINOTTI;2;;;
MINOTTÉ;2;;;
MINOU;15;;;
MINPING;2;;;
MINQUAN;2;;;
MINSEONG;2;;;
MINSOO;3;;;
MINSUNG;4;;;
MINT;2;;;
MINTAH;3;;;
MINTARAS;3;;;
MINTAUTS;2;;;
MINTESINOT;2;;;
MINTON;7;;;
MINTU;3;;;
MINU;2;;;
MINUR;6;;;
MINUS;31;;;
MINWEI;2;;;
MINWOO;6;;;
MINYAR;2;;;
MINÅ;2;;;
MIO;3 136;;;
MIODRAG;264;;;
MIOH;6;;;
MIOMIR;24;;;
MION;50;;;
MIQAEL;5;;;
MIQDAD;10;;;
MIQUE;2;;;
MIQUEL;49;;;
MIR;414;;;
MIRA;10;;;
MIRABDULLA;3;;;
MIRAC;90;;;
MIRACEL;3;;;
MIRACH;5;;;
MIRACLE;45;;;
MIRACULIX;2;;;
MIRAD;10;;;
MIRADIL;2;;;
MIRADIN;3;;;
MIRAF;3;;;
MIRAGA;2;;;
MIRAGE;3;;;
MIRAGHA;7;;;
MIRAHMAD;2;;;
MIRAI;12;;;
MIRAJ;7;;;
MIRAK;6;;;
MIRAKEL;15;;;
MIRAL;7;;;
MIRALEM;99;;;
MIRALI;3;;;
MIRAMIS;2;;;
MIRAN;622;;;
MIRAN ALI;2;;;
MIRAND;5;;;
MIRANDA;10;;;
MIRANDO;2;;;
MIRANO;3;;;
MIRAS;7;;;
MIRASH;4;;;
MIRAT;2;;;
MIRAV;2;;;
MIRAY;2;;;
MIRAZ;8;;;
MIRAÇ;22;;;
MIRBEK;2;;;
MIRBOTAN;2;;;
MIRCA;8;;;
MIRCE;7;;;
MIRCEA;148;;;
MIRCEA-FLORIN;2;;;
MIRCEA-GEORGE;2;;;
MIRCEA-GHEORGHE;2;;;
MIRCEA-LUCIAN;2;;;
MIRCEA-MIHAI;3;;;
MIRCHE;4;;;
MIRCO;28;;;
MIRDAD;3;;;
MIRDAL;2;;;
MIRDAN;7;;;
MIRDON;2;;;
MIRE;61;;;
MIREK;25;;;
MIREL;41;;;
MIREN;4;;;
MIRHAD;8;;;
MIRHAN;9;;;
MIRHAT;12;;;
MIRHET;6;;;
MIRHOSSEIN;3;;;
MIRHUSSEIN;2;;;
MIRI;15;;;
MIRIAM;4;;;
MIRIAMSSON;2;;;
MIRIAN;4;;;
MIRIDON;3;;;
MIRIE;2;;;
MIRINDI;3;;;
MIRITON;3;;;
MIRJAD;2;;;
MIRJALOL;4;;;
MIRJAN;9;;;
MIRJAVAD;2;;;
MIRJET;2;;;
MIRJON;3;;;
MIRK;3;;;
MIRKA;6;;;
MIRKAN;4;;;
MIRKHAN;2;;;
MIRKO;418;;;
MIRKOMIL;2;;;
MIRLAN;2;;;
MIRLIND;13;;;
MIRNAS;2;;;
MIRNEL;6;;;
MIRNES;72;;;
MIRO;315;;;
MIROLJUB;42;;;
MIRON;73;;;
MIRONSHOH;2;;;
MIRONSHOKH;3;;;
MIROSLAV;632;;;
MIROSLAVOV;7;;;
MIROSLAW;618;;;
MIRRE;5;;;
MIRRO;3;;;
MIRSA;2;;;
MIRSAD;644;;;
MIRSAEID;2;;;
MIRSAID;2;;;
MIRSAT;4;;;
MIRSEN;2;;;
MIRSHAMS;3;;;
MIRSHIKAR;2;;;
MIRSHOJA;3;;;
MIRSO;6;;;
MIRSON;5;;;
MIRTEZ;2;;;
MIRTON;2;;;
MIRTU;2;;;
MIRULLAH;2;;;
MIRUS;3;;;
MIRVAD;2;;;
MIRVAIS;8;;;
MIRVAN;16;;;
MIRVEIS;2;;;
MIRVET;2;;;
MIRVEYS;3;;;
MIRVJEN;2;;;
MIRWA;5;;;
MIRWAIS;93;;;
MIRWAIZ;3;;;
MIRWAS;2;;;
MIRWEIS;3;;;
MIRWIS;2;;;
MIRXAN;3;;;
MIRZA;685;;;
MIRZAD;8;;;
MIRZAEI;3;;;
MIRZAI;3;;;
MIRZAL;4;;;
MIRZAN;5;;;
MIRZAT;3;;;
MIRZE;6;;;
MIRZET;74;;;
MIRZO;5;;;
MIRZOKHID;2;;;
MIRÓ;14;;;
MIRÓN;2;;;
MISA;36;;;
MISAEL;52;;;
MISAGH;10;;;
MISAIL;2;;;
MISAK;13;;;
MISAM;9;;;
MISAO;2;;;
MISAR;2;;;
MISARA;3;;;
MISBAH;20;;;
MISBAUL;3;;;
MISCHA;98;;;
MISCHEL;3;;;
MISCHELL;2;;;
MISCHKA;2;;;
MISEL;24;;;
MISGANAW;3;;;
MISGANU;2;;;
MISGENA;3;;;
MISGHINA;13;;;
MISGHINNA;4;;;
MISGHNA;12;;;
MISGINA;37;;;
MISGINNA;3;;;
MISGNA;19;;;
MISGUN;8;;;
MISHA;93;;;
MISHAAL;8;;;
MISHAEL;11;;;
MISHAL;7;;;
MISHARI;2;;;
MISHARY;2;;;
MISHEL;22;;;
MISHELL;2;;;
MISHIKO;2;;;
MISHIL;4;;;
MISHKA;3;;;
MISHKAN;2;;;
MISHKAT;2;;;
MISHKIL;2;;;
MISHKO;2;;;
MISHO;14;;;
MISHU;4;;;
MISIKIR;3;;;
MISIM;3;;;
MISIN;5;;;
MISJA;10;;;
MISKA;25;;;
MISKEDIN;2;;;
MISKIN;2;;;
MISKIR;2;;;
MISKO;9;;;
MISLAV;10;;;
MISLIM;2;;;
MISMAK;2;;;
MISO;39;;;
MISSE;2;;;
MISSION;3;;;
MISTAL;2;;;
MISTER;4;;;
MISTIRE;2;;;
MISTO;3;;;
MISTRAL;4;;;
MISZEL;2;;;
MIT;3;;;
MITA;11;;;
MITAB;2;;;
MITAK;4;;;
MITAN;10;;;
MITANSH;3;;;
MITAR;26;;;
MITAT;17;;;
MITCH;33;;;
MITCHEL;35;;;
MITCHELL;123;;;
MITCHO;3;;;
MITE;7;;;
MITEL;2;;;
MITESH;15;;;
MITESHKUMAR;3;;;
MITEV;4;;;
MITHAD;11;;;
MITHAK;11;;;
MITHAL;4;;;
MITHAM;3;;;
MITHAQ;6;;;
MITHAT;39;;;
MITHILESH;2;;;
MITHKAL;5;;;
MITHQAL;3;;;
MITHRA;5;;;
MITHRAN;11;;;
MITHRANDIR;5;;;
MITHRAS;5;;;
MITHRIL;2;;;
MITHU;3;;;
MITHUL;2;;;
MITHUN;25;;;
MITICA;5;;;
MITIKU;5;;;
MITJA;8;;;
MITKO;38;;;
MITKOV;21;;;
MITLAK;2;;;
MITO;7;;;
MITRA;5;;;
MITRAS;2;;;
MITRE;9;;;
MITRI;7;;;
MITRO;3;;;
MITROFAN;2;;;
MITRY;2;;;
MITSUHIRO;4;;;
MITSUKI;2;;;
MITSUO;6;;;
MITSURU;3;;;
MITTE;3;;;
MITU;2;;;
MITUA;2;;;
MITUL;3;;;
MITZ;2;;;
MITZEEL;2;;;
MIVAAN;6;;;
MIVAN;11;;;
MIWAFAQ;2;;;
MIWAN;3;;;
MIX;14;;;
MIXHEN;2;;;
MIYIR;3;;;
MIYO;2;;;
MIZAEL;2;;;
MIZAFER;3;;;
MIZAL;2;;;
MIZAN;4;;;
MIZANUR;29;;;
MIZAR;4;;;
MIZBAN;2;;;
MIZEL;2;;;
MIZGIN;3;;;
MIZHER;7;;;
MIZHIR;3;;;
MIZROB;3;;;
MIZROBKHON;2;;;
MIZUKI;5;;;
MIZUTO;2;;;
MIZWED;6;;;
MIÉZAN;2;;;
MJ;6;;;
MJAHED;2;;;
MJAIRI;2;;;
MJALI;2;;;
MJASSAR;2;;;
MJD;19;;;
MJED;3;;;
MJÖLNER;8;;;
MKARAM;4;;;
MKDAM;3;;;
MKENDJA;2;;;
MKHAIBER;2;;;
MKHITAR;2;;;
MKRDICH;2;;;
MKRTICH;7;;;
MKUDE;2;;;
MKYABELA;2;;;
MLADAN;8;;;
MLADEN;301;;;
MLADENKO;8;;;
MLADENOV;9;;;
MLADINKO;2;;;
MLADJAN;3;;;
MLADJEN;7;;;
MLASH;5;;;
MLAT;3;;;
MLKI;2;;;
MLUE;4;;;
MMADUABUCHI;5;;;
MMESOMA;3;;;
MMUNGA;2;;;
MNAJID;2;;;
MNAOUER;4;;;
MNASE;4;;;
MNASIE;2;;;
MNATSAKAN;2;;;
MNAWER;3;;;
MNCEDISI;2;;;
MNEER;2;;;
MNHAL;2;;;
MNKTAR;2;;;
MNYIKA;2;;;
MO;91;;;
MOA;6;;;
MOAAD;9;;;
MOAAED;2;;;
MOAATH;9;;;
MOAAWIA;2;;;
MOAAZ;35;;;
MOAB;3;;;
MOACIR;5;;;
MOACYR;2;;;
MOAD;32;;;
MOADH;5;;;
MOAEAD;5;;;
MOAED;6;;;
MOAEID;3;;;
MOAFAK;14;;;
MOAFAQ;7;;;
MOAFFAK;4;;;
MOAHAD;2;;;
MOAHMAD;2;;;
MOAHMED;2;;;
MOAIAD;18;;;
MOAID;20;;;
MOAIED;9;;;
MOAIN;3;;;
MOAIYED;2;;;
MOAJAD;4;;;
MOAJED;5;;;
MOALEM;2;;;
MOALID;4;;;
MOALIM;29;;;
MOALIN;35;;;
MOALLIM;7;;;
MOALLIN;4;;;
MOAMAL;6;;;
MOAMAR;11;;;
MOAMEL;23;;;
MOAMEN;16;;;
MOAMER;8;;;
MOAMIN;15;;;
MOAMMAL;3;;;
MOAMMAR;7;;;
MOAMMEL;3;;;
MOAN;2;;;
MOANA;2;;;
MOANES;3;;;
MOATASAM;3;;;
MOATASEM;22;;;
MOATASIM;2;;;
MOATAZ;50;;;
MOATEZ;5;;;
MOATH;16;;;
MOATMED;4;;;
MOATZ;2;;;
MOAUAD;4;;;
MOAWAD;4;;;
MOAWEA;2;;;
MOAWIA;13;;;
MOAWYA;4;;;
MOAYAD;129;;;
MOAYD;5;;;
MOAYED;29;;;
MOAYYAD;2;;;
MOAZ;74;;;
MOAZAM;2;;;
MOAZZAM;13;;;
MOAZZEM;3;;;
MOBA;2;;;
MOBAE;3;;;
MOBARAK;51;;;
MOBAREK;6;;;
MOBAREZ;2;;;
MOBARIK;2;;;
MOBARK;3;;;
MOBASHAR;4;;;
MOBASHER;7;;;
MOBASHIR;6;;;
MOBDER;3;;;
MOBEEN;7;;;
MOBIN;70;;;
MOBOTU;2;;;
MOBY;7;;;
MOC;3;;;
MOCHAMAD;3;;;
MOCHAMMAD;2;;;
MOCHE;3;;;
MOCHIEMO;2;;;
MOCHTABA;2;;;
MOCTAR;3;;;
MOD;3;;;
MODAFAR;3;;;
MODAFER;2;;;
MODAR;33;;;
MODASER;15;;;
MODASIR;3;;;
MODDY;33;;;
MODE;19;;;
MODER;6;;;
MODEST;4;;;
MODESTAS;39;;;
MODESTE;7;;;
MODESTO;18;;;
MODESTY;3;;;
MODHAFAR;4;;;
MODHAFFAR;3;;;
MODHER;3;;;
MODI;16;;;
MODIBO;5;;;
MODIGS;10;;;
MODIN;3;;;
MODIR;3;;;
MODJTABA;9;;;
MODOU;212;;;
MODOU BOYE;2;;;
MODOU LAMIN;5;;;
MODOU-LAMIN;4;;;
MODRIS;8;;;
MODU;2;;;
MODUPEH;2;;;
MODY;8;;;
MOE;65;;;
MOEAD;2;;;
MOEBIUS;2;;;
MOED;2;;;
MOEED;5;;;
MOEEN;16;;;
MOEEZ;10;;;
MOEID;2;;;
MOEIN;44;;;
MOEMEN;12;;;
MOEN;14;;;
MOENES;2;;;
MOESGAARD;4;;;
MOETAZ;4;;;
MOEYED;4;;;
MOEZ;38;;;
MOFA;2;;;
MOFAK;10;;;
MOFAQ;3;;;
MOFAZZAL;2;;;
MOFDEL;2;;;
MOFEED;8;;;
MOFID;37;;;
MOFIJUL;2;;;
MOFREH;3;;;
MOFTAH;11;;;
MOFTE;4;;;
MOFTY;4;;;
MOGAMED;2;;;
MOGDAD;2;;;
MOGE;11;;;
MOGEIBELRAHMAN;2;;;
MOGENS;266;;;
MOGENSEN;5;;;
MOGES;18;;;
MOGGE;4;;;
MOGGLI;6;;;
MOGHADAM;2;;;
MOGHEIR;2;;;
MOGOS;54;;;
MOGTABA;8;;;
MOH;35;;;
MOHA;6;;;
MOHAAMAD;2;;;
MOHAB;39;;;
MOHAD;14;;;
MOHADIN;4;;;
MOHAFEZ;2;;;
MOHAIMAN;2;;;
MOHAIMEN;25;;;
MOHAIMIN;3;;;
MOHAISEN;15;;;
MOHALHEL;3;;;
MOHAM;2;;;
MOHAMAADWASIF;2;;;
MOHAMAD;8 990;;;
MOHAMAD ALI;12;;;
MOHAMAD AMIR;2;;;
MOHAMAD EYAD;2;;;
MOHAMAD ISSAM;2;;;
MOHAMAD JAMAL;2;;;
MOHAMAD JAWAD;2;;;
MOHAMAD KHALED;2;;;
MOHAMAD MAJED;2;;;
MOHAMAD SAID;2;;;
MOHAMAD ZIAD;3;;;
MOHAMAD-ALI;2;;;
MOHAMAD-JAWAD;2;;;
MOHAMAD-NOUR;3;;;
MOHAMADALI;6;;;
MOHAMADAMIN;2;;;
MOHAMADFATEH;2;;;
MOHAMADHOSEIN;3;;;
MOHAMADNOR;2;;;
MOHAMADNOUR;4;;;
MOHAMADOU;7;;;
MOHAMADREZA;9;;;
MOHAMADU;2;;;
MOHAMADULLAH;2;;;
MOHAMADY;2;;;
MOHAMAED;3;;;
MOHAMAMD;2;;;
MOHAMD;80;;;
MOHAME;2;;;
MOHAMED;19 440;;;
MOHAMED ABDIRAHMAN;3;;;
MOHAMED ADAM;2;;;
MOHAMED AHMED;7;;;
MOHAMED ALI;23;;;
MOHAMED AMIIN;6;;;
MOHAMED AMIN;20;;;
MOHAMED AMIR;3;;;
MOHAMED AZIZ;3;;;
MOHAMED DEEQ;2;;;
MOHAMED NOOR;2;;;
MOHAMED NOUR;2;;;
MOHAMED RASHAAD;3;;;
MOHAMED REDA;2;;;
MOHAMED SALAH;2;;;
MOHAMED SALIM;2;;;
MOHAMED-ALI;8;;;
MOHAMED-AMIIN;13;;;
MOHAMED-AMIN;50;;;
MOHAMED-AMINE;5;;;
MOHAMED-ANAS;2;;;
MOHAMED-BILE;3;;;
MOHAMED-DEEQ;6;;;
MOHAMED-DEK;5;;;
MOHAMED-DEQ;2;;;
MOHAMED-HANAD;2;;;
MOHAMED-HASSAN;2;;;
MOHAMED-KHADAR;3;;;
MOHAMED-NOUR;2;;;
MOHAMED-NOUREDDINE;2;;;
MOHAMED-REDA;2;;;
MOHAMED-SAID;4;;;
MOHAMED-SAIED;2;;;
MOHAMED-SALIH;2;;;
MOHAMED-ZAKI;2;;;
MOHAMEDALI;19;;;
MOHAMEDAMAN;2;;;
MOHAMEDAMEN;2;;;
MOHAMEDAMIIN;8;;;
MOHAMEDAMIN;60;;;
MOHAMEDAZHAR;2;;;
MOHAMEDBIRHAN;3;;;
MOHAMEDBRHAN;5;;;
MOHAMEDBURHAN;2;;;
MOHAMEDDEEQ;5;;;
MOHAMEDDEK;3;;;
MOHAMEDDEQ;10;;;
MOHAMEDDIN;2;;;
MOHAMEDHAGOS;3;;;
MOHAMEDI;2;;;
MOHAMEDIBRAHIM;2;;;
MOHAMEDJAWAD;4;;;
MOHAMEDJEME;5;;;
MOHAMEDJIMIE;8;;;
MOHAMEDKADER;2;;;
