;;;;
Tilltalsnamn, antal bärare och medelålder för folkbokförda män 31 december 2022;;;;
Tilltalsnamn med minst två bärare, medelålder redovisas där antal bärare är 10 eller fler;;;;
;;;;
Tilltalsnamn;Antal bärare;Medelålder;;
KRUNOSLAV;23;46,9;;
KRUSE;2;-;;
KRUSHNA;2;-;;
KRUT;10;14,2;;
KRYSPIN;5;-;;
KRYSTIAN;363;30,7;;
KRYSTOF;7;-;;
KRYSTOFF;2;-;;
KRYSTYN;2;-;;
KRYSZTOF;11;52,1;;
KRZYSTOF;11;56;;
KRZYSTZTOF;2;-;;
KRZYSZTOF;1 688;46,4;;
KRÅK;9;-;;
KRÅNG;8;-;;
KSANET;2;-;;
KSAVIER;2;-;;
KSAWERY;26;9,4;;
KSAWERY JAN;2;-;;
KSEN;2;-;;
KSHITIJ;4;-;;
KSHITIZ;2;-;;
KU;9;-;;
KUAL;2;-;;
KUAN;8;-;;
KUANG;6;-;;
KUBA;33;15,3;;
KUBANYCHBEK;3;-;;
KUBER;2;-;;
KUBILAY;41;28,8;;
KUBROM;28;41,5;;
KUBRON;3;-;;
KUDAKWASHE;3;-;;
KUDRAT;5;-;;
KUDRATILLO;2;-;;
KUDRET;10;38,7;;
KUDUS;47;10,2;;
KUDZAI;2;-;;
KUENTIN;2;-;;
KUFLOM;3;-;;
KUFLU;5;-;;
KUHDAR;2;-;;
KUI;6;-;;
KUISMA;2;-;;
KUJTIM;120;40,4;;
KULDEEP;20;41,9;;
KULDIP;13;54;;
KULE;4;-;;
KULIANA;2;-;;
KULJEET;2;-;;
KULLERVO;13;75,5;;
KULMIYE;5;-;;
KULUBRHAN;3;-;;
KULVEER;2;-;;
KULVINDER;4;-;;
KULVIR;3;-;;
KULWANT;9;-;;
KULWINDER;9;-;;
KUM;2;-;;
KUMA;2;-;;
KUMAIL;21;21,1;;
KUMAR;40;39,7;;
KUMARA;5;-;;
KUMARAN;6;-;;
KUMARASWAMY;4;-;;
KUMARAVEL;3;-;;
KUMARESAN;2;-;;
KUMARS;3;-;;
KUMAYL;5;-;;
KUMEL;3;-;;
KUN;28;39,5;;
KUNAL;43;32,9;;
KUNDAN;7;-;;
KUNG;3;-;;
KUNGA;2;-;;
KUNGEN;2;-;;
KUNGS;2;-;;
KUNIAKI;2;-;;
KUNO;66;63;;
KUNTA;2;-;;
KUNTAL;3;-;;
KUNWAR;4;-;;
KUO;9;-;;
KUOROSH;3;-;;
KUPAKWASHE;2;-;;
KURBAN;3;-;;
KURBEAL;2;-;;
KURBIEL;3;-;;
KURBIN;2;-;;
KURDA;4;-;;
KURDAWAN;2;-;;
KURDDOST;2;-;;
KURDI;2;-;;
KURDIN;2;-;;
KURDO;24;40,9;;
KURESH;2;-;;
KURIAKUS;2;-;;
KUROSH;10;37;;
KURRE;11;47,5;;
KURSAD;2;-;;
KURSAT;2;-;;
KURT;9 650;76;;
KURT ALLAN;7;-;;
KURT ANDERS;4;-;;
KURT ARNE;18;71,9;;
KURT BERTIL;3;-;;
KURT ERIK;15;68,8;;
KURT ERLAND;2;-;;
KURT GÖRAN;10;74,3;;
KURT INGE;12;73,3;;
KURT INGVAR;2;-;;
KURT IVAN;4;-;;
KURT LENNART;20;74,1;;
KURT OLA;2;-;;
KURT OLOF;12;72,6;;
KURT OLOV;3;-;;
KURT OVE;16;67,2;;
KURT ÅKE;15;73;;
KURTA;3;-;;
KURT-ALLAN;9;-;;
KURT-ANDERS;2;-;;
KURT-ARNE;14;69;;
KURT-BENNY;2;-;;
KURT-ERIC;4;-;;
KURT-ERIK;16;74,7;;
KURT-ERLAND;2;-;;
KURTES;7;-;;
KURTESH;4;-;;
KURT-EVERT;2;-;;
KURT-GÖRAN;19;68,9;;
KURTH;42;73,7;;
KURT-HENRIK;3;-;;
KURT-INGE;18;71,5;;
KURT-INGVAR;5;-;;
KURTIS;4;-;;
KURT-IVAN;4;-;;
KURT-IVE;2;-;;
KURT-JÖRGEN;2;-;;
KURT-LENNART;28;71,5;;
KURT-OLA;2;-;;
KURT-OLOF;13;71,5;;
KURT-OLOV;5;-;;
KURT-OVE;20;68,3;;
KURT-RUNE;3;-;;
KURTS;2;-;;
KURTULUS;4;-;;
KURT-WILLIAM;2;-;;
KURT-ÅKE;21;68,3;;
KURUBEL;3;-;;
KURUPPU;2;-;;
KURYAKOS;4;-;;
KURYO;2;-;;
KUS;2;-;;
KUSAI;48;28,6;;
KUSAL;2;-;;
KUSAY;20;26,6;;
KUSHA;2;-;;
KUSHAGR;2;-;;
KUSHAGRA;5;-;;
KUSHAL;16;26;;
KUSHAN;3;-;;
KUSHTRIM;147;32,2;;
KUSI;3;-;;
KUSSAI;5;-;;
KUSTRIM;7;-;;
KUTAIBA;23;28,7;;
KUTAIBAH;4;-;;
KUTAY;9;-;;
KUTBETTIN;5;-;;
KUTIBA;3;-;;
KUTLUHAN;2;-;;
KUTSHI;2;-;;
KUTSI;2;-;;
KUVAN;2;-;;
KUZEY;39;8,1;;
KUZMAN;3;-;;
KVARN;2;-;;
KWABENA;13;33,7;;
KWADJO;3;-;;
KWADWO;15;42,4;;
KWAKU;12;47,3;;
KWAME;42;38,8;;
KWAN;11;53,3;;
KWANCHAI;2;-;;
KWANG;2;-;;
KWANG-SUP;2;-;;
KWANZA;2;-;;
KWASI;11;49,9;;
KWEKU;4;-;;
KWESI;6;-;;
KWIZERA;3;-;;
KWOK;25;64;;
KWON;4;-;;
KWONG;2;-;;
KWUN;2;-;;
KY;14;42,8;;
KYAN;32;17,7;;
KYANOSH;2;-;;
KYARASH;2;-;;
KYAW;30;42,1;;
KYAZIM;6;-;;
KÜCÜK;5;-;;
KÜÇÜK;3;-;;
KYE;5;-;;
KYI;2;-;;
KYIAM;3;-;;
KYLAR;2;-;;
KYLE;167;24;;
KYLER;6;-;;
KYLIAN;56;4,4;;
KYLO;11;4,4;;
KYMANI;7;-;;
KYO;2;-;;
KYON;2;-;;
KYORK;3;-;;
KYOSUKE;2;-;;
KYPRIANOS;2;-;;
KYRI;2;-;;
KYRIACOS;3;-;;
KYRIAKOS;59;41,6;;
KYRIAN;3;-;;
KYRIE;2;-;;
KYRILL;2;-;;
KYRILLOS;24;9,4;;
KYRRE;9;-;;
KÜRSAD;9;-;;
KÜRSAT;16;35,2;;
KYRYL;5;-;;
KYRYLO;18;26,3;;
KYU;2;-;;
KYUNG;2;-;;
KYÖSTI;88;62,1;;
KÅGAN;2;-;;
KÅGE;34;68,2;;
KÅKE;2;-;;
KÅL;2;-;;
KÅRE;565;63,1;;
KÄLL;14;78,1;;
KÄRLIS;2;-;;
KÖKSAL;17;45,2;;
LA;2;-;;
LAARA;2;-;;
LAATH;2;-;;
LABAN;165;19,4;;
LABBE;3;-;;
LABEAT;4;-;;
LABEEB;2;-;;
LABEED;2;-;;
LABER;2;-;;
LABIB;23;34;;
LABINOT;155;32;;
LABROS;7;-;;
LAC;6;-;;
LACHEZAR;9;-;;
LACHIN;3;-;;
LACHLAN;27;27,8;;
LACIN;2;-;;
LACKA;2;-;;
LACKE;2;-;;
LACKI;3;-;;
LACKIS;5;-;;
LACKY;2;-;;
LAD;2;-;;
LADDE;2;-;;
LADDI;2;-;;
LADE;2;-;;
LADISLAO;3;-;;
LADISLAU;13;68,8;;
LADISLAUS;2;-;;
LADISLAV;52;60,8;;
LADJI;2;-;;
LADO;5;-;;
LAEEQ;2;-;;
LAEL;6;-;;
LAËL;2;-;;
LAEM;2;-;;
LAERCIO;3;-;;
LAERT;3;-;;
LAERTIS;3;-;;
LAETH;18;22,1;;
LAFAYETTE;2;-;;
LAFI;2;-;;
LAGE;543;63;;
LAGO;5;-;;
LAH;2;-;;
LAHAT;2;-;;
LAHBIB;4;-;;
LAHCEN;36;56,6;;
LAHCENE;3;-;;
LAHCÉNE;2;-;;
LAHDI;2;-;;
LAHDO;58;59,8;;
LAHEEB;5;-;;
LAHHOUD;3;-;;
LAHI;2;-;;
LAHIB;5;-;;
LAHIRU;6;-;;
LAHIZ;2;-;;
LAHO;2;-;;
LAHOD;8;-;;
LAHOOD;4;-;;
LAHOUARI;9;-;;
LAHOUCINE;17;58,2;;
LAHOUD;17;37,8;;
LAHOUSSINE;4;-;;
LAHSEN;5;-;;
LAI;15;44;;
LAID;3;-;;
LAIDON;2;-;;
LAIETH;3;-;;
LAIF;3;-;;
LAIMAS;2;-;;
LAIMIS;8;-;;
LAIMONAS;36;38,9;;
LAIMONIS;3;-;;
LAIMUTIS;7;-;;
LAIN;2;-;;
LAINE;9;-;;
LAION;2;-;;
LAIQ;5;-;;
LAIS;24;8,5;;
LAISVUNAS;2;-;;
LAISVYDAS;2;-;;
LAITH;536;23,1;;
LAITY;2;-;;
LAJOS;159;62,8;;
LAKE;2;-;;
LAKHDAR;4;-;;
LAKHITH;2;-;;
LAKHWINDER;3;-;;
LAKIN;3;-;;
LAKINDU;3;-;;
LAKIRA;2;-;;
LAKIS;2;-;;
LAKKE;2;-;;
LAKMAL;2;-;;
LAKMAN;2;-;;
LAKO;2;-;;
LAKSH;3;-;;
LAKSHAN;7;-;;
LAKSHAY;4;-;;
LAKSHMAN;5;-;;
LAKSHMANA;6;-;;
LAKSHMANAN;3;-;;
LAKSHMI;22;31,9;;
LAKSHMIKANTH;3;-;;
LAKSHMINARAYANA;2;-;;
LAKSHMINARAYANAN;3;-;;
LAKSHYA;2;-;;
LAL;19;40,6;;
LALA;5;-;;
LALASH;2;-;;
LALI;2;-;;
LALIT;15;39,2;;
LALITH;10;49,3;;
LALJEET;2;-;;
LALJI;3;-;;
LALLA;2;-;;
LALLE;9;-;;
LALLO;2;-;;
LALMOHAMMAD;2;-;;
LALO;40;17,1;;
LAM;39;45,3;;
LÂM;2;-;;
LAMAA;2;-;;
LAMAR;13;16,3;;
LAMBERT;13;52,7;;
LAMBERTO;4;-;;
LAMBERTUS;6;-;;
LAMBRINOS;2;-;;
LAMBROS;13;50,4;;
LAMEAK;2;-;;
LAMECH;3;-;;
LAMECK;3;-;;
LAMEK;95;10,4;;
LAMI;2;-;;
LAMIE;2;-;;
LAMIEK;31;11,5;;
LAMIK;3;-;;
LAMIN;294;35;;
LAMINE;50;39,1;;
LAMIR;2;-;;
LAMMERT;3;-;;
LAMMI;2;-;;
LAMMIN;2;-;;
LAMO;4;-;;
LAMPROS;19;44,9;;
LAN;7;-;;
LANCE;58;30,5;;
LANCELOT;49;12,6;;
LANCO;2;-;;
LANDER;7;-;;
LANDI;11;19,7;;
LANDING;17;38,2;;
LANDO;13;8,2;;
LANDON;25;8,2;;
LANDRY;20;28,1;;
LANDY;2;-;;
LANE;2;-;;
LANFRANCO;2;-;;
LANG;15;40,1;;
LANH;2;-;;
LANKO;3;-;;
LANNY;14;63,5;;
LANO;31;17,3;;
LANOO;2;-;;
LANOUAR;4;-;;
LANSANA;9;-;;
LANSE;3;-;;
LAO;4;-;;
LAOA;3;-;;
LAOAN;3;-;;
LAOI;2;-;;
LAOIN;2;-;;
LAOK;4;-;;
LAOKO;4;-;;
LAORENT;3;-;;
LAP;11;51,6;;
LAPO;3;-;;
LARAN;4;-;;
LARBI;26;57,7;;
LAREN;3;-;;
LARGIM;2;-;;
LARGO;2;-;;
LARI;14;43,3;;
LARIS;12;21,4;;
LARNE;2;-;;
LAROY;6;-;;
LARRE;3;-;;
LARRI;3;-;;
LARRY;345;57,6;;
LARS;81 754;65,9;;
LARS ALLAN;5;-;;
LARS ANDERS;56;67,5;;
LARS ARNE;31;70,2;;
LARS ARVID;2;-;;
LARS AXEL;8;-;;
LARS BERTIL;41;72;;
LARS BIRGER;4;-;;
LARS BÖRJE;19;72,8;;
LARS CHRISTER;8;-;;
LARS EBBE;3;-;;
LARS EINAR;9;-;;
LARS EJE;4;-;;
LARS EMIL;2;-;;
LARS ERIC;58;68,2;;
LARS ERIK;1 238;71,7;;
LARS EVE;2;-;;
LARS EVERT;19;75,7;;
LARS FREDRIK;8;-;;
LARS G;2;-;;
LARS GEORG;2;-;;
LARS GUNNAR;463;69,7;;
LARS GUSTAF;6;-;;
LARS GUSTAV;9;-;;
LARS GÖRAN;1 231;69,6;;
LARS GÖSTA;24;76,3;;
LARS GÖTE;4;-;;
LARS HARRY;2;-;;
LARS HELGE;2;-;;
LARS HENNING;2;-;;
LARS HENRIC;2;-;;
LARS HENRIK;42;60,1;;
LARS HENRY;3;-;;
LARS HUGO;3;-;;
LARS HÅKAN;64;67,4;;
LARS INGE;171;70,2;;
LARS INGEMAR;7;-;;
LARS INGMAR;2;-;;
LARS INGVAR;22;70,6;;
LARS IVAN;5;-;;
LARS IVAR;31;71,8;;
LARS JOHAN;59;59,2;;
LARS JOHNNY;2;-;;
LARS JONAS;6;-;;
LARS JONNY;3;-;;
LARS JÖRAN;3;-;;
LARS JÖRGEN;4;-;;
LARS KRISTER;3;-;;
LARS LENNART;3;-;;
LARS MAGNUS;23;60,2;;
LARS MARTIN;7;-;;
LARS MICHAEL;2;-;;
LARS MIGUEL;2;-;;
LARS MIKAEL;7;-;;
LARS OLA;33;62,6;;
LARS OLAV;3;-;;
LARS OLLE;15;71,9;;
LARS OLOF;506;70,6;;
LARS OLOV;180;69,8;;
LARS OTTO;2;-;;
LARS OVE;205;69,4;;
LARS OWE;6;-;;
LARS PEDER;4;-;;
LARS PETER;43;63,7;;
LARS PETTER;8;-;;
LARS ROBERT;2;-;;
LARS ROGER;7;-;;
LARS ROLAND;4;-;;
LARS RUNE;23;71,5;;
LARS STEFAN;3;-;;
LARS THOMAS;3;-;;
LARS THURE;2;-;;
LARS TOMMY;2;-;;
LARS TONY;2;-;;
LARS TORE;4;-;;
LARS UNO;30;73,3;;
LARS YNGVE;7;-;;
LARS ÅGE;2;-;;
LARS ÅKE;808;69,7;;
LARS ÖRJAN;3;-;;
LARSA;10;53,4;;
LARS-AGNE;5;-;;
LARS-AINE;2;-;;
LARS-ALLAN;11;63,3;;
LARS-ANDERS;119;63,6;;
LARS-ANTON;4;-;;
LARS-ARNE;102;68,3;;
LARS-ARVID;5;-;;
LARS-AXEL;21;69,5;;
LARS-BENNY;6;-;;
LARS-BERNE;3;-;;
LARS-BERTIL;114;69,7;;
LARS-BIRGER;14;73,5;;
LARS-BO;2;-;;
LARS-BRUNO;3;-;;
LARS-BÖRJE;44;68,9;;
LARS-CHRISTER;50;69,7;;
LARS-CHRISTIAN;6;-;;
LARS-CONNY;2;-;;
LARS-CRISTER;2;-;;
LARS-DANIEL;3;-;;
LARS-DAVID;4;-;;
LARS-EBBE;12;75,1;;
LARS-EDVARD;2;-;;
LARS-EDVIN;4;-;;
LARS-EGON;3;-;;
LARS-EIE;2;-;;
LARS-EINAR;12;74,1;;
LARS-EJE;9;-;;
LARS-EJNAR;2;-;;
LARS-ELIS;3;-;;
LARS-EMIL;7;-;;
LARSEN;5;-;;
LARS-ENAR;2;-;;
LARSERIC;12;69,8;;
LARS-ERIC;446;68,2;;
LARSERIK;12;62,4;;
LARS-ERIK;4 168;68,8;;
LARS-ERLAND;2;-;;
LARS-EVALD;2;-;;
LARS-EVE;5;-;;
LARS-EVERT;35;71,4;;
LARS-EWE;3;-;;
LARS-EWERT;3;-;;
LARS-FOLKE;4;-;;
LARS-FREDRIK;15;53,4;;
LARS-GEORG;9;-;;
LARS-GERHARD;3;-;;
LARSGUNNAR;2;-;;
LARS-GUNNAR;1 039;68,3;;
LARS-GUSTAF;27;75,5;;
LARS-GUSTAV;20;70,2;;
LARSGÖRAN;4;-;;
LARS-GÖRAN;2 865;66,5;;
LARS-GÖRGEN;3;-;;
LARS-GÖSTA;75;75,2;;
LARS-GÖTE;8;-;;
LARS-HARALD;2;-;;
LARS-HARRY;6;-;;
LARS-HELGE;3;-;;
LARS-HENRIC;11;58,3;;
LARS-HENRIK;88;53,7;;
LARS-HENRY;8;-;;
LARS-HERMAN;2;-;;
LARS-HILDING;2;-;;
LARS-HOLGER;4;-;;
LARS-HUGO;14;72,8;;
LARS-HÅKAN;155;66,3;;
LARS-INGE;409;67,3;;
LARS-INGEMAR;13;70,3;;
LARS-INGMAR;10;71,1;;
LARS-INGVAR;67;70;;
LARS-ISAK;2;-;;
LARS-IVAN;30;73,4;;
LARS-IVAR;69;71,4;;
LARS-IWAN;2;-;;
LARS-JOEL;2;-;;
LARS-JOHAN;177;54,4;;
LARS-JOHANNES;2;-;;
LARS-JONAS;8;-;;
LARS-JONNY;2;-;;
LARS-JÖRGEN;11;63,3;;
LARS-KENNETH;5;-;;
LARS-KRISTER;7;-;;
LARS-KRISTIAN;5;-;;
LARS-LENNART;6;-;;
LARS-MAGNUS;97;59,9;;
LARS-MARCUS;3;-;;
LARS-MARTIN;22;51,9;;
LARS-MICHAEL;3;-;;
LARS-MIKAEL;17;46,6;;
LARSOLA;4;-;;
LARS-OLA;176;62,5;;
LARS-OLAV;6;-;;
LARS-OLE;10;60,6;;
LARS-OLLE;48;72,4;;
LARSOLOF;3;-;;
LARS-OLOF;1 623;68,8;;
LARSOLOV;2;-;;
LARS-OLOV;548;67;;
LARS-OLOW;8;-;;
LARSOLS;3;-;;
LARS-OSCAR;2;-;;
LARS-OSKAR;3;-;;
LARS-OTTO;16;64,4;;
LARSOVE;2;-;;
LARS-OVE;602;66,6;;
LARSOWE;3;-;;
LARS-OWE;47;63,1;;
LARS-PATRIK;2;-;;
LARS-PAUL;2;-;;
LARS-PEDER;19;68,6;;
LARS-PETER;99;58,6;;
LARS-PETHER;2;-;;
LARS-PETTER;15;46,8;;
LARS-PHILIP;3;-;;
LARS-RAGNAR;2;-;;
LARS-REINE;3;-;;
LARS-ROBERT;6;-;;
LARS-ROGER;8;-;;
LARS-ROLAND;13;66,6;;
LARS-RONNIE;3;-;;
LARS-RUNE;55;69,4;;
LARSSA;2;-;;
LARS-STURE;2;-;;
LARS-THOMAS;5;-;;
LARS-THURE;3;-;;
LARS-TOMAS;2;-;;
LARS-TOMMY;8;-;;
LARS-TONY;3;-;;
LARS-TORE;5;-;;
LARS-TORSTEN;2;-;;
LARS-TURE;6;-;;
LARS-ULRIK;2;-;;
LARS-UNO;51;69,7;;
LARS-URBAN;6;-;;
LARS-VIDAR;2;-;;
LARS-VILHELM;2;-;;
LARS-VILLY;2;-;;
LARS-WILHELM;3;-;;
LARS-WILLY;3;-;;
LARS-YNGVE;19;76;;
LARSÅKE;15;68,4;;
LARS-ÅKE;2 092;66,9;;
LARS-ÖRJAN;10;65;;
LARUS;5;-;;
LÁRUS;4;-;;
LARY;5;-;;
LARZ;33;63;;
LAS;45;16,6;;
LASANA;3;-;;
LASANTHA;3;-;;
LASAROS;3;-;;
LASHA;23;33,6;;
LASHKAR;2;-;;
LASITHA;4;-;;
LASKARIS;2;-;;
LASLO;30;61,6;;
LASMAR;2;-;;
LASS;30;17,6;;
LASSAAD;9;-;;
LASSANA;6;-;;
LASSAR;2;-;;
LASSAS;2;-;;
LASSE;1 366;50;;
LASSES;2;-;;
LASSI;34;58,6;;
LASZLO;596;62,7;;
LÁSZLO;6;-;;
LÁSZLÓ;126;45,5;;
LÀSZLÒ;2;-;;
LASZLO-ATTILA;2;-;;
LAT;2;-;;
LATEEF;7;-;;
LATEF;3;-;;
LATFULLAH;3;-;;
LATH;2;-;;
LATI;3;-;;
LATIF;189;42,5;;
LATINO;3;-;;
LATSI;4;-;;
LAU;13;46,6;;
LAUA;3;-;;
LAUAN;4;-;;
LAUAND;11;17;;
LAUEN;2;-;;
LAUGE;4;-;;
LAUI;7;-;;
LAUIN;9;-;;
LAUK;4;-;;
LAUKO;4;-;;
LAUR;3;-;;
LAURA;4;-;;
LAURANCE;3;-;;
LAURANT;3;-;;
LAURAS;7;-;;
LAURAT;2;-;;
LAUREANO;4;-;;
LAUREN;5;-;;
LAURENCE;70;34,3;;
LAURENS;30;31,2;;
LAURENT;168;32,7;;
LAURENTIN;2;-;;
LAURENTIU;86;41,7;;
LAURENTIU-IONUT;3;-;;
LAURENTIU-NICOLAE;2;-;;
LAURENTIUS;7;-;;
LAURENTIU-VALENTIN;2;-;;
LAURENTS;3;-;;
LAURENTZ;4;-;;
LAURENZ;9;-;;
LAURI;355;63,4;;
LAURIAN;4;-;;
LAURIDS;6;-;;
LAURIE;6;-;;
LAURIN;9;-;;
LAURIS;37;35,1;;
LAURITS;15;43,5;;
LAURITZ;33;38,1;;
LAURO;13;51,1;;
LAURUS;2;-;;
LAURYNAS;37;30,3;;
LAURYS;2;-;;
LAUS;3;-;;
LAUST;4;-;;
LAUTARO;38;31,6;;
LAUY;3;-;;
LAV;10;20;;
LAVA;2;-;;
LAVAN;22;15,5;;
LAVAND;22;7,4;;
LAVANT;3;-;;
LAVDIM;71;34,6;;
LAVDRIM;8;-;;
LAVE;78;35,7;;
LAVEND;5;-;;
LAVESH;2;-;;
LAVI;5;-;;
LAVIE;3;-;;
LAVIN;28;12,4;;
LAVINEL;7;-;;
LAVND;4;-;;
LAVRAN;2;-;;
LAW;10;21;;
LAWA;7;-;;
LAWAL;2;-;;
LAWAN;31;16,8;;
LAWAND;111;21,1;;
LAWE;12;12;;
LAWEEN;11;22,3;;
LAWEK;6;-;;
LAWEN;18;21,2;;
LAWEND;16;20,6;;
LAWER;2;-;;
LAWI;52;6,3;;
LAWIN;107;14,1;;
LAWK;11;12,7;;
LAWKO;7;-;;
LAWND;3;-;;
LAWO;2;-;;
LAWRAN;2;-;;
LAWRANCE;3;-;;
LAWRENCE;199;35,1;;
LAWSON;4;-;;
LAWY;4;-;;
LAXMAN;8;-;;
LAXMI;3;-;;
LAY;5;-;;
LAYAN;2;-;;
LAYE;5;-;;
LAYNE;4;-;;
LAYS;2;-;;
LAYTH;178;31,1;;
LAYTON;8;-;;
LAZ;2;-;;
LAZA;4;-;;
LAZAR;264;26,9;;
LAZARE;5;-;;
LAZARO;18;46,8;;
LÁZARO;9;-;;
LAZAROS;73;41,3;;
LAZARUS;7;-;;
LAZE;5;-;;
LAZEM;3;-;;
LAZER;2;-;;
LAZGEEN;4;-;;
LAZGIN;9;-;;
LAZHAR;9;-;;
LAZIM;5;-;;
LAZIZ;5;-;;
LAZIZBEK;2;-;;
LAZKIN;6;-;;
LAZLO;3;-;;
LAZO;46;39,9;;
LAZSLO;4;-;;
LAZZE;4;-;;
LE;61;30,6;;
LÊ;4;-;;
LEA;7;-;;
LEAD;2;-;;
LEAH;6;-;;
LEAKE;3;-;;
LEAKIM;5;-;;
LEAM;21;9,7;;
LEAN;18;15,7;;
LEAND;2;-;;
LEANDER;107;15,8;;
LEANDO;2;-;;
LEANDRE;3;-;;
LÉANDRE;2;-;;
LEANDRO;492;14,5;;
LEÁNDRO;2;-;;
LÉANDRO;3;-;;
LEANDROS;21;14,7;;
LÉANDROS;2;-;;
LEANID;4;-;;
LEANO;3;-;;
LEAR;8;-;;
LEARD;8;-;;
LEART;144;11,3;;
LEAS;4;-;;
LEATH;4;-;;
LEBAN;3;-;;
LEBARIO;11;6,8;;
LEBARYO;2;-;;
LEBOHANG;2;-;;
LECH;69;61,2;;
LECHA;5;-;;
LEDI;2;-;;
LEDIAN;12;6,6;;
LEDIJON;3;-;;
LEDIO;9;-;;
LEDION;117;9,8;;
LEDJAN;2;-;;
LEDJO;2;-;;
LEDJON;4;-;;
LEDOR;2;-;;
LEDRI;32;6,7;;
LEDRIAN;2;-;;
LEDRIÁN;2;-;;
LEE;381;31,9;;
LEEAM;9;-;;
LEELA;8;-;;
LEE-LAUR;2;-;;
LEELO;2;-;;
LEELOO;3;-;;
LEENDERT;14;54;;
LEEO;8;-;;
LEEON;13;9,6;;
LEEROY;15;16,1;;
LEE-ROY;2;-;;
LEETH;2;-;;
LEEVI;128;21,6;;
LEFFE;10;47;;
LEFTER;11;43;;
LEFTERIS;10;29,7;;
LEGEND;3;-;;
LEGENDEN;3;-;;
LEGESSE;2;-;;
LEGO;3;-;;
LEGOLAS;15;11,8;;
LEHAN;2;-;;
LEHAT;23;8;;
LEHEL;15;39,3;;
LEHENG;2;-;;
LEHO;2;-;;
LEHON;3;-;;
LEHVI;2;-;;
LEI;90;37,5;;
LEIDULF;2;-;;
LEIF;31 491;70,2;;
LEIF ANDERS;6;-;;
LEIF ARNE;14;68,5;;
LEIF BERTIL;2;-;;
LEIF ERIK;6;-;;
LEIF GUNNAR;2;-;;
LEIF GÖRAN;17;70,5;;
LEIF INGE;9;-;;
LEIF OVE;5;-;;
LEIF PETER;2;-;;
LEIF RUNE;2;-;;
LEIF ÅKE;36;67,3;;
LEIF-ANDERS;5;-;;
LEIF-ARNE;44;67,7;;
LEIF-AXEL;2;-;;
LEIF-BRUNO;2;-;;
LEIF-ERIC;5;-;;
LEIF-ERIK;33;64,8;;
LEIF-EVERT;2;-;;
LEIF-GUNNAR;8;-;;
LEIF-GÖRAN;46;69,6;;
LEIFH;5;-;;
LEIF-HÅKAN;4;-;;
LEIF-INGE;13;60,2;;
LEIF-OLE;2;-;;
LEIF-OLOF;10;69,5;;
LEIF-OLOV;2;-;;
LEIF-OVE;9;-;;
LEIF-PETER;2;-;;
LEIFUR;3;-;;
LEIF-ÅKE;73;67,4;;
LEIGH;16;39,3;;
LEIGHTON;5;-;;
LEIHF;2;-;;
LEIJF;2;-;;
LEILEI;4;-;;
LEILER;2;-;;
LEINE;7;-;;
LEINER;6;-;;
LEINO;9;-;;
LEIO;2;-;;
LEION;5;-;;
LEIS;24;13,2;;
LEITH;123;22,8;;
LEITO;2;-;;
LEITON;5;-;;
LEIV;4;-;;
LEJF;31;70,9;;
LEJO;5;-;;
LEJON;3;-;;
LEJONEL;2;-;;
LEJS;8;-;;
LEK;7;-;;
LEKATT;2;-;;
LEKE;2;-;;
LEKË;2;-;;
LEKHAZ;2;-;;
LELAND;4;-;;
LELE;2;-;;
LELLE;24;52,8;;
LELLEN;2;-;;
LEMA;4;-;;
LEMAN;2;-;;
LEMAR;13;13,7;;
LEMARC;2;-;;
LEMBIT;34;71,3;;
LEMEK;4;-;;
LEMMA;2;-;;
LEMMY;64;15,3;;
LEMON;2;-;;
LÉMON;2;-;;
LEMUEL;12;10,1;;
LEN;17;52;;
LENA;4;-;;
LENARD;12;25,5;;
LÉNÁRD;2;-;;
LENARDO;2;-;;
LENART;12;24,4;;
LEND;9;-;;
LENDI;10;10,8;;
LENDION;2;-;;
LENDRIT;7;-;;
LENER;2;-;;
LENI;9;-;;
LENIN;10;36;;
LENKO;3;-;;
LENN;35;55,4;;
LENNA;2;-;;
LENNAERT;3;-;;
LENNAR;2;-;;
LENNARD;22;34,1;;
LENNART;21 707;70,8;;
LENNARTH;124;67,3;;
LENNE;7;-;;
LENNERT;8;-;;
LENNI;39;33;;
LENNIE;276;42,3;;
LENNIN;2;-;;
LENNON;332;7,9;;
LENNOX;764;6,7;;
LENNY;352;41,3;;
LENO;3;-;;
LENOX;13;7;;
LENS;2;-;;
LENTON;9;-;;
LENZ;2;-;;
LEO;14 841;15,5;;
LEÓ;5;-;;
LÉO;87;17,6;;
LEOART;5;-;;
LEOBERT;2;-;;
LEODIN;3;-;;
LEODOR;3;-;;
LEOH;16;6,6;;
LEON;8 233;11,2;;
LEÓN;270;10,8;;
LEÒN;4;-;;
LÉON;660;9,6;;
LÈON;5;-;;
LEONAD;2;-;;
LEONAIDAS;2;-;;
LEONARD;1 846;19,7;;
LEONÁRD;5;-;;
LÉONARD;16;14,9;;
LEONARDAS;7;-;;
LEONARDE;2;-;;
LEONARDO;1 284;20,8;;
LÉONARDO;3;-;;
LEONARDOS;2;-;;
LEONARDS;2;-;;
LEONARDUS;17;65,6;;
LEONART;5;-;;
LEONAS;25;15,8;;
LEONAT;2;-;;
LEONCE;6;-;;
LEONCIO;7;-;;
LEOND;2;-;;
LEONDIOS;2;-;;
LEONE;18;11,8;;
LEONEL;624;10,1;;
LEONÉL;4;-;;
