;;;;
Tilltalsnamn, antal bärare och medelålder för folkbokförda män 31 december 2022;;;;
Tilltalsnamn med minst två bärare, medelålder redovisas där antal bärare är 10 eller fler;;;;
;;;;
Tilltalsnamn;Antal bärare;Medelålder;;
SAMAN;603;35,6;;
SAMAND;2;-;;
SAMANDAR;16;27,3;;
SAMANDER;3;-;;
SAMANTAR;4;-;;
SAMANTHA;7;-;;
SAMANYU;2;-;;
SAMAR;18;22,1;;
SAMARA;3;-;;
SAMARGUL;2;-;;
SAMARIDDIN;3;-;;
SAMART;7;-;;
SAMARTH;24;15,5;;
SAMARVEER;3;-;;
SAMAT;8;-;;
SAMATAR;95;26,2;;
SAMATER;3;-;;
SAMAY;6;-;;
SAMBA;45;36,6;;
SAMBASIVA;5;-;;
SAMBATH;2;-;;
SAMBHAV;2;-;;
SAMBHU;2;-;;
SAMBIT;7;-;;
SAMBOU;4;-;;
SAME;41;27,8;;
SAMED;67;26,3;;
SAMEDIN;13;39,1;;
SAMEE;3;-;;
SAMEED;3;-;;
SAMEEH;10;34,1;;
SAMEEN;2;-;;
SAMEER;215;38,4;;
SAMEERA;7;-;;
SAMEH;119;38,8;;
SAMEIL;2;-;;
SAMEIR;3;-;;
SAMEL;11;31,8;;
SAMEN;2;-;;
SAMER;1 197;38,1;;
SAM-ERIK;2;-;;
SAMET;107;29,4;;
SAMEULLAH;3;-;;
SAMH;3;-;;
SAMHAR;7;-;;
SAMHITH;2;-;;
SAMI;2 920;33,9;;
SAMI YUSUF;2;-;;
SAMIAEL;2;-;;
SAMIAL;8;-;;
SAMIAR;5;-;;
SAMID;11;47,1;;
SAMIE;11;32,7;;
SAMIEH;3;-;;
SAMIEL;70;26,3;;
SAMIER;8;-;;
SAMIH;40;41,9;;
SAMII;2;-;;
SAMIIR;30;10,7;;
SAMIJA;4;-;;
SAMIK;2;-;;
SAMIL;19;34,2;;
SAMIM;63;26,4;;
SAMIN;41;21,7;;
SAMINI;2;-;;
SAMIOLLAH;2;-;;
SAMIR;2 694;40,7;;
SAMIRE;2;-;;
SAMIRJON;2;-;;
SAMIRS;2;-;;
SAMIRULLAH;3;-;;
SAMIT;8;-;;
SAMITHA;3;-;;
SAMIUDDIN;2;-;;
SAMIUEL;2;-;;
SAMIUL;7;-;;
SAMIULLA;2;-;;
SAMIULLAH;48;24,4;;
SAMIYAR;7;-;;
SAMKO;7;-;;
SAMMAD;4;-;;
SAMMAN;11;41,3;;
SAMMAR;2;-;;
SAMME;9;-;;
SAMMER;8;-;;
SAMMI;122;24,7;;
SAMMIE;63;24,9;;
SAMMIR;2;-;;
SAMMUEL;3;-;;
SAMMY;583;29,9;;
SAMO;19;35,5;;
SAMOEIL;4;-;;
SAMOEL;9;-;;
SAMOIL;10;47,8;;
SAM-OLOF;4;-;;
SAMON;4;-;;
SAMOON;3;-;;
SAMORA;2;-;;
SAMORI;3;-;;
SAMORY;2;-;;
SAMOS;2;-;;
SAMOU;4;-;;
SAMOUEL;7;-;;
SAMOUIL;17;60,8;;
SAMOY;2;-;;
SAMOYEL;3;-;;
SAMPA;3;-;;
SAMPAT;2;-;;
SAMPATH;9;-;;
SAMPATHAWADUGE;3;-;;
SAMPO;19;52,8;;
SAMPPA;2;-;;
SAMPREET;2;-;;
SAMPSA;3;-;;
SAMPSON;5;-;;
SAMR;6;-;;
SAMRA;3;-;;
SAMRAN;2;-;;
SAMRAND;14;33,4;;
SAMRAT;10;22,6;;
SAMRAWI;8;-;;
SAMREND;3;-;;
SAMRIDH;2;-;;
SAMRIYE;3;-;;
SAMROENG;2;-;;
SAMRON;4;-;;
SAMRUDH;3;-;;
SAMSAM;3;-;;
SAMSOM;97;31,2;;
SAMSON;270;31,5;;
SAMSOOR;2;-;;
SAMSOR;4;-;;
SAMSSON;2;-;;
SAMSUDING;2;-;;
SAMSUL;6;-;;
SAMSUR;2;-;;
SAMU;15;36,2;;
SAMUAEL;2;-;;
SAMUAL;7;-;;
SAMUEAL;6;-;;
SAMUEIL;5;-;;
SAMUEL;13 123;24,2;;
SAMUÉL;6;-;;
SAMÚEL;3;-;;
SÁMUEL;6;-;;
SAMUELE;30;23,2;;
SAMUELL;7;-;;
SAMUIEL;2;-;;
SAMUIL;8;-;;
SAMUJEL;7;-;;
SAMULI;40;45,2;;
SAMUN;4;-;;
SAMUNDRA;2;-;;
SAMUR;2;-;;
SAMUYEL;3;-;;
SAMVEL;40;35,4;;
SAMVIT;2;-;;
SAMWAEIL;5;-;;
SAMWAIL;18;27,7;;
SAMWEIL;3;-;;
SAMWEL;12;27,3;;
SAMWELI;3;-;;
SAMWIEL;2;-;;
SAMWISE;2;-;;
SAMY;112;31,5;;
SAMYAK;2;-;;
SAMYAN;4;-;;
SAMYAR;32;9,9;;
SAN;112;19,2;;
SANA;16;34,8;;
SANAD;75;12,8;;
SANAL;6;-;;
SANAN;26;31;;
SANAR;11;23,4;;
SANAT;7;-;;
SANATH;5;-;;
SANAUL;2;-;;
SANAULLAH;10;32,7;;
SANAY;3;-;;
SANCHAI;4;-;;
SANCHAYAN;2;-;;
SANCHIR;7;-;;
SANCHIT;4;-;;
SANDE;4;-;;
SANDEEP;149;36,7;;
SANDEL;6;-;;
SANDER;690;14,3;;
SANDESH;10;32,9;;
SANDI;53;32,3;;
SANDIJS;9;-;;
SANDILE;2;-;;
SANDIN;7;-;;
SANDINO;3;-;;
SANDIP;23;39,4;;
SANDIPAN;2;-;;
SANDIS;26;35,9;;
SANDO;3;-;;
SANDOR;354;53,2;;
SÁNDOR;56;42,1;;
SÀNDOR;2;-;;
SANDRA;6;-;;
SANDRI;2;-;;
SANDRIAN;2;-;;
SANDRINO;6;-;;
SANDRIS;24;41,9;;
SANDRO;335;29,8;;
SANDU;14;42,9;;
SANDUN;6;-;;
SANDY;35;48,5;;
SANEH;2;-;;
SANEL;230;35,1;;
SANER;3;-;;
SANEY;2;-;;
SANFORD;2;-;;
SANFRID;13;29,6;;
SANG;52;44,2;;
SANGAR;57;36,4;;
SANGEET;3;-;;
SANGEETH;4;-;;
SANGER;10;32,7;;
SANGHO;2;-;;
SANGHYUN;2;-;;
SANGMIN;2;-;;
SANGRAM;4;-;;
SANGRAMSINH;2;-;;
SANH;3;-;;
SANHAREB;4;-;;
SANHARIB;65;47,5;;
SANHARIP;2;-;;
SANHERIB;2;-;;
SANI;51;33,5;;
SANID;8;-;;
SANIEL;2;-;;
SANIL;2;-;;
SANIMIR;6;-;;
SANIN;23;27,6;;
SANJAI;3;-;;
SANJAR;27;33,7;;
SANJAY;88;36,7;;
SANJAYA;3;-;;
SANJAYKUMAR;3;-;;
SANJEET;4;-;;
SANJEEV;26;38,8;;
SANJEEWA;3;-;;
SANJIB;8;-;;
SANJID;3;-;;
SANJIN;106;34;;
SANJIT;3;-;;
SANJITH;4;-;;
SANJIV;10;42,2;;
SANJOY;5;-;;
SANJSUREN;2;-;;
SANJU;4;-;;
SANK;2;-;;
SANKA;2;-;;
SANKALP;7;-;;
SANKAR;16;33;;
SANKARA;3;-;;
SANKEERTH;2;-;;
SANKER;2;-;;
SANKET;9;-;;
SANKEY;3;-;;
SANKHERO;3;-;;
SANKUNG;6;-;;
SANN;7;-;;
SANNA;10;33,5;;
SANNAN;2;-;;
SANNE;6;-;;
SANNI;4;-;;
SANNIE;3;-;;
SANNO;4;-;;
SANNY;99;42,4;;
SANO;8;-;;
SANOH;2;-;;
SANOJ;2;-;;
SANONG;2;-;;
SANOOJ;2;-;;
SANOSI;2;-;;
SANOWAR;2;-;;
SANSAI;2;-;;
SANSHRAY;2;-;;
SANT;2;-;;
SANTANA;4;-;;
SANTANU;11;47,6;;
SANTE;22;28,8;;
SANTERI;14;32;;
SANTHAN;2;-;;
SANTHI;2;-;;
SANTHIAGO;2;-;;
SANTHOSH;46;34,7;;
SANTHOSHKUMAR;2;-;;
SANTI;20;21;;
SANTIAGO;342;25,5;;
SANTIAN;2;-;;
SANTIANO;2;-;;
SANTIJAGO;2;-;;
SANTILIANO;3;-;;
SANTINO;178;11,9;;
SANTIS;2;-;;
SANTO;17;32,5;;
SANTOKH;2;-;;
SANTONIO;2;-;;
SANTOS;65;20,3;;
SANTOSH;85;37,3;;
SANTTU;14;38,9;;
SANTU;2;-;;
SANTYNO;2;-;;
SANU;2;-;;
SANUL;2;-;;
SANWAL;2;-;;
SANY;5;-;;
SANYA;6;-;;
SANYAR;4;-;;
SANZHAR;5;-;;
SAO;2;-;;
SAOOD;4;-;;
SAOUD;24;38,6;;
SAPAN;7;-;;
SAPAR;2;-;;
SAPTARSHI;5;-;;
SAQAR;4;-;;
SAQEB;2;-;;
SAQEEF;2;-;;
SAQER;5;-;;
SAQIB;51;35,7;;
SAQLAIN;9;-;;
SAQR;5;-;;
SAQUIB;2;-;;
SAR;6;-;;
SARA;8;-;;
SARAB;4;-;;
SARABJIT;5;-;;
SARAH;2;-;;
SARAJ;4;-;;
SARAJUDDIN;6;-;;
SARAL;2;-;;
SARAM;5;-;;
SARAN;8;-;;
SARANDIS;2;-;;
SARANG;10;36,4;;
SARANSH;3;-;;
SARANTIS;6;-;;
SARANTOS;3;-;;
SARANYOO;2;-;;
SARANYU;4;-;;
SARAR;2;-;;
SARAS;2;-;;
SARAT;2;-;;
SARATH;32;38,1;;
SARATHKUMAR;2;-;;
SARAVANA;13;38,2;;
SARAVANAKUMAR;4;-;;
SARAVANAN;20;36,5;;
SARAVUT;4;-;;
SARAWAN;2;-;;
SARAWOOD;2;-;;
SARAWUT;31;30,5;;
SARAYUT;15;28,4;;
SARBAS;3;-;;
SARBASST;2;-;;
SARBAST;67;43,2;;
SARBAZ;14;40,1;;
SARBEL;2;-;;
SARBEST;2;-;;
SARBJEET;4;-;;
SARBJIT;8;-;;
SARCHEL;3;-;;
SARDAM;5;-;;
SARDAR;186;44,8;;
SARDASHT;2;-;;
SARDER;5;-;;
SARDOR;29;24;;
SARDORBEK;5;-;;
SARDORJON;2;-;;
SARE;4;-;;
SAREA;2;-;;
SAREE;2;-;;
SAREL;2;-;;
SAREM;7;-;;
SARESH;2;-;;
SAREZH;2;-;;
SARFARAZ;15;22,7;;
SARFRAZ;19;41,1;;
SARGIS;29;37,8;;
SARGON;245;36,8;;
SARGOON;6;-;;
SARGOUN;3;-;;
SARHAD;19;31,6;;
SARHADON;2;-;;
SARHAN;19;36,3;;
SARHANE;2;-;;
SARHANG;21;32,3;;
SARHANK;4;-;;
SARHAT;2;-;;
SARI;79;24,5;;
SARIA;17;22,7;;
SARIAH;2;-;;
SARIAS;2;-;;
SARIB;2;-;;
SARIBEK;3;-;;
SARIH;2;-;;
SARIJA;2;-;;
SARIM;18;4,4;;
SARIT;3;-;;
SARJA;2;-;;
SARJO;12;43,3;;
SARJON;4;-;;
SARJOUN;2;-;;
SARJU;2;-;;
SARKAFT;7;-;;
SARKAN;15;32;;
SARKAR;4;-;;
SARKASH;2;-;;
SARKAT;5;-;;
SARKAUT;11;45,6;;
SARKAWT;32;49;;
SARKES;5;-;;
SARKHABOUN;2;-;;
SARKHAN;5;-;;
SARKHEL;4;-;;
SARKIS;113;40,9;;
SARKISS;2;-;;
SARKO;16;37;;
SARKON;6;-;;
SARKOT;3;-;;
SARKOUN;5;-;;
SARKUT;2;-;;
SARM;3;-;;
SARMAD;261;38,6;;
SARMAN;2;-;;
SARMAND;5;-;;
SARMD;2;-;;
SARMED;30;40;;
SARO;28;25,3;;
SAROJ;16;40,8;;
SAROK;9;-;;
SARON;4;-;;
SAROOSH;2;-;;
SAROS;3;-;;
SAROSH;5;-;;
SARP;25;16,8;;
SARPER;3;-;;
SARRO;2;-;;
SARRY;4;-;;
SARSAM;2;-;;
SARSHAR;2;-;;
SARTAJ;4;-;;
SARTHAK;14;22,6;;
SARTIB;3;-;;
SARTIP;10;43,6;;
SARULLAH;2;-;;
SARUN;3;-;;
SARUNAS;43;36,6;;
SARUUL;3;-;;
SARVAN;6;-;;
SARVAR;32;34,9;;
SARVARBEK;2;-;;
SARVARJON;2;-;;
SARVESH;10;24;;
SARVIN;2;-;;
SARVJIT;2;-;;
SARWAN;14;32,9;;
SARWAR;72;42,2;;
SARWAT;14;38,2;;
SARY;10;20,3;;
SARYA;5;-;;
SARYAH;2;-;;
SARYAN;2;-;;
SARYAS;8;-;;
SARÜNAS;2;-;;
SASA;586;44,7;;
SASAN;116;43,4;;
SASANK;2;-;;
SASANKA;3;-;;
SASCHA;110;37,1;;
SASCHO;2;-;;
SASEN;2;-;;
SASHA;223;24,5;;
SASHANK;2;-;;
SASHE;2;-;;
SASHI;4;-;;
SASHKO;25;42,7;;
SASHO;41;48,2;;
SASHWATH;3;-;;
SASIDHAR;5;-;;
SASIKIRAN;2;-;;
SASIKUMAR;4;-;;
SASITHARAN;2;-;;
SASJA;8;-;;
SASKA;4;-;;
SASKO;18;48;;
SASO;44;51,1;;
SASON;4;-;;
SASOON;2;-;;
SASSAN;18;49;;
SASSE;2;-;;
SASSI;7;-;;
SASU;2;-;;
SASUN;5;-;;
SASWATA;2;-;;
SAT;7;-;;
SATAPORN;2;-;;
SATAR;32;44,7;;
SATAWAT;2;-;;
SATBIR;3;-;;
SATEA;2;-;;
SATEESH;5;-;;
SATEH;3;-;;
SATHAPORN;3;-;;
SATHEES;4;-;;
SATHEESH;8;-;;
SATHISH;33;35,6;;
SATHISHA;3;-;;
SATHISHKUMAR;5;-;;
SATHIT;4;-;;
SATHIYAMOORTHY;2;-;;
SATHIYAN;2;-;;
SATHIYARAJ;2;-;;
SATHVIK;9;-;;
SATHYA;9;-;;
SATHYANARAYANA;2;-;;
SATHYANARAYANAN;2;-;;
SATILMIS;3;-;;
SATINDER;4;-;;
SATISH;43;46,4;;
SATIT;4;-;;
SATNAM;14;45,6;;
SATORU;2;-;;
SATOSHI;7;-;;
SATOUF;3;-;;
SATPAL;6;-;;
SATRAP;2;-;;
SATTAM;5;-;;
SATTAR;83;47,9;;
SATTAWAT;5;-;;
SATTAYA;5;-;;
SATTOUF;3;-;;
SATURDAY;2;-;;
SATVIK;5;-;;
SATVINDER;2;-;;
SATWANT;2;-;;
SATYA;24;35,8;;
SATYABRATA;2;-;;
SATYAJEET;2;-;;
SATYAJIT;5;-;;
SATYAKI;2;-;;
SATYAM;9;-;;
SATYAN;3;-;;
SATYANARAYANA;5;-;;
SATYAPAL;2;-;;
SATYENDRA;3;-;;
SAU;12;53;;
SAUD;66;35,7;;
SAUDIN;19;41,7;;
SAUL;74;37,4;;
SAÚL;2;-;;
SAULAT;2;-;;
SAULI;116;63,1;;
SAULIUS;142;46,6;;
SAULO;10;42,7;;
SAUME;2;-;;
SAUMIL;2;-;;
SAUMITRA;2;-;;
SAURABH;64;35,9;;
SAURAV;13;32,5;;
SAURISH;2;-;;
SAVA;76;40,3;;
SAVAN;18;37,5;;
SAVAS;70;43,8;;
SAVASH;3;-;;
SAVELI;2;-;;
SAVELIJ;3;-;;
SAVELY;2;-;;
SAVEO;2;-;;
SAVER;2;-;;
SAVERIO;7;-;;
SAVI;3;-;;
SAVIO;38;19,7;;
SAVIOL;2;-;;
SAVIOLA;2;-;;
SAVIOR;2;-;;
SAVIZ;2;-;;
SAVKA;4;-;;
SAVLATJON;3;-;;
SAVMI;5;-;;
SAVO;48;54,3;;
SAVVA;14;16,1;;
SAVVAS;77;42,9;;
SAVYA;3;-;;
SAVYO;2;-;;
SAW;17;39,8;;
SAWA;3;-;;
SAWAI;3;-;;
SAWALO;2;-;;
SAWAN;9;-;;
SAWAS;4;-;;
SAWASH;3;-;;
SAWAT;3;-;;
SAWEN;2;-;;
SAWYER;3;-;;
SAXE;3;-;;
SAXO;2;-;;
SAXON;9;-;;
SAY;8;-;;
SAYA;2;-;;
SAYAD;8;-;;
SAYAF;3;-;;
SAYAH;4;-;;
SAYAK;2;-;;
SAYAM;6;-;;
SAYAN;21;32,3;;
SAYANTAN;4;-;;
SAYAR;2;-;;
SAYD;11;35,2;;
SAYE;2;-;;
SAYED;633;32,2;;
SAYED AHMAD;3;-;;
SAYED ALI;2;-;;
SAYEED;9;-;;
SAYEEM;2;-;;
SAYEL;5;-;;
SAYEM;2;-;;
SAYER;5;-;;
SAYF;23;24,8;;
SAYFA;2;-;;
SAYFEDDIN;2;-;;
SAYFUDIN;2;-;;
SAYFULLAH;7;-;;
SAYHAN;4;-;;
SAYID;30;31,9;;
SAYID ALI;3;-;;
SAYID-AHMED;2;-;;
SAYIDALI;14;22,3;;
SAYID-ALI;3;-;;
SAYIDOMAR;3;-;;
SAYIF;2;-;;
SAYIM;3;-;;
SAYIR;2;-;;
SAYIT;3;-;;
SAYMAN;2;-;;
SAYMEN;6;-;;
SAYMON;32;18,3;;
SAYON;3;-;;
SAYWAN;3;-;;
SAYYAD;3;-;;
SAYYED;27;41,4;;
SAZAN;6;-;;
SAZID;7;-;;
SAZVAN;3;-;;
SAZZAD;13;45,6;;
SBHAT;3;-;;
SBHATLEAB;3;-;;
SBHATU;2;-;;
SCHADI;3;-;;
SCHADRACK;2;-;;
SCHAHIN;2;-;;
SCHAIN;2;-;;
SCHANI;2;-;;
SCHARIF;2;-;;
SCHWAN;3;-;;
SCOT;3;-;;
SCOTT;558;26;;
SE;4;-;;
SEA;2;-;;
SEAD;440;51,6;;
SEADIN;3;-;;
SEAF;2;-;;
SEAL;2;-;;
SEAM;8;-;;
SEAMAND;2;-;;
SEAMUS;22;35,3;;
SÉAMUS;3;-;;
SEAN;720;29,9;;
SEÁN;21;26,7;;
SÉAN;3;-;;
SEAR;6;-;;
SEARE;27;31,2;;
SEAT;12;34,3;;
SEB;26;20,9;;
SEBA;2;-;;
SEBAEDIN;8;-;;
SEBAHATTIN;11;51,5;;
SEBAHTU;2;-;;
SEBAJDIN;2;-;;
SEBAN;4;-;;
SEBASTHIAN;50;25,7;;
SEBASTIA;2;-;;
SEBASTIAAN;38;37,2;;
SEBASTIAN;22 348;27,2;;
SEBASTIÁN;65;21,2;;
SEBÁSTIAN;4;-;;
SÉBASTIAN;13;32,4;;
SEBASTIAN ALBERT;2;-;;
SEBASTIAN GABRIEL;3;-;;
SEBASTIAN-ADRIAN;2;-;;
SEBASTIAN-ANDREI;2;-;;
SEBASTIANO;29;34,7;;
SEBASTIAN-STEFAN;2;-;;
SEBASTIANUS;3;-;;
SEBASTIAN-VALENTIN;2;-;;
SEBASTIÃO;6;-;;
SEBASTIEN;79;34,7;;
SEBASTIÉN;2;-;;
SÉBASTIEN;75;37,5;;
SEBASTIJAN;57;29,5;;
SEBASTJAN;7;-;;
SEBAZTIAN;50;21,2;;
SEBBE;17;21,4;;
SEBGHAT;3;-;;
SEBGHATULLAH;3;-;;
SEBHAT;5;-;;
SEBHATU;2;-;;
SEBHI;3;-;;
SEBI;2;-;;
SEBIN;5;-;;
SEBION;16;4,8;;
SEBIR;2;-;;
SEBIT;6;-;;
SEBOUH;4;-;;
SEBR;4;-;;
SEBRI;19;19,6;;
SEBTI;2;-;;
SEBULON;2;-;;
SEBURAN;2;-;;
SEBYON;22;5,1;;
SECIM;2;-;;
SECKIN;7;-;;
SEÇKIN;4;-;;
SECO;2;-;;
SED;2;-;;
SEDAD;6;-;;
SEDAM;2;-;;
SEDAR;7;-;;
SEDAT;146;39,3;;
SEDDIGH;2;-;;
SEDDIK;10;44,1;;
SEDEEQ;4;-;;
SEDIGH;8;-;;
SEDIK;5;-;;
SEDIN;24;37,7;;
SEDIQ;12;31,4;;
SEDIQULLAH;2;-;;
SEDJAD;5;-;;
SEDKI;6;-;;
SEDRAK;3;-;;
SEDVER;2;-;;
SEDZAD;4;-;;
SEE;3;-;;
SEED;5;-;;
SEEDOU;4;-;;
SEEDY;22;29,9;;
SEEF;8;-;;
SEEL;2;-;;
SEEM;2;-;;
SEERWAN;17;44,4;;
SEETHARAMAN;2;-;;
SEEZAR;8;-;;
SEF;14;28,9;;
SEFA;31;28,6;;
SEFALDIN;2;-;;
SEFANI;2;-;;
SEFAST;3;-;;
SEFAT;2;-;;
SEFATULLAH;5;-;;
SEFCET;4;-;;
SEFEDIN;41;43,8;;
SEFER;49;44,3;;
SEFIK;81;58,2;;
SEFIN;6;-;;
SEFIT;2;-;;
SEFKAN;3;-;;
SEFKET;14;61,9;;
SEFKI;7;-;;
SEFKIJA;8;-;;
SEFKO;11;56,5;;
SEFO;3;-;;
SEFTER;2;-;;
SEFTO;2;-;;
SEFTON;2;-;;
SEFU;3;-;;
SEGAD;3;-;;
SEGE;2;-;;
SEGED;2;-;;
SEGER;3;-;;
SEGHID;3;-;;
SEGID;3;-;;
SEGUN;5;-;;
SEGUNDO;23;65,2;;
SEGUYA;2;-;;
SEGVAN;4;-;;
SEHAD;7;-;;
SEHAJDEEP;2;-;;
SEHAJVIR;2;-;;
SEHAN;2;-;;
SEHAND;2;-;;
SEHANDU;2;-;;
SEHAS;2;-;;
SEHIN;2;-;;
SEHMUS;23;33,2;;
SEHMUZ;3;-;;
SEHO;3;-;;
SEHRAJ;2;-;;
SEHUDIN;2;-;;
SEIBERT;2;-;;
SEID;103;39,5;;
SEIED;10;55,3;;
SEIF;188;23,9;;
SEIFALDIN;2;-;;
SEIFE;3;-;;
SEIFEDDIN;5;-;;
SEIFEDDINE;20;35;;
SEIFEDIN;3;-;;
SEIFELDIN;4;-;;
SEIFOLLAH;10;49,2;;
SEIFU;6;-;;
SEIFULLA;3;-;;
SEIFULLAH;2;-;;
SEIGO;2;-;;
SEIHOU;2;-;;
SEIJI;2;-;;
SEIKH;6;-;;
SEIKOU;2;-;;
SEIM;28;14,9;;
SEIMER;3;-;;
SEIN;2;-;;
SEINE;6;-;;
SEIRAN;2;-;;
SEIT;4;-;;
SEIVAN;2;-;;
SEIVON;2;-;;
SEIWAN;3;-;;
SEJAD;81;42,6;;
SEJAT;3;-;;
SEJBIT;2;-;;
SEJD;2;-;;
SEJDALIJA;4;-;;
SEJDI;35;45,8;;
SEJDIN;2;-;;
SEJDO;7;-;;
SEJED;4;-;;
SEJF;3;-;;
SEJFEDIN;3;-;;
SEJFO;10;52,7;;
SEJFUDIN;7;-;;
SEJFULA;2;-;;
SEJFULAH;2;-;;
SEJFULLAH;2;-;;
SEJHAN;2;-;;
SEJID;4;-;;
SEJNUR;3;-;;
SEJO;5;-;;
SEJR;2;-;;
SEJRAN;3;-;;
SEK;3;-;;
SEKA;2;-;;
SEKANDAR;10;31,2;;
SEKAR;4;-;;
SEKARIYE;2;-;;
SEKE;4;-;;
SEKERIA;2;-;;
SEKERIE;2;-;;
SEKERIYE;10;15,9;;
SEKFAN;2;-;;
SEKI;3;-;;
SEKIB;4;-;;
SEKO;3;-;;
SEKOLA;2;-;;
SEKOU;34;31,1;;
SÉKOU;2;-;;
SEKSAN;7;-;;
SEKSIT;2;-;;
SEKULA;3;-;;
SEKVAN;3;-;;
SELA;2;-;;
SELAB;4;-;;
SELADIN;2;-;;
SELAH;6;-;;
SELAHADDIN;8;-;;
SELAHATIN;2;-;;
SELAHATTIN;63;52,6;;
SELAJDIN;7;-;;
SELAM;23;36,7;;
SELAMA;5;-;;
SELAMET;2;-;;
SELAMI;36;44,3;;
SELAR;2;-;;
SELASE;2;-;;
SELATIN;17;53,1;;
SELCHUK;2;-;;
SELCUK;73;42,9;;
SELÇUK;13;39,6;;
SELDI;6;-;;
SELDIN;4;-;;
SELE;5;-;;
SELEBAN;2;-;;
SELEMAN;5;-;;
SELEMANI;3;-;;
SELEMAWI;4;-;;
SELEMON;13;38,1;;
SELEMUN;17;35;;
SELER;2;-;;
SELFO;2;-;;
SELFRID;2;-;;
SELHADIN;2;-;;
SELIHOM;6;-;;
SELIM;352;35,5;;
SELIMAN;3;-;;
SELIMHAN;2;-;;
SELIMIR;2;-;;
SELJADIN;7;-;;
SELJAMI;7;-;;
SELJATIN;3;-;;
SELJMAN;2;-;;
SELJVER;3;-;;
SELLAM;3;-;;
SELLE;7;-;;
SELM;3;-;;
SELMA;2;-;;
SELMAN;102;35,6;;
SELMAR;3;-;;
SELMEDIN;6;-;;
SELMER;18;17,6;;
SELMIN;15;23,1;;
SELMIR;27;33;;
SELMO;4;-;;
SELMON;4;-;;
SELO;3;-;;
SELOM;2;-;;
SELOMON;7;-;;
SELOMUN;2;-;;
SELORM;3;-;;
SELTENE;7;-;;
SELVA;2;-;;
SELVAKUMAR;9;-;;
SELVAN;2;-;;
SELVANAYAGAM;3;-;;
SELVARAJ;2;-;;
SELVARAJAH;2;-;;
SELVEDIN;10;26,3;;
SELVER;55;37,9;;
SELVESTIAN;2;-;;
SELVET;4;-;;
SELVIN;10;28,8;;
SELVIR;5;-;;
SELVYN;2;-;;
SELWAN;17;38,1;;
SELWYN;2;-;;
SELYAHTIN;3;-;;
SELYATIN;2;-;;
SEM;108;18,4;;
SEMA;4;-;;
SEMAAN;14;55,6;;
SEMAI;2;-;;
SEMAN;14;56,7;;
SEMAVI;3;-;;
SEMAWINGA;2;-;;
SEMCO;2;-;;
SEME;2;-;;
SEMEDIN;3;-;;
SEMEN;14;36,4;;
SEMER;3;-;;
SEMERAB;5;-;;
SEMERE;168;35,8;;
SEMEREAB;9;-;;
SEMETER;2;-;;
SEMETEY;2;-;;
SEMHAR;3;-;;
SEMI;37;28,2;;
SEMIAS;4;-;;
SEMIH;83;26,9;;
SEMIN;37;25,3;;
SEMIR;356;36,9;;
SEMJON;6;-;;
SEMJONS;2;-;;
SEMKO;13;49,7;;
SEMMI;3;-;;
SEMMY;12;50,8;;
SEMON;8;-;;
SEMRAN;12;25,1;;
SEMRE;2;-;;
SEMRET;3;-;;
SEMSEDDIN;2;-;;
SEMSETTIN;14;53,3;;
SEMSI;9;-;;
SEMSO;29;58,5;;
SEMSUDIN;24;54,9;;
SEMUN;29;67;;
SEMUNEGUS;2;-;;
SEMY;2;-;;
SEMYAN;2;-;;
SEMYON;4;-;;
SEN;15;32,3;;
SENA;6;-;;
SENAD;641;48,3;;
SENADIN;16;49,9;;
SENAHID;9;-;;
SENAI;33;24,7;;
SENAID;17;42,5;;
SENAJID;2;-;;
SENAL;2;-;;
SENAN;31;32,3;;
SENAR;4;-;;
SENAT;15;32,9;;
SENAY;136;18,3;;
SENCER;4;-;;
SENDI;2;-;;
SENDIJS;2;-;;
SENED;43;11,5;;
SENEL;2;-;;
SENER;6;-;;
SENG;7;-;;
SENGA;2;-;;
SENGAR;2;-;;
SENGER;3;-;;
SENGUN;2;-;;
SENH;2;-;;
SENHARIB;10;50,2;;
SENHARIP;2;-;;
SENID;11;36,6;;
SENIOR;2;-;;
SENJA;2;-;;
SENJUR;8;-;;
SENKO;6;-;;
SENNA;3;-;;
SENNAI;4;-;;
SENNAY;3;-;;
SENNY;3;-;;
SENO;4;-;;
SENOL;44;46,1;;
SENOR;4;-;;
SENOUCI;2;-;;
SENTAYEHU;3;-;;
SENTHIL;15;41,6;;
SENTHILKUMAR;11;38,4;;
SENTHILNATHAN;3;-;;
SENUDIN;6;-;;
SENUL;2;-;;
SENVER;4;-;;
SEOJUN;2;-;;
SEON;3;-;;
SEONG;5;-;;
SEONGMIN;2;-;;
SEPALAGE;2;-;;
SEPAND;9;-;;
SEPANTA;9;-;;
SEPEHR;89;30,4;;
SEPP;9;-;;
SEPPE;3;-;;
SEPPO;914;70;;
SEPPO-ILMARI;2;-;;
SEPTIMIU;2;-;;
SEQUOIA;2;-;;
SERAFEIM;3;-;;
SERAFETTIN;14;50;;
SERAFIM;24;50,9;;
SERAFIN;7;-;;
SERAG;9;-;;
SERAJ;47;21,9;;
SERAJEDDIN;4;-;;
SERAJUDDIN;2;-;;
SERAPHIM;3;-;;
SERAPHIN;4;-;;
SERAR;2;-;;
SERBAN;13;29,6;;
SERBAST;6;-;;
SERBAY;3;-;;
SERBEST;22;37,6;;
SERCAN;40;30,5;;
