;;;;
Tilltalsnamn, antal bärare och medelålder för folkbokförda kvinnor 31 december 2022;;;;
Tilltalsnamn med minst två bärare, medelålder redovisas där antal bärare är 10 eller fler;;;;
;;;;
Tilltalsnamn;Antal bärare;Medelålder;;
NADZA;3;-;;
NADZEYA;20;37,4;;
NADZHIE;2;-;;
NADZIDA;2;-;;
NADZIEJA;3;-;;
NADZIJA;19;61,6;;
NADZIJE;6;-;;
NAEA;6;-;;
NAEELA;4;-;;
NAEEM;2;-;;
NAEEMA;26;36;;
NAEEMAH;6;-;;
NAEEME;2;-;;
NAEEMEH;2;-;;
NAEILA;2;-;;
NAEIMA;6;-;;
NAEIMAH;2;-;;
NAEIMEH;16;41,4;;
NAEL;2;-;;
NAELA;39;43,8;;
NAELAH;6;-;;
NAELI;2;-;;
NAELIA;3;-;;
NAELLA;2;-;;
NAËLLA;3;-;;
NAEMA;40;49,3;;
NAEME;3;-;;
NAEMI;426;36,3;;
NAÉMI;6;-;;
NAËMI;3;-;;
NAEMIE;10;54;;
NAEMO;4;-;;
NAEMY;3;-;;
NAENGNOI;6;-;;
NAFA;13;61,2;;
NAFAL;5;-;;
NAFAS;19;13,4;;
NAFEAH;2;-;;
NAFEES;4;-;;
NAFEESA;16;36,1;;
NAFELA;2;-;;
NAFEN;2;-;;
NAFESA;6;-;;
NAFFIE;12;25,8;;
NAFI;4;-;;
NAFIA;11;46,9;;
NAFIE;6;-;;
NAFIISA;2;-;;
NAFIJA;37;54;;
NAFIJE;32;53,2;;
NAFIR;2;-;;
NAFIS;3;-;;
NAFISA;204;34,3;;
NAFISAH;4;-;;
NAFISAKHON;2;-;;
NAFISE;9;-;;
NAFISEH;45;42,4;;
NAFISO;91;25,7;;
NAFISSA;11;33,4;;
NAFISSATOU;6;-;;
NAFISSÉ;2;-;;
NAFIYE;13;63,9;;
NAFIZA;8;-;;
NAFKOT;3;-;;
NAFSIKA;7;-;;
NAFYA;3;-;;
NAGA;38;31,4;;
NAGAAD;6;-;;
NAGAD;11;20,9;;
NAGAH;17;45,2;;
NAGALAKSHMI;4;-;;
NAGAM;46;34;;
NAGAR;4;-;;
NAGARANI;2;-;;
NAGAT;21;52,2;;
NAGEBA;3;-;;
NAGEEN;3;-;;
NAGEENA;5;-;;
NAGEHAN;6;-;;
NAGESWARY;3;-;;
NAGHADA;4;-;;
NAGHAM;291;35,5;;
NAGHEM;5;-;;
NAGHM;6;-;;
NAGHMA;5;-;;
NAGHMANA;2;-;;
NAGHME;2;-;;
NAGHMEH;44;43,1;;
NAGI;3;-;;
NAGIA;2;-;;
NAGIBA;4;-;;
NAGIHAN;6;-;;
NAGILA;2;-;;
NAGIN;4;-;;
NAGINA;16;35,8;;
NAGJIJE;7;-;;
NAGLA;15;41,8;;
NAGLAA;18;43,1;;
NAGMA;20;28,8;;
NAGWA;30;43,3;;
NAGWAN;6;-;;
NAGY;3;-;;
NAHA;2;-;;
NAHAD;3;-;;
NAHAJA;2;-;;
NAHAL;39;27,2;;
NAHALE;2;-;;
NAHALEH;2;-;;
NAHAM;2;-;;
NAHAR;10;39,4;;
NAHARA;2;-;;
NAHAWAND;6;-;;
NAHD;2;-;;
NAHDA;6;-;;
NAHDHA;3;-;;
NAHED;155;40,6;;
NAHEDA;39;52,5;;
NAHEDEH;4;-;;
NAHEED;22;49,8;;
NAHEEDA;2;-;;
NAHEEL;4;-;;
NAHELA;2;-;;
NAHER;25;6,3;;
NAHI;7;-;;
NAHIA;14;32,7;;
NAHIAN;3;-;;
NAHIARA;2;-;;
NAHID;377;52,9;;
NAHIDA;139;45,4;;
NAHIDAH;19;50,9;;
NAHIDE;14;55,8;;
NAHIDEH;9;-;;
NAHIER;5;-;;
NAHIKARI;2;-;;
NAHIL;9;-;;
NAHILA;6;-;;
NAHILE;3;-;;
NAHIMA;3;-;;
NAHIN;2;-;;
NAHITA;2;-;;
NAHIYA;3;-;;
NAHLA;297;40,4;;
NAHLAA;2;-;;
NAHLAH;32;46,2;;
NAHLELA;3;-;;
NAHO;3;-;;
NAHOKO;2;-;;
NAHOMI;4;-;;
NAHOMIE;2;-;;
NAHOMY;3;-;;
NAHRA;3;-;;
NAHRAIN;22;41,7;;
NAHRAN;2;-;;
NAHRAWAN;4;-;;
NAHREEN;11;46,8;;
NAHREIN;3;-;;
NAHREN;32;42,1;;
NAHRIMAN;2;-;;
NAHRIN;137;40,6;;
NAHTALIE;5;-;;
NAHUEL;2;-;;
NAHWA;2;-;;
NAHWAND;2;-;;
NAHWO;2;-;;
NAHYA;3;-;;
NAI;4;-;;
NAIA;61;9;;
NAIAH;3;-;;
NAIARA;12;25,5;;
NAIBA;2;-;;
NAIDA;119;31,5;;
NAIELA;2;-;;
NAIEMA;4;-;;
NAIER;4;-;;
NAIFA;6;-;;
NAIFAH;2;-;;
NAIFEH;4;-;;
NAIHER;2;-;;
NAIIMA;11;25,2;;
NAIIMO;7;-;;
NAIJA;3;-;;
NAIJMA;2;-;;
NAIKE;3;-;;
NAILA;184;33,7;;
NAÏLA;2;-;;
NAILAH;18;10,5;;
NAILE;103;54,3;;
NAILEA;2;-;;
NAILI;2;-;;
NAILIA;10;48,1;;
NAILJA;3;-;;
NAILJE;8;-;;
NAILYA;7;-;;
NAIM;2;-;;
NAIMA;1122;32,5;;
NAÏMA;3;-;;
NAIMAH;4;-;;
NAIMAL;3;-;;
NAIME;90;50,8;;
NAIMEH;6;-;;
NAIMI;66;58,8;;
NAIMIE;10;65,7;;
NAIMO;119;26,4;;
NAIMY;18;62,6;;
NAINA;23;34,9;;
NAINIKA;3;-;;
NAIOMA;2;-;;
NAIOMI;29;12,5;;
NAIQI;2;-;;
NAIR;9;-;;
NAIRA;57;30,5;;
NAIRAH;5;-;;
NAIRAT;2;-;;
NAIRI;19;23,4;;
NAIRIKA;4;-;;
NAIROBI;2;-;;
NAIROUZ;5;-;;
NAIRY;6;-;;
NAISA;2;-;;
NAISHA;3;-;;
NAI-WEN;2;-;;
NAIYA;5;-;;
NAIYAH;2;-;;
NAIYANA;23;46;;
NAIZEK;2;-;;
NAJA;62;24;;
NAJAAD;4;-;;
NAJAAH;2;-;;
NAJAAT;3;-;;
NAJAD;11;24,9;;
NAJADA;3;-;;
NAJAH;383;38,7;;
NAJAHA;2;-;;
NAJAM;2;-;;
NAJAMA;2;-;;
NAJARA;2;-;;
NAJAT;343;49,5;;
NAJATE;3;-;;
NAJAX;9;-;;
NAJBIR;3;-;;
NAJD;4;-;;
NAJDA;13;25,5;;
NAJDAH;2;-;;
NAJEA;2;-;;
NAJEBA;12;57,8;;
NAJEEBA;23;48,6;;
NAJEELA;2;-;;
NAJEH;5;-;;
NAJEHA;4;-;;
NAJEIA;2;-;;
NAJELA;2;-;;
NAJER;3;-;;
NAJET;25;56;;
NAJHA;4;-;;
NAJI;2;-;;
NAJIA;77;49,3;;
NAJIAH;3;-;;
NAJIBA;163;51,6;;
NAJIBAH;6;-;;
NAJIBE;7;-;;
NAJIBEH;30;48,8;;
NAJIE;3;-;;
NAJIEH;10;47;;
NAJIHA;9;-;;
NAJILA;27;32,9;;
NAJIMA;8;-;;
NAJIMEH;3;-;;
NAJIYA;5;-;;
NAJLA;165;35,4;;
NAJLAA;122;42,6;;
NAJLAE;5;-;;
NAJLAH;8;-;;
NAJM;2;-;;
NAJMA;476;23;;
NAJMAH;6;-;;
NAJME;7;-;;
NAJMEH;43;43;;
NAJMI;5;-;;
NAJMO;169;21,9;;
NAJMUN;2;-;;
NAJOD;3;-;;
NAJOMA;2;-;;
NAJOMI;6;-;;
NAJOUA;34;48,2;;
NAJOUD;5;-;;
NAJRIN;2;-;;
NAJUA;2;-;;
NAJUMA;2;-;;
NAJVA;3;-;;
NAJWA;235;40,8;;
NAJWAN;11;34,4;;
NAJYA;2;-;;
NAK;4;-;;
NAKA;4;-;;
NAKAKO;2;-;;
NAKAM;3;-;;
NAKAN;2;-;;
NAKANYI;2;-;;
NAKFA;4;-;;
NAKHSHAWAN;2;-;;
NAKHSHIN;5;-;;
NAKI;2;-;;
NAKIA;2;-;;
NAKIJA;2;-;;
NAKIJE;5;-;;
NAKIMA;2;-;;
NAKISA;14;42,1;;
NAKITA;7;-;;
NAKKU;2;-;;
NAKSHATRA;8;-;;
NAKSHIJE;4;-;;
NAKSIJA;2;-;;
NALA;81;8,1;;
NALAH;18;9,3;;
NALAN;26;36,8;;
NALANI;4;-;;
NALAWIT;4;-;;
NALDA;2;-;;
NALEA;5;-;;
NALÉA;6;-;;
NALEAH;4;-;;
NALEDI;2;-;;
NALEEN;3;-;;
NALEEY;4;-;;
NALEN;2;-;;
NALEY;5;-;;
NALEYA;5;-;;
NALEYAH;2;-;;
NALIA;20;10,2;;
NALIE;4;-;;
NALIKA;3;-;;
NALIN;146;23,7;;
NALINA;6;-;;
NALINE;3;-;;
NALINEE;11;40,2;;
NALINI;20;47,9;;
NALINN;3;-;;
NALINTHIP;3;-;;
NALISA;2;-;;
NALITA;4;-;;
NALIYA;2;-;;
NALIYAH;3;-;;
NALL;2;-;;
NALLA;2;-;;
NALLELY;2;-;;
NALLI;3;-;;
NALLIN;2;-;;
NALON;2;-;;
NALU;2;-;;
NALWOGA;2;-;;
NALYA;2;-;;
NALYAN;3;-;;
NAM;17;50,5;;
NAMA;9;-;;
NAMAA;4;-;;
NAMAH;2;-;;
NAMAM;18;43,6;;
NAMAOY;5;-;;
NAMAREQ;2;-;;
NAMARIQ;4;-;;
NAMASVI;2;-;;
NAMAT;15;45,8;;
NAMBI;2;-;;
NAME;3;-;;
NAMEERA;2;-;;
NAMEH;4;-;;
NAMFA;2;-;;
NAMFON;39;40,5;;
NAMI;51;13,4;;
NAMIA;2;-;;
NAMIE;7;-;;
NAMIKA;3;-;;
NAMILA;2;-;;
NAMINA;3;-;;
NAMINATA;2;-;;
NAMIRA;12;21,4;;
NAMIRAH;3;-;;
NAMISHA;2;-;;
NAMITA;17;35,6;;
NAMITHA;2;-;;
NAMKA;29;58,5;;
NAMKANG;4;-;;
NAMKHAI;2;-;;
NAMKHANG;5;-;;
NAMMAM;2;-;;
NAMMON;2;-;;
NAM-OI;12;45,3;;
NAMPHUENG;5;-;;
NAMPHUNG;5;-;;
NAMPUENG;3;-;;
NAMRA;8;-;;
NAMRATA;19;35,3;;
NAMRATHA;4;-;;
NAMRTA;2;-;;
NAMSOM;2;-;;
NAMTAN;4;-;;
NAMTHIP;11;38;;
NAMTIP;7;-;;
NAMUNA;2;-;;
NAMUUN;14;17,9;;
NAMUUNAA;8;-;;
NAMUUNDARI;5;-;;
NAMUUNTSETSEG;2;-;;
NAMYA;5;-;;
NAN;91;53,4;;
NANA;134;38;;
NANAE;2;-;;
NANAHI;2;-;;
NANAKO;3;-;;
NANAMI;6;-;;
NANAR;3;-;;
NANAZ;2;-;;
NANCE;3;-;;
NANCI;18;33,8;;
NANCIE;6;-;;
NANCY;1632;49,6;;
NANDA;20;41,7;;
NANDANA;6;-;;
NANDANI;3;-;;
NANDAWATHIE;2;-;;
NANDHANA;3;-;;
NANDHINI;13;28,6;;
NANDI;17;28,5;;
NANDIA;2;-;;
NANDIE;3;-;;
NANDIKA;2;-;;
NANDIN;6;-;;
NANDINCHIMEG;2;-;;
NANDIN-ERDENE;3;-;;
NANDINI;29;28,8;;
NANDINTSETSEG;9;-;;
NANDITA;17;32;;
NANDITHA;4;-;;
NANDY;3;-;;
NANE;3;-;;
NANETH;2;-;;
NANETHE;2;-;;
NANETT;5;-;;
NANETTE;96;52,9;;
NANG;5;-;;
NANGE;2;-;;
NANGNOI;4;-;;
NANI;18;40,2;;
NANIA;2;-;;
NANIE;4;-;;
NANIJE;3;-;;
NANIS;2;-;;
NANITA;4;-;;
NANJA;11;31;;
NANJIBA;2;-;;
NANN;6;-;;
NANNA;925;43,4;;
NANNAH;2;-;;
NANNAN;4;-;;
NANNAPAS;4;-;;
NANNAPAT;6;-;;
NANNAPHAT;5;-;;
NANNCE;2;-;;
NANNE;14;45,8;;
NANNEL;2;-;;
NANNETTE;6;-;;
NANNI;22;60;;
NANNIE;26;40,8;;
NANNO;2;-;;
NANNY;265;60,4;;
NANO;6;-;;
NANOR;7;-;;
NANOU;5;-;;
NANOULI;2;-;;
NANOUR;3;-;;
NANSALMAA;2;-;;
NANSI;46;32,7;;
NANSINEE;2;-;;
NANSSI;2;-;;
NANSSY;7;-;;
NANSY;27;44,7;;
NANTANA;17;47,5;;
NANTAPORN;8;-;;
NANTAWADEE;2;-;;
NANTAWAN;8;-;;
NANTAYA;2;-;;
NANTEZNTA;2;-;;
NANTHA;6;-;;
NANTHAKAN;3;-;;
NANTHANA;16;41,2;;
NANTHANAT;2;-;;
NANTHAPHON;3;-;;
NANTHAPORN;8;-;;
NANTHARAT;3;-;;
NANTHAWAN;4;-;;
NANTHICHA;4;-;;
NANTHIDA;7;-;;
NANTHINEE;2;-;;
NANTHINI;2;-;;
NANTHITA;3;-;;
NANTHIYA;8;-;;
NANTIA;4;-;;
NANTICHA;3;-;;
NANTIDA;4;-;;
NANTIKAN;2;-;;
NANTINEE;2;-;;
NANTIYA;4;-;;
NANYA;3;-;;
NANZI;2;-;;
NAO;8;-;;
NAOELLE;2;-;;
NAOIL;2;-;;
NAOKA;2;-;;
NAOKO;36;46,2;;
NAOME;4;-;;
NAOMI;1377;14;;
NAOMIE;32;17,5;;
NAOMII;2;-;;
NAOMY;7;-;;
NAOUAL;22;42,9;;
NAOUEL;4;-;;
NAOWARAT;11;49,6;;
NAPA;2;-;;
NAPADA;2;-;;
NAPAK;3;-;;
NAPALAI;3;-;;
NAPAPEN;2;-;;
NAPAPHA;2;-;;
NAPAPHAN;2;-;;
NAPAPHAT;3;-;;
NAPAPORN;33;49,4;;
NAPARAT;2;-;;
NAPASORN;6;-;;
NAPASSAWAN;2;-;;
NAPASSORN;5;-;;
NAPAT;9;-;;
NAPATPORN;2;-;;
NAPATSARA;4;-;;
NAPATSAWAN;3;-;;
NAPATSORN;6;-;;
NAPHA;3;-;;
NAPHAPHAN;3;-;;
NAPHAPHAT;2;-;;
NAPHAPHON;3;-;;
NAPHAPHORN;2;-;;
NAPHAPORN;9;-;;
NAPHARAT;2;-;;
NAPHASAMON;2;-;;
NAPHASON;2;-;;
NAPHASORN;2;-;;
NAPHAT;10;47,6;;
NAPHATSANAN;2;-;;
NAPHATSAWAN;2;-;;
NAPHATSON;7;-;;
NAPHATSORN;2;-;;
NAPHAWAN;3;-;;
NAPISAT;3;-;;
NAQIYA;3;-;;
NAQWA;2;-;;
NARA;31;34,5;;
NARADA;3;-;;
NARAKORN;3;-;;
NARAN;2;-;;
NARANCHIMEG;5;-;;
NARANGARAV;2;-;;
NARANGEREL;9;-;;
NARANGOO;3;-;;
NARANGUA;3;-;;
NARANJA;2;-;;
NARANSOLONGO;3;-;;
NARANTSETSEG;10;48;;
NARANTUNGALAG;2;-;;
NARANTUYA;11;44,4;;
NARAPORN;3;-;;
NARARAT;2;-;;
NARATHIP;2;-;;
NARAYANI;2;-;;
NARCIS;3;-;;
NARCISA;40;44,6;;
NARCISSA;3;-;;
NARCIZA;3;-;;
NARCYZA;2;-;;
NARDA;9;-;;
NARDEEN;11;23,5;;
NARDEN;3;-;;
NARDIN;28;21;;
NARDINE;3;-;;
NARDOS;130;22,1;;
NARE;29;15;;
NAREE;27;49,1;;
NAREEMAN;7;-;;
NAREEN;28;33,3;;
NAREENART;2;-;;
NAREERAT;16;42,2;;
NAREH;2;-;;
NAREMAN;19;41,8;;
NAREN;3;-;;
NARENJ;2;-;;
NARESH;2;-;;
NAREUMON;2;-;;
NARGAS;5;-;;
NARGEES;2;-;;
NARGES;427;32,8;;
NARGESS;13;38,5;;
NARGEZ;6;-;;
NARGILA;2;-;;
NARGIN;2;-;;
NARGIS;160;28,5;;
NARGISA;2;-;;
NARGISH;4;-;;
NARGITA;2;-;;
NARGIZ;39;33,8;;
NARGIZA;41;39,4;;
NARGS;2;-;;
NARI;11;43,6;;
NARIA;4;-;;
NARIMA;2;-;;
NARIMAN;178;38,4;;
NARIMANE;4;-;;
NARIMEN;2;-;;
NARIN;374;21,4;;
NARINA;13;28;;
NARINDER;8;-;;
NARINDERJIT;3;-;;
NARINE;56;40,4;;
NARINÉ;2;-;;
NARINEH;2;-;;
NARINRAT;4;-;;
NARINTHIP;3;-;;
NARIRAT;3;-;;
NARISA;7;-;;
NARISARA;15;34,2;;
NARISSARA;6;-;;
NARITA;2;-;;
NARITSARA;15;35,6;;
NARJA;2;-;;
NARJAS;4;-;;
NARJES;84;36,3;;
NARJESS;3;-;;
NARJIS;38;20,5;;
NARJISS;4;-;;
NARKEZ;2;-;;
NARMA;3;-;;
NARMADA;2;-;;
NARMADHA;3;-;;
NARMAN;2;-;;
NARMANDAKH;8;-;;
NARMEEN;25;33,8;;
NARMELA;2;-;;
NARMEN;13;36,3;;
NARMIIN;2;-;;
NARMIN;148;36,5;;
NARMINA;16;39,3;;
NARMINE;3;-;;
NARNIA;4;-;;
NARO;2;-;;
NAROD;4;-;;
NARON;2;-;;
NAROUD;2;-;;
NARRIMAN;2;-;;
NARSIS;2;-;;
NARTHANA;2;-;;
NARTNAPA;2;-;;
NARUEMOL;9;-;;
NARUEMON;34;39,5;;
NARUMOL;8;-;;
NARUMON;23;47,2;;
NARUNAT;2;-;;
NARVIN;8;-;;
NARWAN;3;-;;
NARY;4;-;;
NARYA;3;-;;
NAS;4;-;;
NASA;2;-;;
NASANIN;7;-;;
NASANJARGAL;3;-;;
NASARA;2;-;;
NASCHA;2;-;;
NASEBAH;2;-;;
NASEEB;2;-;;
NASEEBA;2;-;;
NASEEM;30;44,8;;
NASEEMA;8;-;;
NASEK;12;46,1;;
NASEM;3;-;;
NASEMA;2;-;;
NASENET;2;-;;
NASERA;4;-;;
NASHA;2;-;;
NASHAAD;17;8,7;;
NASHAAT;2;-;;
NASHAD;36;9,4;;
NASHAT;3;-;;
NASHIA;2;-;;
NASHIDE;3;-;;
NASHIRA;2;-;;
NASHIRET;2;-;;
NASHITA;3;-;;
NASHLY;2;-;;
NASHMEEL;3;-;;
NASHMEL;2;-;;
NASHMIL;34;41,9;;
NASHMIN;7;-;;
NASHRAH;2;-;;
NASHTIMAN;2;-;;
NASHWA;29;31,2;;
NASHWAN;2;-;;
NASI;4;-;;
NASIA;10;19,9;;
NASIB;16;17,3;;
NASIBA;53;33,8;;
NASIBAH;2;-;;
NASIBAKHON;3;-;;
NASIBE;13;40,5;;
NASIBEH;10;42,8;;
NASIDA;3;-;;
NASIDE;8;-;;
NASIFA;2;-;;
NASIHA;58;57,7;;
NASIIB;4;-;;
NASIIM;9;-;;
NASIIMO;2;-;;
NASIIN;4;-;;
NASIK;20;54,8;;
NASIM;152;39,2;;
NASIMA;132;40,3;;
NASIMAH;4;-;;
NASIME;3;-;;
NASIMEH;23;41,2;;
NASIMO;5;-;;
NASIN;4;-;;
NASINET;2;-;;
NASIRA;25;48;;
NASIRAH;2;-;;
NASIYA;3;-;;
NASK;4;-;;
NASKA;25;48,1;;
NASKE;2;-;;
NASLY;3;-;;
NASMA;36;24,5;;
NASMAH;3;-;;
NASNET;3;-;;
NASRA;391;30,3;;
NASRAH;4;-;;
NASRAT;6;-;;
NASREEN;105;45,3;;
NASREH;2;-;;
NASREN;17;46,5;;
NASRENE;2;-;;
NASRET;2;-;;
NASRI;16;14,2;;
NASRIA;3;-;;
NASRIEN;3;-;;
NASRIIN;26;10,7;;
NASRIM;2;-;;
NASRIN;701;45,2;;
NASRINA;5;-;;
NASRINDOKHT;2;-;;
NASRINE;8;-;;
NASRO;190;27,6;;
NASSERA;2;-;;
NASSIB;2;-;;
NASSIBA;4;-;;
NASSIM;27;35;;
NASSIMA;22;36;;
NASSIRA;6;-;;
NASSRA;13;41,1;;
NASSRAT;2;-;;
NASSREN;3;-;;
NASSRIN;31;54,2;;
NASTA;5;-;;
NASTAIN;2;-;;
NASTARAN;105;34,5;;
NASTASHA;3;-;;
NASTASIA;15;36,8;;
NASTASIJA;5;-;;
NASTASJA;9;-;;
NASTASSIA;11;33,9;;
NASTASSJA;4;-;;
NASTEEHA;3;-;;
NASTEEHO;19;22;;
NASTEEXO;15;20,9;;
NASTEHA;44;20,7;;
NASTEHO;217;24,4;;
NASTESHO;2;-;;
NASTEXO;9;-;;
NASTEYO;3;-;;
NASTIA;4;-;;
NASTJA;4;-;;
NASTNET;2;-;;
NASTYA;4;-;;
NASYA;3;-;;
NAT;3;-;;
NATA;6;-;;
NATACHA;137;29,2;;
NATAHLIE;16;29,8;;
NATAI;2;-;;
NATAL;4;-;;
NATALE;10;18;;
NATALEA;4;-;;
NATALEE;13;23,8;;
NATALHIE;2;-;;
NATALI;515;25;;
NATALIA;2794;36,3;;
NATALÍA;2;-;;
NATÁLIA;22;31,3;;
NATALIAH;5;-;;
NATALIA-MARIA;2;-;;
NATALIE;5175;25,2;;
NATALIÉ;23;30,2;;
NATÁLIE;3;-;;
NATALIHE;3;-;;
NATALII;4;-;;
NATALIIA;282;40,5;;
NATALIJA;273;35,1;;
NATALIN;29;28;;
NATALINA;17;34,5;;
NATALINE;7;-;;
NATALIYA;195;47,3;;
NATALJA;209;48,9;;
NATALKA;3;-;;
NATALLIA;96;44,9;;
NATALLY;2;-;;
NATALY;110;26,7;;
NATALYA;135;44,1;;
NATANELLE;3;-;;
NATANIA;15;7,4;;
NATANJA;4;-;;
NATANYA;15;15;;
NATASA;450;40,2;;
NATASCHA;132;33,1;;
NATASCHJA;2;-;;
NATASCIA;4;-;;
NATASHA;740;29,7;;
NATASHIA;3;-;;
NATASHJA;4;-;;
NATASIA;4;-;;
NATASJA;88;38;;
NATASSA;2;-;;
NATASSIA;4;-;;
NATASSJA;11;33,7;;
NATASZA;22;31,7;;
NATAVAN;5;-;;
NATAYA;5;-;;
NATAZA;2;-;;
NATAZHA;4;-;;
NATAZJA;2;-;;
NATCHA;57;35,2;;
NATCHANAN;3;-;;
NATCHANOK;2;-;;
NATCHAPAN;2;-;;
NATCHAPORN;2;-;;
NATCHAREE;4;-;;
NATCHAYA;19;37;;
NATCHAYAPORN;2;-;;
NATCHUDA;2;-;;
NATDA;2;-;;
NATE;3;-;;
NATELA;8;-;;
NATELLA;10;42,2;;
NATERCIA;2;-;;
NATHA;2;-;;
NATHALEE;18;24,7;;
NATHALI;168;29,1;;
NATHALIA;135;24,6;;
NATHÁLIA;2;-;;
NATHALIE;9413;26,6;;
NATHALIÉ;59;30,9;;
NÁTHALIE;5;-;;
NATHALII;4;-;;
NATHALIN;3;-;;
NATHALINA;4;-;;
NATHALINE;5;-;;
NATHALIYA;3;-;;
NATHALY;51;29,6;;
NATHALYA;10;18,2;;
NATHAMON;2;-;;
NATHAN;8;-;;
NATHANELLE;5;-;;
NATHANIA;12;7,4;;
NATHANIEL;5;-;;
NATHANIM;2;-;;
NATHANJA;2;-;;
NATHANYA;5;-;;
NATHAPORN;2;-;;
NATHARA;2;-;;
NATHASHA;6;-;;
NATHASJA;2;-;;
NATHATHAI;2;-;;
NATHAWADEE;2;-;;
NATHEA;12;9,9;;
NATHELIE;2;-;;
NATHIDA;6;-;;
NATHIRA;2;-;;
NATI;3;-;;
NATIA;37;37,1;;
NATIDA;2;-;;
NATIJA;2;-;;
NATIKA;2;-;;
NATINA;2;-;;
NATISCHA;3;-;;
NATISHA;5;-;;
NATIVIDAD;22;66,4;;
NATJA;4;-;;
NATJAREE;2;-;;
NATKAY;2;-;;
NATLADA;2;-;;
NATNAREE;7;-;;
NATNARI;2;-;;
NATNET;2;-;;
NATNICHA;24;27,4;;
NATO;8;-;;
NATOMA;2;-;;
NATOU;4;-;;
NATPATSORN;2;-;;
NATRA;3;-;;
NATRADA;2;-;;
NATRAN;7;-;;
NATSANET;5;-;;
NATSENET;13;37;;
NATSENT;2;-;;
NATSHA;2;-;;
NATSIMA;2;-;;
NATSINET;35;35,6;;
NATSNET;83;32,3;;
NATSUDA;7;-;;
NATSUKI;5;-;;
NATSUKO;8;-;;
NATSUMI;8;-;;
NATTA;6;-;;
NATTACHA;5;-;;
NATTAKAN;7;-;;
NATTAKARN;3;-;;
NATTAKITTA;2;-;;
NATTALI;4;-;;
NATTALIE;13;24,1;;
NATTALY;2;-;;
NATTAMON;4;-;;
NATTANAN;4;-;;
NATTANEE;2;-;;
NATTANICHA;8;-;;
NATTAPORN;11;44,1;;
NATTARAT;2;-;;
NATTARIKA;2;-;;
NATTAWADEE;3;-;;
NATTAWAN;12;40,6;;
NATTAWIPA;2;-;;
NATTAYA;35;42,6;;
NATTHA;9;-;;
NATTHACHA;3;-;;
NATTHAKAMON;2;-;;
NATTHAKAN;11;37,3;;
NATTHAKARN;3;-;;
NATTHAKORN;2;-;;
NATTHAKRITTA;2;-;;
NATTHAMON;10;36,2;;
NATTHANAN;9;-;;
NATTHANICHA;12;37,3;;
NATTHANIT;2;-;;
NATTHAPHAT;5;-;;
NATTHAPHON;6;-;;
NATTHAPHORN;3;-;;
NATTHAPORN;12;43,7;;
NATTHARIKA;6;-;;
NATTHARIN;2;-;;
NATTHATHIDA;3;-;;
NATTHAVADEE;2;-;;
NATTHAWADEE;2;-;;
NATTHAWAN;5;-;;
NATTHAYA;8;-;;
NATTHICHA;4;-;;
NATTHIDA;14;31,2;;
NATTHINAN;2;-;;
NATTHINEE;2;-;;
NATTHITA;2;-;;
NATTHIYA;4;-;;
NATTICHA;2;-;;
NATTIDA;6;-;;
NATTIKA;3;-;;
NATTIYA;6;-;;
NATYRA;12;32,3;;
NATYRE;3;-;;
NAUAL;7;-;;
NAULA;2;-;;
NAUME;2;-;;
NAUMI;2;-;;
NAUMKA;2;-;;
NAURA;2;-;;
NAURAH;3;-;;
NAURAS;5;-;;
NAUREEN;11;28,9;;
NAURIN;2;-;;
NAUSHEEN;6;-;;
NAUSIKAA;3;-;;
NAVA;18;16,5;;
NAVAH;3;-;;
NAVAL;9;-;;
NAVANEETHA;3;-;;
NAVANYA;4;-;;
NAVAPORN;2;-;;
NAVARA;2;-;;
NAVARANA;2;-;;
NAVARAT;4;-;;
NAVDEEP;8;-;;
NAVEAH;2;-;;
NAVEED;2;-;;
NAVEEDA;4;-;;
NAVEELA;2;-;;
NAVEEN;4;-;;
NAVEENA;3;-;;
NAVEERA;2;-;;
NAVI;6;-;;
NAVIA;3;-;;
NAVIDA;8;-;;
NAVIDEH;4;-;;
NAVIKA;7;-;;
NAVILA;5;-;;
NAVIN;16;12,6;;
NAVINA;4;-;;
NAVISA;2;-;;
NAVISHA;6;-;;
NAVITA;4;-;;
NAVJOT;6;-;;
NAVNEET;13;29,3;;
NAVNIT;2;-;;
NAVODA;3;-;;
NAVPREET;7;-;;
NAVREET;6;-;;
NAVRUZ;46;47,8;;
NAVY;4;-;;
NAVYA;39;20,6;;
NAW;23;35,4;;
NAWA;10;23,5;;
NAWAAL;49;15,2;;
NAWAD;4;-;;
NAWAL;694;37,6;;
NAWALL;3;-;;
NAWAPHAT;2;-;;
NAWAPHON;4;-;;
NAWAPORN;8;-;;
NAWAR;48;29,5;;
NAWARA;14;26,9;;
NAWARAT;12;31,8;;
NAWAT;2;-;;
NAWAZ;2;-;;
NAWBAHAR;2;-;;
NAWE;2;-;;
NAWEL;15;33,5;;
NAWIDA;2;-;;
NAWIKA;2;-;;
NAWIN;3;-;;
NAWINDA;2;-;;
NAWRAS;21;35,5;;
NAWRAZ;3;-;;
NAWRES;17;30,8;;
NAWRIN;2;-;;
NAWROOZ;3;-;;
NAWROS;2;-;;
NAWROUZ;2;-;;
NAWROZ;17;40,9;;
NAWWAR;6;-;;
NAXHIE;3;-;;
NAXHIJE;21;52,3;;
NAY;12;23,9;;
NAYA;649;8,2;;
NAYAAB;2;-;;
NAYAB;26;23,5;;
