;;;;
Tilltalsnamn, antal bärare och medelålder för folkbokförda kvinnor 31 december 2022;;;;
Tilltalsnamn med minst två bärare, medelålder redovisas där antal bärare är 10 eller fler;;;;
;;;;
Tilltalsnamn;Antal bärare;Medelålder;;
PRANIT;4;-;;
PRANITA;8;-;;
PRANITHA;4;-;;
PRANJALI;2;-;;
PRANOM;55;53,9;;
PRANORM;3;-;;
PRANSA;3;-;;
PRANSHI;2;-;;
PRANVERA;73;34,6;;
PRAPA;3;-;;
PRAPAI;20;50,4;;
PRAPAPAN;2;-;;
PRAPAPON;3;-;;
PRAPAPORN;23;41,5;;
PRAPASRI;6;-;;
PRAPASSON;2;-;;
PRAPASSORN;6;-;;
PRAPATSON;3;-;;
PRAPATSORN;15;43,1;;
PRAPHA;5;-;;
PRAPHAI;16;57,4;;
PRAPHAIPHAN;2;-;;
PRAPHAPHAN;2;-;;
PRAPHAPHORN;2;-;;
PRAPHAPORN;10;40,8;;
PRAPHASRI;3;-;;
PRAPHATSARA;2;-;;
PRAPHATSON;6;-;;
PRAPHATSORN;4;-;;
PRAPHAWAN;2;-;;
PRAPHRAI;2;-;;
PRAPTHI;2;-;;
PRAPTI;9;-;;
PRARICHAT;2;-;;
PRARTHANA;5;-;;
PRASAI;4;-;;
PRASANNA;6;-;;
PRASANTHI;4;-;;
PRASEEDA;2;-;;
PRASHAMSA;2;-;;
PRASHANTHI;3;-;;
PRASIT;5;-;;
PRASONG;4;-;;
PRATANA;3;-;;
PRATEEKSHA;2;-;;
PRATHANA;2;-;;
PRATHAPAGE;2;-;;
PRATHEEKSHA;2;-;;
PRATHEEP;2;-;;
PRATHIBA;3;-;;
PRATHIBHA;9;-;;
PRATHIMA;2;-;;
PRATHUAN;4;-;;
PRATHUANG;4;-;;
PRATHUM;4;-;;
PRATHUMPORN;3;-;;
PRATHUMTHONG;2;-;;
PRATHUSHA;2;-;;
PRATHYUSHA;7;-;;
PRATIBHA;21;36,3;;
PRATIKSHA;8;-;;
PRATIMA;13;43,2;;
PRATIN;2;-;;
PRATIVA;3;-;;
PRATOOM;3;-;;
PRATSANEE;2;-;;
PRATSANI;2;-;;
PRATTANA;2;-;;
PRATTHANA;12;43,4;;
PRATUANG;2;-;;
PRATUMTIP;2;-;;
PRATYAKSHA;2;-;;
PRATYUSHA;2;-;;
PRAVALIKA;2;-;;
PRAVALLIKA;4;-;;
PRAVEENA;18;39,3;;
PRAVINA;2;-;;
PRAWEENA;5;-;;
PRAWET;2;-;;
PRAWINA;3;-;;
PRAWNAPA;2;-;;
PRAWPAN;2;-;;
PRAYAD;8;-;;
PRAYAT;4;-;;
PRAYER;2;-;;
PRAYOM;2;-;;
PRAYONG;8;-;;
PRAYOON;8;-;;
PRAYUN;2;-;;
PRECIEUSE;3;-;;
PRECILA;3;-;;
PRECILIA;5;-;;
PRECIOSA;2;-;;
PRECIOUS;70;21,7;;
PRECY;4;-;;
PRECYL;2;-;;
PREECHAYA;2;-;;
PREEDA;9;-;;
PREESHA;2;-;;
PREET;9;-;;
PREETHA;7;-;;
PREETHI;22;31,9;;
PREETI;51;35,8;;
PREEYA;9;-;;
PREEYADA;2;-;;
PREEYANAN;3;-;;
PREEYANAT;3;-;;
PREEYAPORN;3;-;;
PREKSHA;5;-;;
PREM;6;-;;
PREMA;13;44,9;;
PREMALATHA;3;-;;
PREMAWATHIE;2;-;;
PREMILA;3;-;;
PREMRUDEE;5;-;;
PREMRUEDEE;3;-;;
PREMRUEDI;3;-;;
PREMSIRI;2;-;;
PREMTIME;4;-;;
PREMYUDA;3;-;;
PRENA;7;-;;
PRENKA;2;-;;
PRERANA;7;-;;
PRERNA;17;37,6;;
PRESCILA;4;-;;
PRESCILIA;3;-;;
PRESCILLIA;2;-;;
PRESCIOUS;2;-;;
PRESLEY;4;-;;
PRESTHANS;2;-;;
PRETTY;6;-;;
PRIA;4;-;;
PRIANKA;6;-;;
PRICILA;3;-;;
PRICILLA;18;26,3;;
PRIM;9;-;;
PRIMA;9;-;;
PRIMITIVA;3;-;;
PRIMROSE;9;-;;
PRINCELLA;2;-;;
PRINCESA;2;-;;
PRINCESS;93;19,7;;
PRINCESSE;14;16,9;;
PRINCIA;4;-;;
PRINCILIA;3;-;;
PRINCY;8;-;;
PRISANA;12;45,8;;
PRISCA;48;33,3;;
PRISCELLA;2;-;;
PRISCILA;76;37,2;;
PRISCILIA;4;-;;
PRISCILLA;197;35,9;;
PRISCILLE;4;-;;
PRISCILLIA;5;-;;
PRISCYLA;2;-;;
PRISCYLLA;2;-;;
PRISHA;24;8,8;;
PRISILA;2;-;;
PRISILLA;3;-;;
PRISKA;10;43,6;;
PRISKILLA;6;-;;
PRISSANA;2;-;;
PRITA;2;-;;
PRITAM;2;-;;
PRITHA;4;-;;
PRITI;20;37,3;;
PRITIKA;2;-;;
PRITSANA;3;-;;
PRIYA;125;31,6;;
PRIYADARSHANI;4;-;;
PRIYADARSHINI;13;29,4;;
PRIYADARSINI;7;-;;
PRIYADHARSHANI;2;-;;
PRIYADHARSHINI;10;33,4;;
PRIYADHARSINI;4;-;;
PRIYAL;3;-;;
PRIYAMVADA;3;-;;
PRIYANA;2;-;;
PRIYANGA;2;-;;
PRIYANGANI;3;-;;
PRIYANGIKA;3;-;;
PRIYANI;2;-;;
PRIYANJALI;2;-;;
PRIYANKA;183;33;;
PRIYANKABEN;2;-;;
PRIYANSHI;6;-;;
PRIYANTHI;6;-;;
PRIYANUCH;2;-;;
PRIYANUT;6;-;;
PRIYAPHON;2;-;;
PROCA;2;-;;
PROGRESS;3;-;;
PROMEDIE;2;-;;
PROMILA;2;-;;
PROMISE;6;-;;
PROMPORN;4;-;;
PRONOTI;2;-;;
PROSCOVIA;5;-;;
PROSHA;11;25,7;;
PROSSY;8;-;;
PROTIVA;2;-;;
PROVIDENCE;3;-;;
PRSHING;3;-;;
PRSHNG;2;-;;
PRUDENCE;12;40,1;;
PRUDENCIA;5;-;;
PRUNE;2;-;;
PRUSHA;7;-;;
PRUTHVI;2;-;;
PU;5;-;;
PUA;4;-;;
PUANGPET;3;-;;
PUANGTONG;2;-;;
PUCK;70;33,3;;
PUFF;2;-;;
PUI;25;55,2;;
PUJA;25;34,6;;
PUJARINI;2;-;;
PUK;2;-;;
PULMU;4;-;;
PUMA;13;25,4;;
PUNAM;3;-;;
PUNE;2;-;;
PUNG;2;-;;
PUNIKA;3;-;;
PUNIT;2;-;;
PUNITA;2;-;;
PUNNADA;7;-;;
PUNNAPHA;2;-;;
PUNNEE;3;-;;
PUNNISA;2;-;;
PUNYANUCH;9;-;;
PUNYANUT;4;-;;
PUNYAWEE;2;-;;
PUNYISA;2;-;;
PURA;5;-;;
PURABI;3;-;;
PURBA;3;-;;
PUREVSUREN;10;47,6;;
PURICHA;2;-;;
PURIDA;2;-;;
PURIFICACION;6;-;;
PURISIMA;3;-;;
PURITA;7;-;;
PURITY;17;17,3;;
PURNIMA;16;38,8;;
PURVA;2;-;;
PURVI;10;23,6;;
PUSA;2;-;;
PUSHPA;32;54;;
PUSHPABEN;2;-;;
PUSHPALATHA;3;-;;
PUSHPANJALI;2;-;;
PUSHPARANI;4;-;;
PUSHYA;2;-;;
PUSPA;5;-;;
PUSPANJALI;2;-;;
PUSPITA;6;-;;
PUTRI;3;-;;
PUTSADEE;3;-;;
PUTTARAWADEE;2;-;;
PUTU;4;-;;
PY;89;29,4;;
PYA;6;-;;
PYAN;2;-;;
PYE;7;-;;
PYRA;5;-;;
PYRET;32;39,2;;
PYROLA;6;-;;
PYSSE;5;-;;
PYTTAN;8;-;;
PYTTE;7;-;;
PÅLINA;2;-;;
PÄ;2;-;;
PÄBEL;2;-;;
PÄIVI;854;59,4;;
PÄIVIKKI;21;64;;
PÄIVI-LEENA;2;-;;
PÄLVI;2;-;;
PÄRLA;51;13,8;;
PÄRLAN;2;-;;
PÄRNILLA;28;48,2;;
PÄRSLA;2;-;;
QAALI;42;29,4;;
QABAS;12;34,9;;
QABEELAH;2;-;;
QABILA;2;-;;
QABUUL;4;-;;
QADAN;11;26,5;;
QADAR;2;-;;
QADIIJO;12;45,6;;
QADIJA;3;-;;
QADIJO;12;35,8;;
QADRA;32;32;;
QADRIA;4;-;;
QADRIYA;9;-;;
QADRO;40;31,9;;
QAISARA;2;-;;
QAISRA;3;-;;
QALI;39;28,1;;
QALIN;2;-;;
QAMAR;223;26,2;;
QAMARNAZ;2;-;;
QAMER;2;-;;
QAMILE;34;50,3;;
QAMILLA;6;-;;
QAMR;2;-;;
QANANI;3;-;;
QANDEEL;4;-;;
QANDI;4;-;;
QANDIGOL;2;-;;
QANIA;2;-;;
QANITA;2;-;;
QARIN;7;-;;
QAROLINE;2;-;;
QATAR;5;-;;
QATR;3;-;;
QATRANADA;2;-;;
QAZAL;2;-;;
QAZI;4;-;;
QEFSER;3;-;;
QEFSERE;12;45,5;;
QENA;2;-;;
QENDRES;3;-;;
QENDRESA;92;28,5;;
QËNDRESA;14;26,6;;
QENDRESE;9;-;;
QËNDRESË;3;-;;
QERIME;8;-;;
QI;71;41,2;;
QIA;5;-;;
QIAN;76;37,7;;
QIANA;2;-;;
QIANHUI;3;-;;
QIANLI;2;-;;
QIANQIAN;14;32,1;;
QIANRU;5;-;;
QIANWEN;6;-;;
QIANYAO;2;-;;
QIANYI;5;-;;
QIANYING;3;-;;
QIANYU;6;-;;
QIANYUN;2;-;;
QIAO;6;-;;
QIAOLI;4;-;;
QIAOLING;2;-;;
QIAOQIAO;2;-;;
QIAOWEI;2;-;;
QIAOYAN;2;-;;
QIAOYING;2;-;;
QIAOYUN;3;-;;
QIAOZHEN;2;-;;
QIARA;2;-;;
QIBRIJE;3;-;;
QIFENG;2;-;;
QIHAN;2;-;;
QIHUA;3;-;;
QIHUI;2;-;;
QIJIE;2;-;;
QIJUN;2;-;;
QILAN;2;-;;
QILIAN;3;-;;
QILIN;3;-;;
QIM;7;-;;
QIN;45;42,4;;
QINA;5;-;;
QINDA;2;-;;
QING;66;44,2;;
QINGHUA;4;-;;
QINGMEI;3;-;;
QINGQING;14;32;;
QINGWEN;2;-;;
QINGXIA;4;-;;
QINGXUAN;2;-;;
QINGYA;2;-;;
QINGYAN;5;-;;
QINGYANG;4;-;;
QINGYU;4;-;;
QINGYUAN;2;-;;
QINGYUN;4;-;;
QINGZHU;2;-;;
QINMEI;2;-;;
QINNA;2;-;;
QINXIN;3;-;;
QINYI;4;-;;
QINYU;2;-;;
QIONG;28;44,1;;
QIONGFANG;2;-;;
QIONGLIN;2;-;;
QIQI;2;-;;
QIRAT;2;-;;
QIRONG;2;-;;
QISANET;2;-;;
QISMAH;2;-;;
QITHARA;2;-;;
QIU;4;-;;
QIUHONG;4;-;;
QIUMEI;3;-;;
QIUPING;6;-;;
QIUQIONG;2;-;;
QIUSHI;2;-;;
QIUXIA;4;-;;
QIUYA;2;-;;
QIUYAN;3;-;;
QIUYU;4;-;;
QIUYUE;6;-;;
QIUYUN;3;-;;
QIXIU;2;-;;
QIYAN;2;-;;
QIYAO;2;-;;
QIZHEN;2;-;;
QLARA;3;-;;
QODSIA;2;-;;
QORAN;3;-;;
QRISTINA;4;-;;
QSANET;3;-;;
QU;3;-;;
QUAMAR;2;-;;
QUAN;13;50,1;;
QUANG;8;-;;
QUAY;2;-;;
QUAZI;4;-;;
QUBRA;2;-;;
QUDSIA;23;37,5;;
QUE;13;48,4;;
QUEEN;47;26,2;;
QUEENETTE;2;-;;
QUEENIE;17;28,1;;
QUEENNIE;3;-;;
QUEENSLY;2;-;;
QUENIE;2;-;;
QUENNIE;2;-;;
QUERALT;2;-;;
QUÉREN;2;-;;
QUESTAN;3;-;;
QUI;8;-;;
QUILLA;2;-;;
QUIMEY;2;-;;
QUIN;2;-;;
QUINCI;2;-;;
QUINCY;2;-;;
QUINN;44;9,3;;
QUINNIE;2;-;;
QUINTA;5;-;;
QUINTESSA;2;-;;
QUIRINE;2;-;;
QULUD;2;-;;
QULUUD;2;-;;
QUMAN;8;-;;
QUMAR;3;-;;
QUMRI;3;-;;
QUN;13;48,9;;
QUNFENG;2;-;;
QUNLI;2;-;;
QUNYING;2;-;;
QUOC;5;-;;
QURA;2;-;;
QURAISH;2;-;;
QURAT;24;31,1;;
QURATUL;3;-;;
QURATULAIN;3;-;;
QUREESH;2;-;;
QURESH;5;-;;
QURESHA;2;-;;
QURESHO;3;-;;
QUREYSH;3;-;;
QURRAT;5;-;;
QURRATUL;2;-;;
QUY;6;-;;
QUYEN;18;45,7;;
QUYÊN;3;-;;
QUYNH;59;26,8;;
RAADIYA;3;-;;
RAAHA;2;-;;
RAAHI;2;-;;
RAAHO;12;36,4;;
RAAIDA;3;-;;
RAAINA;2;-;;
RAAJA;2;-;;
RAAKEL;23;75,3;;
RAANA;11;37,1;;
RAAQIYA;8;-;;
RAAQIYO;3;-;;
RAAVEE;2;-;;
RAAVI;2;-;;
RAAWI;2;-;;
RAAXA;2;-;;
RAAXO;5;-;;
RABA;28;49;;
RABAA;33;40,9;;
RABAAB;3;-;;
RABAAH;4;-;;
RABAB;131;39,9;;
RABAH;18;52,2;;
RABAIL;5;-;;
RABAKA;3;-;;
RABAYA;2;-;;
RABBIA;3;-;;
RABBIYA;4;-;;
RABE;4;-;;
RABEA;27;43,4;;
RABEAA;8;-;;
RABEAH;11;51;;
RABEB;6;-;;
RABECCA;2;-;;
RABEE;3;-;;
RABEEA;7;-;;
RABEEAH;3;-;;
RABEEH;8;-;;
RABEEYA;2;-;;
RABEH;3;-;;
RABEHA;8;-;;
RABEKA;2;-;;
RABELLA;4;-;;
RABEYA;19;39,3;;
RABHA;15;59,1;;
RABHAH;2;-;;
RABI;3;-;;
RABIA;385;35,6;;
RABIAA;40;49,8;;
RABIAAH;4;-;;
RABIAB;8;-;;
RABIAH;12;41,2;;
RABIAL;2;-;;
RABIAN;2;-;;
RABIAP;2;-;;
RABIATU;2;-;;
RABICA;3;-;;
RABIE;7;-;;
RABIEH;2;-;;
RABIHA;27;50,7;;
RABIICO;2;-;;
RABIJA;75;60,3;;
RABIJE;51;43,5;;
RABIKA;2;-;;
RABINA;5;-;;
RABISA;3;-;;
RABISHE;6;-;;
RABITA;8;-;;
RABIYA;19;23,2;;
RABIYE;9;-;;
RABKA;2;-;;
RABYA;3;-;;
RACEL;5;-;;
RACHA;98;33,7;;
RACHADAPORN;2;-;;
RACHAEL;54;33;;
RACHANA;12;33,9;;
RACHANEE;5;-;;
RACHANEEKORN;3;-;;
RACHATA;3;-;;
RACHAWAN;2;-;;
RACHAYA;3;-;;
RACHE;3;-;;
RACHEAL;22;30;;
RACHEL;536;33;;
RACHÉL;2;-;;
RACHÈL;2;-;;
RACHELA;3;-;;
RACHELE;11;36,3;;
RACHELL;7;-;;
RACHELLE;57;32,4;;
RACHIDA;81;50,6;;
RACHIL;7;-;;
RACHITA;3;-;;
RACHNA;9;-;;
RACINE;2;-;;
RACQUEL;7;-;;
RADA;129;53;;
RADAH;4;-;;
RADANA;5;-;;
RADENKA;8;-;;
RADHA;38;37,4;;
RADHABAI;2;-;;
RADHIA;20;52,2;;
RADHIKA;58;35,4;;
RADHIYAH;5;-;;
RADIA;47;42,6;;
RADIAH;4;-;;
RADICA;42;57,1;;
RADIE;3;-;;
RADIEH;5;-;;
RADIFA;3;-;;
RADIJA;2;-;;
RADIMA;7;-;;
RADIMKHAN;2;-;;
RADINA;8;-;;
RADINKA;14;60,1;;
RADISLAVA;2;-;;
RADITA;5;-;;
RADIYA;11;34,6;;
RADIYAH;2;-;;
RADJA;2;-;;
RADJAA;3;-;;
RADKA;18;54,4;;
RADMILA;285;59,9;;
RADMILLA;2;-;;
RADOJKA;72;68,6;;
RADOMIRKA;3;-;;
RADOSAVA;12;71;;
RADOSLAVA;7;-;;
RADOSLAVKA;5;-;;
RADOSLAWA;3;-;;
RADOSOVA;3;-;;
RADOST;3;-;;
RADOSTINA;11;43,9;;
RADOSVETA;3;-;;
RADOVANKA;5;-;;
RADULKA;2;-;;
RADUNKA;5;-;;
RADVILE;6;-;;
RADWA;17;25,4;;
RADWAH;2;-;;
RADYA;7;-;;
RAE;21;32;;
RAEAN;2;-;;
RAEDA;57;43,3;;
RAEDAH;3;-;;
RAEEDA;2;-;;
RAEESA;4;-;;
RAEFA;2;-;;
RAEFAH;2;-;;
RAEI;2;-;;
RAEIFA;4;-;;
RAEM;2;-;;
RAENA;4;-;;
RAEVEN;2;-;;
RAEWYN;2;-;;
RAEY;2;-;;
RAFA;19;29,8;;
RAFAA;13;45;;
RAFAD;2;-;;
RAFAELA;165;20,8;;
RAFAELLA;53;14,7;;
RAFAH;89;38,5;;
RAFAILIA;5;-;;
RAFAL;73;27,2;;
RAFAQAT;2;-;;
RAFAT;16;57,4;;
RAFEDA;6;-;;
RAFEEF;14;27,3;;
RAFEF;14;14,9;;
RAFEL;12;25,5;;
RAFELA;2;-;;
RAFETA;6;-;;
RAFETE;6;-;;
RAFFAELA;9;-;;
RAFFAELLA;29;32,4;;
RAFIA;35;33,2;;
RAFIAT;2;-;;
RAFIATOU;2;-;;
RAFIDA;19;54,9;;
RAFIE;4;-;;
RAFIEH;2;-;;
RAFIF;84;13,3;;
RAFIGA;2;-;;
RAFIGHEH;2;-;;
RAFIJA;3;-;;
RAFIKA;16;55,9;;
RAFINA;3;-;;
RAFIQA;2;-;;
RAFIYA;4;-;;
RAFIYE;2;-;;
RAFKA;8;-;;
RAFYA;2;-;;
RAGA;6;-;;
RAGAA;7;-;;
RAGAD;64;23,1;;
RAGBET;2;-;;
RAGBETE;3;-;;
RAGD;6;-;;
RAGDA;34;33,6;;
RAGDAA;5;-;;
RAGDAH;2;-;;
RAGDHA;2;-;;
RAGED;5;-;;
RAGGAD;2;-;;
RAGHAD;467;25,9;;
RAGHADA;3;-;;
RAGHD;45;19,1;;
RAGHDA;115;35,7;;
RAGHDAA;53;41,6;;
RAGHDAH;16;32,1;;
RAGHED;19;16,7;;
RAGHEDA;8;-;;
RAGHEDAH;2;-;;
RAGHEED;2;-;;
RAGHID;2;-;;
RAGHIDA;14;47,9;;
RAGI;2;-;;
RAGIA;4;-;;
RAGINI;11;32,9;;
RAGNA;402;64,1;;
RAGNA-LENA;4;-;;
RAGNBORG;9;-;;
RAGNE;6;-;;
RAGNFRID;4;-;;
RAGNHEIDUR;25;44,3;;
RAGNHEIÐUR;2;-;;
RAGNHILD;1777;75,9;;
RAGNHILDUR;15;40,3;;
RAGNI;64;70,3;;
RAGNI-MAJ;2;-;;
RAGNVEI;2;-;;
RAGNVEIG;2;-;;
RAGNVI;90;76,1;;
RAGNVY;8;-;;
RAGNY;23;75,3;;
RAGSANA;3;-;;
RAHA;88;25,5;;
RAHAB;11;37,3;;
RAHAF;636;20,5;;
RAHAMA;11;23,5;;
RAHAN;2;-;;
RAHANA;7;-;;
RAHASET;7;-;;
RAHAT;15;43,4;;
RAHATUL;2;-;;
RAHAWA;3;-;;
RAHBOT;3;-;;
RAHEAL;4;-;;
RAHEEL;9;-;;
RAHEELA;13;46,4;;
RAHEEMA;4;-;;
RAHEEMAH;3;-;;
RAHEEQ;2;-;;
RAHEESA;2;-;;
RAHEF;3;-;;
RAHEIL;2;-;;
RAHEL;422;35,5;;
RÁHEL;2;-;;
RAHELA;45;27,4;;
RAHELE;20;40,6;;
RAHELEH;72;40,2;;
RAHELL;3;-;;
RAHELLA;3;-;;
RAHEMA;6;-;;
RAHENA;2;-;;
RAHEWA;6;-;;
RAHF;31;18,2;;
RAHIEL;16;27,3;;
RAHIF;2;-;;
RAHIIMA;7;-;;
RAHIL;84;41,8;;
RAHILA;40;34,2;;
RAHILE;2;-;;
RAHILEH;3;-;;
RAHIM;2;-;;
RAHIMA;205;41,7;;
RAHIMAH;2;-;;
RAHIMAKHANIM;3;-;;
RAHIME;87;48,3;;
RAHIMEH;19;45,3;;
RAHIMO;5;-;;
RAHIN;2;-;;
RAHINA;2;-;;
RAHIQ;3;-;;
RAHIYA;2;-;;
RAHM;2;-;;
RAHMA;681;27,6;;
RAHMAA;2;-;;
RAHMAH;33;23,5;;
RAHMAN;3;-;;
RAHMANA;19;30,9;;
RAHMAT;4;-;;
RAHMATI;2;-;;
RAHMATOU;3;-;;
RAHME;10;26,3;;
RAHMEH;6;-;;
RAHMET;3;-;;
RAHMI;2;-;;
RAHMINA;2;-;;
RAHMIYE;4;-;;
RAHMO;136;30;;
RAHMOUNA;3;-;;
RAHNA;2;-;;
RAHNUMA;6;-;;
RAHO;46;38,9;;
RAHSAN;8;-;;
RAHSI;9;-;;
RAHUA;2;-;;
RAHWA;271;32,8;;
RAI;11;16,5;;
RAIA;16;36,1;;
RAIAN;16;15,1;;
RAIANA;8;-;;
RAICHA;2;-;;
RAIDA;71;40,4;;
RAIDAH;4;-;;
RAIDY;2;-;;
RAIEDA;3;-;;
RAIFA;16;39,9;;
RAIFE;2;-;;
RAIHA;3;-;;
RAIHAN;7;-;;
RAIHANA;52;23,3;;
RAIHANAH;5;-;;
RAIHANEH;2;-;;
RAIHONA;2;-;;
RAIJA;1054;71,8;;
RAIJA LEENA;2;-;;
RAIJA LIISA;2;-;;
RAIJA-LIISA;9;-;;
RAIJAN;2;-;;
RAIKA;3;-;;
RAIKHAN;3;-;;
RAILA;51;70,5;;
RAILEY;2;-;;
RAILI;680;77,4;;
RAILIE;2;-;;
RAIMA;16;21,1;;
RAIMAS;11;12;;
RAIMONDA;42;37,3;;
RAIMUNDA;7;-;;
RAIMY;2;-;;
RAIN;17;19,8;;
RAINA;49;51,4;;
RAINE;17;66,8;;
RAINI;6;-;;
RAINY;6;-;;
RAIQA;2;-;;
RAISA;132;43;;
RAISAT;3;-;;
RAISHA;5;-;;
RAISSA;27;39;;
RAÏSSA;3;-;;
RAITA;8;-;;
RAIYA;4;-;;
RAIYAN;4;-;;
RAIZA;8;-;;
RAJ;7;-;;
RAJA;123;47,9;;
RAJAA;218;46;;
RAJÁA;2;-;;
RAJAB;2;-;;
RAJAD;2;-;;
RAJAE;13;43,4;;
RAJALAKSHMI;13;33,9;;
RAJAN;17;21,5;;
RAJANA;42;10,5;;
RAJANI;20;40,7;;
RAJANIDEVI;2;-;;
RAJASHREE;5;-;;
RAJASHRI;2;-;;
RAJBIR;4;-;;
RAJDA;2;-;;
RAJDEEP;4;-;;
RAJEHA;2;-;;
RAJESHWARI;9;-;;
RAJESWARI;11;33;;
RAJFA;13;68,3;;
RAJHA;2;-;;
RAJHAD;2;-;;
RAJI;3;-;;
RAJIA;9;-;;
RAJIFA;2;-;;
RAJIHA;12;66,9;;
RAJIMA;2;-;;
RAJINA;6;-;;
RAJINDER;11;54,5;;
RAJINI;3;-;;
RAJITHA;10;33,9;;
RAJJA;2;-;;
RAJKA;32;57,2;;
RAJKUMARI;2;-;;
RAJMONDA;33;34,2;;
RAJNA;27;56,7;;
RAJNANDINI;2;-;;
RAJNEET;2;-;;
RAJNI;15;45,8;;
RAJRANI;2;-;;
RAJSHREE;2;-;;
RAJVEER;3;-;;
RAJVINDER;3;-;;
RAJWA;4;-;;
RAJWAN;3;-;;
RAJWANA;2;-;;
RAJWANT;3;-;;
RAJWINDER;13;40;;
RAJYALAKSHMI;4;-;;
RAK;2;-;;
RAKAD;2;-;;
RAKCHANOK;6;-;;
RAKEB;16;11,3;;
RAKEL;786;40,5;;
RAKELE;3;-;;
RAKHA;2;-;;
RAKHEE;5;-;;
RAKHI;15;41,3;;
RAKHIA;2;-;;
RAKHSHANDA;7;-;;
RAKHSHANDEH;7;-;;
RAKHSHINDA;3;-;;
RAKHY;2;-;;
RAKI;3;-;;
RAKIA;25;33,8;;
RAKIAH;2;-;;
RAKIB;3;-;;
RAKIBE;5;-;;
RAKIEB;3;-;;
RAKIL;2;-;;
RAKIYA;3;-;;
RAKKHANA;5;-;;
RAKSHA;10;31,2;;
RAKSHANA;2;-;;
RAKSHIKA;2;-;;
RAKSHITA;2;-;;
RAKSHITHA;7;-;;
RAKSINA;2;-;;
RALA;4;-;;
RALDA;5;-;;
RALIA;2;-;;
RALINA;3;-;;
RALITSA;10;37,3;;
RALITZA;2;-;;
RALIYA;3;-;;
RALUCA;107;35,1;;
RALUCA-ELENA;2;-;;
RALUCA-GABRIELA;2;-;;
RALUCA-IOANA;2;-;;
RALUCA-MARIA;2;-;;
RALUCA-MIHAELA;2;-;;
RAM;2;-;;
RAMA;803;22,2;;
RAMAA;6;-;;
RAMADAN;2;-;;
RAMADEVI;2;-;;
RAMAH;10;21,4;;
RAMAJANA;15;33,3;;
RAMAK;8;-;;
RAMALAKSHMI;3;-;;
RAMALLAH;2;-;;
RAMAN;7;-;;
RAMANDEEP;12;33,2;;
RAMANI;4;-;;
RAMANJEET;2;-;;
RAMANJIT;4;-;;
RAMANJOT;2;-;;
RAMANPREET;4;-;;
RAMAPRIYA;2;-;;
RAMAS;4;-;;
RAMAT;3;-;;
RAMATA;3;-;;
RAMATOU;2;-;;
RAMATOULAYE;9;-;;
RAMATOULIE;27;31,8;;
RAMATU;6;-;;
RAMAZ;2;-;;
RAMEA;4;-;;
RAMEEN;27;10,6;;
RAMEESHA;8;-;;
RAMELLA;3;-;;
RAMESH;13;52;;
RAMESHA;2;-;;
RAMESHWARI;2;-;;
RAMIA;103;38,2;;
RAMIDA;14;42,5;;
RAMIJA;11;45,8;;
RAMIJE;3;-;;
RAMILA;11;37,6;;
RAMILIA;2;-;;
RAMILYA;5;-;;
RAMIN;4;-;;
RAMINA;42;23,5;;
RAMINNA;2;-;;
RAMINTA;31;31,6;;
RAMIRA;3;-;;
RAMISA;10;17;;
RAMISHA;5;-;;
RAMITA;6;-;;
RAMIYA;3;-;;
RAMIZA;178;54;;
RAMIZE;44;44;;
RAMKA;6;-;;
RAMLA;83;24,9;;
RAMLAH;7;-;;
RAMLO;43;22,3;;
RAMN;2;-;;
RAMNAT;4;-;;
RAMON;2;-;;
RAMONA;872;43,6;;
RAMÓNA;5;-;;
RAMONA-DANIELA;2;-;;
RAMONA-MARIA;2;-;;
RAMONITA;2;-;;
RAMOON;2;-;;
RAMOU;13;36,7;;
RAMPA;2;-;;
RAMPAI;7;-;;
RAMPHAI;8;-;;
RAMPHAN;2;-;;
RAMPHUENG;4;-;;
RAMPHUNG;3;-;;
RAMPUENG;3;-;;
RAMSHA;10;25,1;;
RAMSINA;5;-;;
RAMTA;3;-;;
RAMTHA;3;-;;
RAMUNE;32;38,5;;
RAMUNÉ;9;-;;
RAMUTE;7;-;;
RAMUTÉ;2;-;;
RAMYA;74;34,1;;
RAMYAI;2;-;;
RAMYALATHA;2;-;;
RAMZA;7;-;;
RAMZEIA;2;-;;
RAMZIA;43;53,8;;
RAMZIE;4;-;;
RAMZIEA;2;-;;
RAMZIEH;9;-;;
RAMZIJA;5;-;;
RAMZIYA;12;49,2;;
RAMZIYAH;7;-;;
RAMZIYE;2;-;;
RAN;30;37,6;;
RÁN;3;-;;
RANA;1398;35,3;;
RANAA;10;37,8;;
RANAD;6;-;;
RANAH;3;-;;
RANAN;2;-;;
RANASINGHE;2;-;;
RANCHUAN;2;-;;
RANCY;4;-;;
RAND;282;21,8;;
RANDA;406;38;;
RANDAH;8;-;;
RANDE;3;-;;
RANDEEP;3;-;;
RANDH;3;-;;
RANDHI;3;-;;
RANDI;347;66,9;;
RANDIE;3;-;;
RANDVEIG;2;-;;
RANDY;27;65,5;;
RANE;2;-;;
RANEA;17;36,7;;
RANEAH;2;-;;
RANEE;5;-;;
RANEEM;121;22,2;;
RANEEN;34;26,6;;
RANEIA;2;-;;
RANEM;32;22,5;;
RANEN;4;-;;
RANG;2;-;;
RANGEEN;9;-;;
RANGEL;2;-;;
RANGELA;4;-;;
RANGIN;22;30,8;;
RANGINA;10;35,6;;
RANGNY;2;-;;
